account_id,device
1-3038268,"iPad2,5"
1-3038832,"iPad3,4"
1-3039396,"iPhone3,3"
1-3039960,"iPad3,3"
1-3040524,"iPod5,1"
1-3041088,"iPad3,3"
1-3041395,"iPod4,1"
1-3041960,"iPod5,1"
1-3042525,"iPad2,1"
1-3043090,"iPad2,4"
1-3043655,"iPhone4,1"
1-3044220,"iPhone3,1"
1-3044785,"iPad2,2"
1-3045350,"iPad3,3"
1-3045915,"iPhone4,1"
1-3046480,"iPhone4,1"
1-3047045,"iPad2,5"
1-3047610,"iPhone3,1"
1-3048175,"iPad3,3"
1-3048740,"iPad3,4"
1-3049305,"iPod5,1"
1-3049870,"iPad2,4"
1-3050435,"iPod4,1"
1-3051000,"iPad2,5"
1-3051565,"iPhone3,1"
1-3052130,"iPhone4,1"
1-3052695,"iPad3,1"
1-3053260,"iPhone2,1"
1-3053825,"iPhone4,1"
1-3054390,"iPad2,5"
1-3054955,"iPhone5,1"
1-3055520,"iPod4,1"
1-3056085,"iPad3,3"
1-3056650,"iPhone3,3"
1-3057215,"iPad3,1"
1-3057780,"iPad2,1"
1-3058345,"iPhone3,1"
1-3058910,"iPhone2,1"
1-3059475,"iPad3,1"
1-3060040,"iPhone5,2"
1-3060605,"iPhone4,1"
1-3061170,"iPhone5,2"
1-3061735,"iPad2,2"
1-3062300,"iPod4,1"
1-3062865,"iPad2,5"
1-3063430,"iPad3,1"
1-3063995,"iPad3,1"
1-3064560,"iPad1,1"
1-3065125,"iPhone5,2"
1-3065690,"iPad2,1"
1-3066255,"iPhone3,2"
1-3066820,"iPod4,1"
1-3067385,"iPad2,1"
1-3067950,"iPhone4,1"
1-3068515,"iPhone4,1"
1-3069080,"iPhone5,2"
1-3069645,"iPod5,1"
1-3070210,"iPhone5,2"
1-3070775,"iPad2,4"
1-3071340,"iPhone3,1"
1-3071905,"iPad2,4"
1-3072814,"iPad2,2"
1-3073380,"iPod4,1"
1-3073946,"iPod4,1"
1-3074512,"iPad2,1"
1-3075078,"iPhone4,1"
1-3075644,"iPad2,1"
1-3076210,"iPod5,1"
1-3076776,"iPhone3,1"
1-3077342,"iPod5,1"
1-3077908,"iPad2,5"
1-3078474,"iPhone4,1"
1-3079040,"iPad3,1"
1-3079606,"iPad2,1"
1-3080172,"iPad2,1"
1-3080738,"iPhone3,1"
1-3081304,"iPhone3,1"
1-3081870,"iPhone5,2"
1-3082436,"iPad2,5"
1-3083002,"iPod4,1"
1-3083568,"iPhone4,1"
1-3084134,"iPad2,2"
1-3084700,"iPad3,6"
1-3085266,"iPad3,1"
1-3085832,"iPad3,3"
1-3086398,"iPod5,1"
1-3086964,"iPod4,1"
1-3087530,"iPad2,5"
1-3088096,"iPad3,6"
1-3088662,"iPhone4,1"
1-3089228,"iPhone3,1"
1-3089794,"iPhone5,1"
1-3090360,"iPad3,3"
1-3090926,"iPhone4,1"
1-3091492,"iPad1,1"
1-3092058,"iPad2,5"
1-3092624,"iPhone5,2"
1-3093190,"iPhone2,1"
1-3093756,"iPhone3,1"
1-3094322,"iPhone3,1"
1-3094888,"iPhone3,1"
1-3095454,"iPhone4,1"
1-3096020,"iPad3,1"
1-3096586,"iPad3,1"
1-3097152,"iPhone3,3"
1-3097718,"iPhone4,1"
1-3098284,"iPhone4,1"
1-3098850,"iPhone3,1"
1-3099416,"iPhone3,1"
1-3099982,"iPod5,1"
1-3100548,"iPhone4,1"
1-3101114,"iPhone4,1"
1-3101680,"iPod4,1"
1-3102246,"iPhone4,1"
1-3102812,"iPad3,4"
1-3103191,"iPod4,1"
1-3103758,"iPad2,1"
1-3104325,"iPad3,1"
1-3104892,"iPad2,4"
1-3105459,"iPhone3,1"
1-3106026,"iPad3,5"
1-3106593,"iPod4,1"
1-3107160,"iPad3,4"
1-3107727,"iPhone2,1"
1-3108294,"iPhone3,1"
1-3108861,"iPad2,2"
1-3109428,"iPod4,1"
1-3109995,"iPad2,4"
1-3110562,"iPhone5,2"
1-3111129,"iPhone2,1"
1-3111696,"iPhone4,1"
1-3112263,"iPhone3,1"
1-3112830,"iPad3,1"
1-3113397,"iPhåne2,1"
1-3113964,"iPad3,4"
1-3114531,"iPad2,1"
1-3115098,"iPod4,1"
1-3115665,"iPad1,1"
1-3116232,"iPhåne2,1"
1-3116799,"iPhone3,1"
1-3117366,"iPad2,1"
1-3117933,"iPod3,1"
1-3118500,"iPad1,1"
1-3119067,"iPad3,3"
1-3119634,"iPod4,1"
1-3120201,"iPhone5,2"
1-3120768,"iPad2,1"
1-3121335,"iPhone3,1"
1-3121902,"iPad3,4"
1-3122469,"iPhone2,1"
1-3123036,"iPad2,5"
1-3123603,"iPhone3,1"
1-3124170,"iPad1,1"
1-3124737,"iPhåne2,1"
1-3125304,"iPad1,1"
1-3125704,"iPhone3,3"
1-3126272,"iPad2,1"
1-3126840,"iPhone3,1"
1-3127408,"iPhone4,1"
1-3127976,"iPad1,1"
1-3128544,"iPhone3,3"
1-3129112,"iPod3,1"
1-3129680,"iPhone3,1"
1-3130248,"iPod4,1"
1-3130816,"iPhone4,1"
1-3131384,"iPhone4,1"
1-3131952,"iPad2,2"
1-3132520,"iPhone4,1"
1-3133088,"iPad3,4"
1-3133656,"iPad1,1"
1-3134224,"iPad3,4"
1-3134792,"iPad2,1"
1-3135360,"iPhone4,1"
1-3135928,"iPhone4,1"
1-3136496,"iPad2,1"
1-3137064,"iPhone2,1"
1-3137632,"iPhone2,1"
1-3138200,"iPhone4,1"
1-3138768,"iPad2,2"
1-3139336,"iPad1,1"
1-3139904,"iPhone4,1"
1-3140472,"iPhone4,1"
1-3141040,"iPod4,1"
1-3141608,"iPhone5,2"
1-3142176,"iPhone3,1"
1-3142744,"iPhone5,1"
1-3143312,"iPod4,1"
1-3143880,"iPhone2,1"
1-3144448,"iPhone5,2"
1-3145016,"iPad1,1"
1-3145584,"iPhone4,1"
1-3146152,"iPhone3,1"
1-3146720,"iPad2,1"
1-3147288,"iPod4,1"
1-3147856,"iPod4,1"
1-3148424,"iPad3,1"
1-3149415,"iPad2,4"
1-3149984,"iPod4,1"
1-3150553,"iPod5,1"
1-3151122,"iPhone3,1"
1-3151691,"iPhone3,1"
1-3152260,"iPhone4,1"
1-3152829,"iPad2,2"
1-3153398,"iPad3,1"
1-3153967,"iPad2,1"
1-3154536,"iPod5,1"
1-3155105,"iPhone5,2"
1-3155674,"iPhone2,1"
1-3156243,"iPhone5,2"
1-3156812,"iPad2,1"
1-3157381,"iPhone4,1"
1-3157950,"iPad3,6"
1-3158519,"iPhone3,1"
1-3159088,"iPhone4,1"
1-3159657,"iPhone5,2"
1-3160226,"iPhone4,1"
1-3160795,"iPad1,1"
1-3161364,"iPad3,4"
1-3161933,"iPod4,1"
1-3162502,"iPad2,2"
1-3163071,"iPhone3,1"
1-3163640,"iPod4,1"
1-3164209,"iPhone3,3"
1-3164778,"iPad2,1"
1-3165347,"iPhone4,1"
1-3165916,"iPad3,4"
1-3166485,"iPad3,4"
1-3167054,"iPhone4,1"
1-3167623,"iPad2,7"
1-3168192,"iPhone3,1"
1-3168761,"iPad2,5"
1-3169330,"iPhone4,1"
1-3169899,"iPhone4,1"
1-3170468,"iPod4,1"
1-3171037,"iPhone5,2"
1-3171606,"iPhone3,1"
1-3172175,"iPad3,1"
1-3172620,"iPod5,1"
1-3173190,"iPhone3,3"
1-3173760,"iPod4,1"
1-3174330,"iPad3,1"
1-3174900,"iPad2,4"
1-3175470,"iPad3,4"
1-3176040,"iPhone3,2"
1-3176610,"iPod4,1"
1-3177180,"iPhone4,1"
1-3177750,"iPod4,1"
1-3178320,"iPod4,1"
1-3178890,"iPad3,1"
1-3179460,"iPad3,1"
1-3180030,"iPhone4,1"
1-3180600,"iPhone5,2"
1-3181170,"iPhone3,1"
1-3181740,"iPad3,3"
1-3182310,"iPad3,3"
1-3182880,"iPad2,5"
1-3183450,"iPhone3,3"
1-3184020,"iPhone5,2"
1-3184590,"iPhone4,1"
1-3185160,"iPhone5,2"
1-3185730,"iPhone3,1"
1-3186300,"iPod4,1"
1-3186870,"iPhone4,1"
1-3187440,"iPhone3,1"
1-3188010,"iPhone4,1"
1-3188580,"iPad2,4"
1-3189150,"iPhone2,1"
1-3189720,"iPhone4,1"
1-3190290,"iPod5,1"
1-3190860,"iPad2,4"
1-3191430,"iPhone5,1"
1-3192000,"iPhone3,1"
1-3192570,"iPhone2,1"
1-3193140,"iPad2,1"
1-3193603,"iPod4,1"
1-3194174,"iPhone4,1"
1-3194745,"iPhone3,1"
1-3195316,"iPad2,1"
1-3195887,"iPad2,2"
1-3196458,"iPhone3,3"
1-3197029,"iPhone4,1"
1-3197600,"iPad2,2"
1-3198171,"iPod4,1"
1-3198742,"iPhone3,1"
1-3199313,"iPod4,1"
1-3199884,"iPhone4,1"
1-3200455,"iPhone5,2"
1-3201026,"iPod5,1"
1-3201597,"iPhone2,1"
1-3202168,"iPad2,1"
1-3202739,"iPad2,5"
1-3203310,"iPad3,4"
1-3203881,"iPad3,1"
1-3204452,"iPad2,2"
1-3205023,"iPad3,1"
1-3205594,"iPad3,3"
1-3206165,"iPad2,5"
1-3206736,"iPad3,1"
1-3207307,"iPad2,2"
1-3207878,"iPad2,4"
1-3208449,"iPad3,1"
1-3209020,"iPad2,2"
1-3209591,"iPhone3,1"
1-3210162,"iPhone3,1"
1-3210733,"iPod4,1"
1-3211304,"iPad2,1"
1-3211875,"iPad2,4"
1-3212446,"iPad3,3"
1-3213017,"iPhone4,1"
1-3213588,"iPod5,1"
1-3214159,"iPhone4,1"
1-3214730,"iPod4,1"
1-3215301,"iPod4,1"
1-3215872,"iPhone3,1"
1-3216443,"iPhone5,1"
1-3217014,"iPad2,4"
1-3217585,"iPad3,1"
1-3218072,"iPad2,4"
1-3218644,"iPhone5,2"
1-3219216,"iPhone5,2"
1-3219788,"iPod4,1"
1-3220360,"iPhone3,3"
1-3220932,"iPhone2,1"
1-3221504,"iPhone2,1"
1-3222076,"iPhone3,1"
1-3222648,"iPhone5,1"
1-3223220,"iPhone3,1"
1-3223792,"iPhone4,1"
1-3224364,"iPhone3,1"
1-3224936,"iPhone4,1"
1-3225508,"iPhone5,2"
1-3226080,"iPod4,1"
1-3226652,"iPhone3,1"
1-3227224,"iPad2,4"
1-3227796,"iPhone5,2"
1-3228368,"iPhone4,1"
1-3228940,"iPod4,1"
1-3229512,"iPod4,1"
1-3230084,"iPhone5,2"
1-3230656,"iPad3,3"
1-3231228,"iPod4,1"
1-3231800,"iPhone3,1"
1-3232372,"iPad3,6"
1-3232944,"iPhone4,1"
1-3233516,"iPod5,1"
1-3234088,"iPod5,1"
1-3234660,"iPad2,1"
1-3235232,"iPad1,1"
1-3235804,"iPod4,1"
1-3236376,"iPhone5,2"
1-3236948,"iPod4,1"
1-3237520,"iPhone5,2"
1-3238092,"iPad1,1"
1-3238664,"iPad2,4"
1-3239236,"iPad3,4"
1-3239808,"iPhone5,2"
1-3240380,"iPhone5,2"
1-3240952,"iPhone4,1"
1-3241524,"iPod4,1"
1-3242096,"iPad2,1"
1-3242668,"iPhone3,1"
1-3243240,"iPad2,1"
1-3243812,"iPad3,4"
1-3244384,"iPod4,1"
1-3244956,"iPod4,1"
1-3245528,"iPhone5,2"
1-3246100,"iPad3,3"
1-3246672,"iPhone5,1"
1-3247244,"iPad2,1"
1-3247764,"iPhone5,1"
1-3248337,"iPad3,6"
1-3248910,"iPod4,1"
1-3249483,"iPad3,4"
1-3250056,"iPod5,1"
1-3250629,"iPad3,1"
1-3251202,"iPad3,3"
1-3251775,"iPhone2,1"
1-3252348,"iPhone4,1"
1-3252921,"iPod4,1"
1-3253494,"iPhone5,2"
1-3254067,"iPhone3,1"
1-3254640,"iPhone3,1"
1-3255213,"iPad1,1"
1-3255786,"iPad2,2"
1-3256359,"iPhone3,1"
1-3256932,"iPad3,1"
1-3257505,"iPhone5,2"
1-3258078,"iPad3,3"
1-3258651,"iPhone4,1"
1-3259224,"iPad2,7"
1-3259797,"iPod4,1"
1-3260370,"iPad1,1"
1-3260943,"iPad2,7"
1-3261516,"iPod4,1"
1-3262089,"iPad3,1"
1-3262662,"iPhone4,1"
1-3263235,"iPhone4,1"
1-3263808,"iPod5,1"
1-3264381,"iPhone3,1"
1-3264954,"iPhone5,2"
1-3265527,"iPod4,1"
1-3266100,"iPod5,1"
1-3266673,"iPad1,1"
1-3267246,"iPad2,2"
1-3267819,"iPhone2,1"
1-3268392,"iPod4,1"
1-3268965,"iPhone3,1"
1-3269538,"iPhone4,1"
1-3270111,"iPad3,1"
1-3270684,"iPhone3,1"
1-3271257,"iPod5,1"
1-3271830,"iPod4,1"
1-3272403,"iPhone3,3"
1-3272976,"iPhone2,1"
1-3273549,"iPad3,1"
1-3274122,"iPhone4,1"
1-3274695,"iPod4,1"
1-3275268,"iPod4,1"
1-3275841,"iPod5,1"
1-3276392,"iPod4,1"
1-3276966,"iPad3,4"
1-3277540,"iPad2,1"
1-3278114,"iPod4,1"
1-3278688,"iPad1,1"
1-3279262,"iPad2,4"
1-3279836,"iPhone4,1"
1-3280410,"iPhone5,2"
1-3280984,"iPad2,1"
1-3281558,"iPod5,1"
1-3282132,"iPod5,1"
1-3282706,"iPhone4,1"
1-3283280,"iPhone5,2"
1-3283854,"iPhone4,1"
1-3284428,"iPhone3,1"
1-3285002,"iPhone4,1"
1-3285576,"iPhone2,1"
1-3286150,"iPad3,3"
1-3286724,"iPod4,1"
1-3287298,"iPhone2,1"
1-3287872,"iPod4,1"
1-3288446,"iPhone3,1"
1-3289020,"iPad2,5"
1-3289594,"iPad2,4"
1-3290168,"iPod4,1"
1-3290742,"iPhone3,3"
1-3291316,"iPhone4,1"
1-3291875,"iPad3,1"
1-3292450,"iPhone4,1"
1-3293025,"iPod4,1"
1-3293600,"iPhone5,1"
1-3294175,"iPhone4,1"
1-3294750,"iPhone4,1"
1-3295325,"iPhone3,1"
1-3295900,"iPhone3,1"
1-3296475,"iPad3,4"
1-3297050,"iPhone3,1"
1-3297625,"iPad3,3"
1-3298200,"iPhone3,1"
1-3298775,"iPad2,2"
1-3299350,"iPhone5,2"
1-3299925,"iPhone5,1"
1-3300500,"iPhone3,3"
1-3301075,"iPod4,1"
1-3301632,"iPhone4,1"
1-3302208,"iPad2,2"
1-3302784,"iPad2,1"
1-3303360,"iPad2,5"
1-3303936,"iPhone3,1"
1-3304512,"iPhone3,1"
1-3305088,"iPhone4,1"
1-3305664,"iPad3,3"
1-3306240,"iPhåne2,1"
1-3306816,"iPod4,1"
1-3307392,"iPhåne2,1"
1-3307968,"iPad2,1"
1-3308544,"iPhone4,1"
1-3309120,"iPhone2,1"
1-3309696,"iPhone3,1"
1-3310272,"iPhone3,3"
1-3310848,"iPad2,1"
1-3311424,"iPhåne2,1"
1-3311980,"iPhone5,1"
1-3312557,"iPod4,1"
1-3313134,"iPad2,1"
1-3313711,"iPhone3,1"
1-3314288,"iPhone4,1"
1-3314865,"iPad3,4"
1-3315442,"iPod4,1"
1-3316019,"iPhone4,1"
1-3316596,"iPad1,1"
1-3317173,"iPhone4,1"
1-3317750,"iPad3,6"
1-3318327,"iPhone2,1"
1-3318904,"iPad1,1"
1-3319481,"iPhone5,2"
1-3320058,"iPhone3,3"
1-3320635,"iPod5,1"
1-3321212,"iPad2,1"
1-3321766,"iPad2,2"
1-3322344,"iPhone4,1"
1-3322922,"iPad2,5"
1-3323500,"iPad3,1"
1-3324078,"iPhone2,1"
1-3324656,"iPad2,2"
1-3325234,"iPhone4,1"
1-3325812,"iPhone5,2"
1-3326390,"iPhone4,1"
1-3326968,"iPhone5,1"
1-3327546,"iPhone2,1"
1-3328124,"iPhone3,3"
1-3328702,"iPhone5,1"
1-3329280,"iPad3,1"
1-3329858,"iPad3,4"
1-3330436,"iPad3,1"
1-3331014,"iPhone4,1"
1-3331592,"iPad3,3"
1-3332145,"iPod4,1"
1-3332724,"iPod4,1"
1-3333303,"iPod4,1"
1-3333882,"iPod4,1"
1-3334461,"iPod4,1"
1-3335040,"iPad2,1"
1-3335619,"iPod4,1"
1-3336198,"iPad1,1"
1-3336777,"iPhone5,1"
1-3337356,"iPod4,1"
1-3337935,"iPhone4,1"
1-3338514,"iPhone3,1"
1-3339093,"iPhone5,2"
1-3339672,"iPhone5,2"
1-3340251,"iPad2,2"
1-3340830,"iPad3,1"
1-3341409,"iPhone5,2"
1-3341988,"iPhone4,1"
1-3342567,"iPhone4,1"
1-3343146,"iPhone3,1"
1-3343725,"iPhone5,2"
1-3344304,"iPhone3,1"
1-3344860,"iPod4,1"
1-3345440,"iPod4,1"
1-3346020,"iPhone4,1"
1-3346600,"iPhone4,1"
1-3347180,"iPhone4,1"
1-3347760,"iPhone4,1"
1-3348340,"iPhone5,2"
1-3348920,"iPhone4,1"
1-3349500,"iPod4,1"
1-3350080,"iPod4,1"
1-3350660,"iPhone4,1"
1-3351240,"iPad2,4"
1-3351820,"iPad2,2"
1-3352400,"iPhone4,1"
1-3352980,"iPhone5,2"
1-3353560,"iPhone4,1"
1-3354140,"iPhone3,1"
1-3354720,"iPhone3,3"
1-3355300,"iPod4,1"
1-3355880,"iPad3,4"
1-3356460,"iPad3,1"
1-3357040,"iPad2,4"
1-3357599,"iPad1,1"
1-3358180,"iPad2,1"
1-3358761,"iPhone5,1"
1-3359342,"iPod4,1"
1-3359923,"iPod4,1"
1-3360504,"iPad2,5"
1-3361085,"iPhone3,1"
1-3361666,"iPad2,1"
1-3362247,"iPhone5,2"
1-3362828,"iPod4,1"
1-3363409,"iPod4,1"
1-3363990,"iPad2,2"
1-3364571,"iPhone4,1"
1-3365152,"iPhone4,1"
1-3365733,"iPod4,1"
1-3366314,"iPod4,1"
1-3366895,"iPad3,1"
1-3367452,"iPad2,2"
1-3368034,"iPhone4,1"
1-3368616,"iPad2,2"
1-3369198,"iPhone4,1"
1-3369780,"iPad2,7"
1-3370362,"iPhone5,2"
1-3370944,"iPhone5,2"
1-3371526,"iPhone3,1"
1-3372108,"iPod4,1"
1-3372690,"iPhone4,1"
1-3373272,"iPhone3,1"
1-3373854,"iPhone3,1"
1-3374436,"iPod4,1"
1-3375018,"iPad2,1"
1-3375600,"iPod4,1"
1-3376182,"iPad3,3"
1-3376736,"iPhone4,1"
1-3377319,"iPhone2,1"
1-3377902,"iPhone4,1"
1-3378485,"iPod4,1"
1-3379068,"iPad2,2"
1-3379651,"iPhone5,2"
1-3380234,"iPhone3,1"
1-3380817,"iPod4,1"
1-3381400,"iPhone4,1"
1-3381983,"iPhone3,1"
1-3382566,"iPod4,1"
1-3383149,"iPod4,1"
1-3383732,"iPhone4,1"
1-3384315,"iPad2,1"
1-3384898,"iPhone4,1"
1-3385448,"iPad2,4"
1-3386032,"iPod4,1"
1-3386616,"iPod4,1"
1-3387200,"iPhone3,1"
1-3387784,"iPad2,5"
1-3388368,"iPod4,1"
1-3388952,"iPhone5,2"
1-3389536,"iPhone2,1"
1-3390120,"iPhone4,1"
1-3390704,"iPhone4,1"
1-3391288,"iPad2,4"
1-3391872,"iPhone3,1"
1-3392456,"iPad3,3"
1-3393040,"iPhone4,1"
1-3393624,"iPad3,6"
1-3394170,"iPad2,1"
1-3394755,"iPod4,1"
1-3395340,"iPhone4,1"
1-3395925,"iPhone3,1"
1-3396510,"iPhone3,1"
1-3397095,"iPhone5,2"
1-3397680,"iPod5,1"
1-3398265,"iPhone2,1"
1-3398850,"iPhone4,1"
1-3399435,"iPod4,1"
1-3400020,"iPod4,1"
1-3400605,"iPod4,1"
1-3401190,"iPod4,1"
1-3401775,"iPod5,1"
1-3402316,"iPhone3,1"
1-3402902,"iPad2,4"
1-3403488,"iPod4,1"
1-3404074,"iPhone4,1"
1-3404660,"iPad3,3"
1-3405246,"iPod4,1"
1-3405832,"iPad2,1"
1-3406418,"iPhone5,2"
1-3407004,"iPhone4,1"
1-3407590,"iPhone3,1"
1-3408176,"iPhone4,1"
1-3408762,"iPad2,1"
1-3409348,"iPhone4,1"
1-3409934,"iPad1,1"
1-3410520,"iPhone5,1"
1-3411106,"iPad3,6"
1-3411692,"iPhone3,1"
1-3412278,"iPhone3,1"
1-3412818,"iPhone5,1"
1-3413405,"iPod4,1"
1-3413992,"iPhone3,1"
1-3414579,"iPhone4,1"
1-3415166,"iPhone4,1"
1-3415753,"iPad3,4"
1-3416340,"iPhone4,1"
1-3416927,"iPhone3,1"
1-3417514,"iPad1,1"
1-3418101,"iPhone5,2"
1-3418688,"iPhone5,1"
1-3419275,"iPod4,1"
1-3419862,"iPad3,4"
1-3420449,"iPad2,2"
1-3421036,"iPod4,1"
1-3421623,"iPhone3,1"
1-3422210,"iPad2,2"
1-3422748,"iPad3,1"
1-3423336,"iPad3,4"
1-3423924,"iPhone4,1"
1-3424512,"iPad3,4"
1-3425100,"iPhone4,1"
1-3425688,"iPhone5,2"
1-3426276,"iPhone5,2"
1-3426864,"iPhone3,1"
1-3427452,"iPhone4,1"
1-3428040,"iPhone3,1"
1-3428628,"iPhone3,3"
1-3429216,"iPad2,1"
1-3429804,"iPhone3,1"
1-3430925,"iPad3,1"
1-3431514,"iPhone3,3"
1-3432103,"iPad1,1"
1-3432692,"iPad2,5"
1-3433281,"iPhone4,1"
1-3433870,"iPhone3,1"
1-3434459,"iPhone5,2"
1-3435048,"iPad3,4"
1-3435637,"iPhone5,2"
1-3436226,"iPhone5,2"
1-3436815,"iPhone4,1"
1-3437404,"iPhone4,1"
1-3437993,"iPhone3,1"
1-3438520,"iPad3,1"
1-3439110,"iPhone3,3"
1-3439700,"iPad2,5"
1-3440290,"iPhone4,1"
1-3440880,"iPhone3,1"
1-3441470,"iPhone5,2"
1-3442060,"iPod4,1"
1-3442650,"iPad3,4"
1-3443240,"iPad2,4"
1-3443830,"iPhone4,1"
1-3444420,"iPad3,1"
1-3445010,"iPad2,1"
1-3445600,"iPhone5,2"
1-3446190,"iPhone3,1"
1-3446780,"iPad2,1"
1-3447303,"iPhone4,1"
1-3447894,"iPad2,5"
1-3448485,"iPad3,1"
1-3449076,"iPad2,5"
1-3449667,"iPad3,4"
1-3450258,"iPhone4,1"
1-3450849,"iPhone5,2"
1-3451440,"iPad3,3"
1-3452031,"iPhone4,1"
1-3452622,"iPod4,1"
1-3453213,"iPod4,1"
1-3453804,"iPad3,3"
1-3454395,"iPad2,4"
1-3454986,"iPhone4,1"
1-3455504,"iPhone3,1"
1-3456096,"iPad2,5"
1-3456688,"iPhone3,1"
1-3457280,"iPad2,3"
1-3457872,"iPad3,1"
1-3458464,"iPad2,1"
1-3459056,"iPhone4,1"
1-3459648,"iPhone2,1"
1-3460240,"iPod5,1"
1-3460832,"iPhone4,1"
1-3461424,"iPod4,1"
1-3462016,"iPad2,2"
1-3462608,"iPhone4,1"
1-3463200,"iPhone5,2"
1-3463792,"iPhone4,1"
1-3464384,"iPad1,1"
1-3464899,"iPhone3,1"
1-3465492,"iPad2,4"
1-3466085,"iPhone3,3"
1-3466678,"iPhone3,3"
1-3467271,"iPad2,1"
1-3467864,"iPhone5,1"
1-3468457,"iPhone2,1"
1-3469050,"iPod4,1"
1-3469643,"iPhone4,1"
1-3470236,"iPhone5,2"
1-3470829,"iPhone5,1"
1-3471422,"iPod4,1"
1-3472015,"iPod5,1"
1-3472608,"iPad3,3"
1-3473201,"iPad2,1"
1-3473794,"iPad2,1"
1-3474387,"iPad2,1"
1-3474980,"iPhone5,2"
1-3475573,"iPad1,1"
1-3476088,"iPad2,1"
1-3476682,"iPad2,1"
1-3477276,"iPad3,6"
1-3477870,"iPod4,1"
1-3478464,"iPod4,1"
1-3479058,"iPad2,2"
1-3479652,"iPod5,1"
1-3480246,"iPad2,1"
1-3480840,"iPhone5,2"
1-3481434,"iPad1,1"
1-3482028,"iPad2,5"
1-3482622,"iPhone4,1"
1-3483216,"iPhone2,1"
1-3483810,"iPhone4,1"
1-3484404,"iPhone4,1"
1-3484998,"iPhone4,1"
1-3485592,"iPod4,1"
1-3486186,"iPad3,1"
1-3486700,"iPod5,1"
1-3487295,"iPhone3,3"
1-3487890,"iPad2,4"
1-3488485,"iPhone4,1"
1-3489080,"iPhone2,1"
1-3489675,"iPhone2,1"
1-3490270,"iPod4,1"
1-3490865,"iPad2,1"
1-3491460,"iPad3,6"
1-3492055,"iPod4,1"
1-3492650,"iPhone5,2"
1-3493245,"iPad2,4"
1-3493840,"iPhone3,1"
1-3494435,"iPod5,1"
1-3495030,"iPad2,5"
1-3495540,"iPad2,1"
1-3496136,"iPad3,3"
1-3496732,"iPod4,1"
1-3497328,"iPhone4,1"
1-3497924,"iPhone5,2"
1-3498520,"iPad2,7"
1-3499116,"iPad3,1"
1-3499712,"iPhone5,2"
1-3500308,"iPad2,1"
1-3500904,"iPad2,4"
1-3501500,"iPad2,4"
1-3502096,"iPhone3,3"
1-3502692,"iPhone5,2"
1-3503288,"iPad2,2"
1-3503884,"iPhone3,1"
1-3504390,"iPad2,2"
1-3504987,"iPod4,1"
1-3505584,"iPod4,1"
1-3506181,"iPhone5,2"
1-3506778,"iPad2,5"
1-3507375,"iPad3,1"
1-3507972,"iPad3,4"
1-3508569,"iPhone5,1"
1-3509166,"iPod4,1"
1-3509763,"iPad2,4"
1-3510360,"iPad2,1"
1-3510957,"iPad2,5"
1-3511554,"iPhone5,1"
1-3512151,"iPod4,1"
1-3512652,"iPod4,1"
1-3513250,"iPad2,1"
1-3513848,"iPhone4,1"
1-3514446,"iPhone3,1"
1-3515044,"iPod5,1"
1-3515642,"iPad3,3"
1-3516240,"iPad3,4"
1-3516838,"iPhone3,1"
1-3517436,"iPod4,1"
1-3518034,"iPhone4,1"
1-3518632,"iPad1,1"
1-3519230,"iPhone4,1"
1-3519828,"iPhone5,2"
1-3520426,"iPod4,1"
1-3520922,"iPad1,1"
1-3521521,"iPhone4,1"
1-3522120,"iPhone4,1"
1-3522719,"iPhone3,1"
1-3523318,"iPad3,4"
1-3523917,"iPhone4,1"
1-3524516,"iPad2,1"
1-3525115,"iPhone4,1"
1-3525714,"iPhone4,1"
1-3526313,"iPhone5,2"
1-3526912,"iPhone4,1"
1-3527511,"iPhone4,1"
1-3528110,"iPhone2,1"
1-3528709,"iPhone3,1"
1-3529308,"iPhone3,1"
1-3529907,"iPad3,1"
1-3530400,"iPhone3,1"
1-3531000,"iPod4,1"
1-3531600,"iPhone3,1"
1-3532200,"iPad2,7"
1-3532800,"iPod4,1"
1-3533400,"iPhone3,1"
1-3534000,"iPhone5,2"
1-3534600,"iPad2,1"
1-3535200,"iPad1,1"
1-3535800,"iPad1,1"
1-3536400,"iPhone5,1"
1-3537000,"iPhone3,3"
1-3537600,"iPhone4,1"
1-3538200,"iPad1,1"
1-3538800,"iPhone4,1"
1-3539400,"iPod4,1"
1-3540000,"iPod4,1"
1-3540600,"iPad3,4"
1-3541200,"iPad2,1"
1-3541693,"iPhone3,1"
1-3542294,"iPhone5,2"
1-3542895,"iPhone3,1"
1-3543496,"iPhone5,2"
1-3544097,"iPhone5,1"
1-3544698,"iPhone3,1"
1-3545299,"iPad2,2"
1-3545900,"iPad2,2"
1-3546501,"iPad3,4"
1-3547102,"iPad3,1"
1-3547703,"iPhone5,2"
1-3548304,"iPhone4,1"
1-3548905,"iPod5,1"
1-3549506,"iPad2,6"
1-3550107,"iPhone5,2"
1-3550708,"iPhone4,1"
1-3551309,"iPad2,2"
1-3551910,"iPad2,2"
1-3552511,"iPhone4,1"
1-3553004,"iPod4,1"
1-3553606,"iPhone4,1"
1-3554208,"iPad2,5"
1-3554810,"iPad3,3"
1-3555412,"iPhone5,2"
1-3556014,"iPhone5,2"
1-3556616,"iPhone3,1"
1-3557218,"iPad3,6"
1-3557820,"iPhone3,1"
1-3558422,"iPod4,1"
1-3559024,"iPad3,4"
1-3559626,"iPod4,1"
