account_id,device
3-3544622,"iPad2,5"
3-3545236,"iPad3,3"
3-3545850,"iPod5,1"
3-3546464,"iPhone5,2"
3-3547078,"iPad1,1"
3-3547692,"iPhone5,2"
3-3548306,"iPad2,4"
3-3548920,"iPhone5,1"
3-3549534,"iPod5,1"
3-3550148,"iPhone4,1"
3-3550762,"iPhone5,2"
3-3551376,"iPad2,1"
3-3551990,"iPhone5,1"
3-3552604,"iPad1,1"
3-3553218,"iPad1,1"
3-3553832,"iPhone5,2"
3-3554446,"iPad3,1"
3-3555060,"iPhone2,1"
3-3555674,"iPad3,4"
3-3556288,"iPad3,4"
3-3556902,"iPhone3,1"
3-3557516,"iPhone3,1"
3-3558130,"iPod3,1"
3-3558744,"iPhone4,1"
3-3559358,"iPhone3,1"
3-3559972,"iPad1,1"
3-3560586,"iPad2,2"
3-3561200,"iPad2,4"
3-3561814,"iPhone5,1"
3-3562428,"iPad1,1"
3-3563042,"iPad2,4"
3-3563656,"iPhone3,1"
3-3564270,"iPad2,1"
3-3564884,"iPhone5,2"
3-3565498,"iPad3,4"
3-3566112,"iPad2,1"
3-3566726,"iPod4,1"
3-3567340,"iPhone3,1"
3-3568230,"iPod4,1"
3-3568845,"iPad2,6"
3-3569460,"iPad2,1"
3-3570075,"iPhone4,1"
3-3570690,"iPad2,3"
3-3571305,"iPhone3,3"
3-3571920,"iPhone4,1"
3-3572535,"iPod4,1"
3-3573150,"iPad2,3"
3-3573765,"iPhone5,2"
3-3574380,"iPad2,5"
3-3574995,"iPhone3,1"
3-3575610,"iPhone3,1"
3-3576225,"iPhone3,1"
3-3576840,"iPod4,1"
3-3577455,"iPad2,5"
3-3578070,"iPad2,2"
3-3578685,"iPad2,1"
3-3579300,"iPhone5,2"
3-3579915,"iPhone5,2"
3-3580530,"iPhone3,1"
3-3581145,"iPad3,6"
3-3581760,"iPad2,1"
3-3582375,"iPad2,7"
3-3582990,"iPad2,5"
3-3583605,"iPod4,1"
3-3584220,"iPhone4,1"
3-3584835,"iPad3,6"
3-3585450,"iPhone5,2"
3-3586065,"iPhone4,1"
3-3586680,"iPod4,1"
3-3587295,"iPod4,1"
3-3587910,"iPhone3,1"
3-3588525,"iPad2,1"
3-3589140,"iPhone2,1"
3-3589755,"iPhone3,1"
3-3590370,"iPad2,4"
3-3590985,"iPhone3,1"
3-3591600,"iPhone4,1"
3-3592215,"iPad2,7"
3-3592830,"iPad3,5"
3-3593445,"iPad3,4"
3-3594060,"iPhone4,1"
3-3594675,"iPhone5,2"
3-3595290,"iPhone3,1"
3-3595905,"iPod4,1"
3-3596520,"iPad2,5"
3-3597135,"iPhone4,1"
3-3597750,"iPhone5,2"
3-3598365,"iPhone3,1"
3-3598672,"iPad2,1"
3-3599288,"iPhone3,3"
3-3599904,"iPod4,1"
3-3600520,"iPod4,1"
3-3601136,"iPhone3,1"
3-3601752,"iPhone5,1"
3-3602368,"iPod4,1"
3-3602984,"iPhone3,1"
3-3603600,"iPhone3,3"
3-3604216,"iPhone3,1"
3-3604832,"iPod4,1"
3-3605448,"iPhone4,1"
3-3606064,"iPad3,4"
3-3606680,"iPhone5,2"
3-3607296,"iPod4,1"
3-3607912,"iPad3,3"
3-3608528,"iPhone5,2"
3-3609144,"iPod4,1"
3-3609760,"iPhone4,1"
3-3610376,"iPhone3,1"
3-3610992,"iPad3,2"
3-3611608,"iPhone2,1"
3-3612224,"iPhone3,1"
3-3612840,"iPhone5,2"
3-3613769,"iPad2,4"
3-3614386,"iPad2,1"
3-3615003,"iPhone5,1"
3-3615620,"iPhone3,3"
3-3616237,"iPad3,3"
3-3616854,"iPad2,1"
3-3617471,"iPod4,1"
3-3618088,"iPhone3,1"
3-3618705,"iPad2,1"
3-3619322,"iPad2,1"
3-3619939,"iPhone3,1"
3-3620556,"iPod5,1"
3-3621173,"iPad1,1"
3-3621790,"iPad2,5"
3-3622407,"iPhone4,1"
3-3623024,"iPad3,1"
3-3623641,"iPod4,1"
3-3623952,"iPhone5,2"
3-3624570,"iPhone4,1"
3-3625188,"iPhone4,1"
3-3625806,"iPad2,1"
3-3626424,"iPhone3,1"
3-3627042,"iPhone2,1"
3-3627660,"iPhone4,1"
3-3628278,"iPhone4,1"
3-3628896,"iPad2,1"
3-3629514,"iPhone5,2"
3-3630132,"iPod4,1"
3-3630750,"iPhone5,2"
3-3631368,"iPad2,2"
3-3631986,"iPhone3,2"
3-3632604,"iPhone3,1"
3-3633222,"iPad2,4"
3-3633840,"iPad2,2"
3-3634458,"iPhone4,1"
3-3635387,"iPhone4,1"
3-3636006,"iPhone3,1"
3-3636625,"iPhone2,1"
3-3637244,"iPhone4,1"
3-3637863,"iPhone3,1"
3-3638482,"iPad3,1"
3-3639101,"iPod4,1"
3-3639720,"iPad3,4"
3-3640339,"iPad3,1"
3-3640958,"iPhone3,1"
3-3641577,"iPhone4,1"
3-3642196,"iPhone5,2"
3-3642815,"iPhone5,1"
3-3643434,"iPad2,4"
3-3644053,"iPhone5,2"
3-3644672,"iPad1,1"
3-3645291,"iPad3,6"
3-3645600,"iPad2,1"
3-3646220,"iPad1,1"
3-3646840,"iPhone3,1"
3-3647460,"iPhone3,2"
3-3648080,"iPhone3,1"
3-3648700,"iPhone5,2"
3-3649320,"iPhone3,1"
3-3649940,"iPhone5,1"
3-3650560,"iPhone4,1"
3-3651180,"iPad3,4"
3-3651800,"iPhone3,1"
3-3652420,"iPhone4,1"
3-3653040,"iPhone3,1"
3-3653660,"iPhone4,1"
3-3654280,"iPhone3,1"
3-3654900,"iPhone5,1"
3-3655520,"iPhone4,1"
3-3656140,"iPod4,1"
3-3656760,"iPad3,4"
3-3657690,"iPhone4,1"
3-3658311,"iPod4,1"
3-3658932,"iPad3,4"
3-3659553,"iPad2,5"
3-3660174,"iPhone3,1"
3-3660795,"iPad2,1"
3-3661416,"iPad3,3"
3-3662037,"iPad2,2"
3-3662658,"iPhone4,1"
3-3663279,"iPhone3,1"
3-3663900,"iPhone4,1"
3-3664521,"iPhone3,1"
3-3665142,"iPhone5,2"
3-3665763,"iPad2,1"
3-3666384,"iPhone5,2"
3-3667005,"iPad3,1"
3-3667626,"iPod4,1"
3-3668247,"iPad2,5"
3-3668868,"iPhone5,2"
3-3669489,"iPhone4,1"
3-3670110,"iPhone5,2"
3-3670731,"iPad1,1"
3-3671352,"iPod4,1"
3-3671973,"iPad1,1"
3-3672288,"iPhone4,1"
3-3672910,"iPod4,1"
3-3673532,"iPad3,1"
3-3674154,"iPad3,3"
3-3674776,"iPhone3,1"
3-3675398,"iPhone4,1"
3-3676020,"iPad2,1"
3-3676642,"iPad2,2"
3-3677264,"iPhone4,1"
3-3677886,"iPod4,1"
3-3678508,"iPad3,4"
3-3679130,"iPod4,1"
3-3679752,"iPhone5,2"
3-3680374,"iPod4,1"
3-3680996,"iPad2,1"
3-3681618,"iPhone5,2"
3-3682240,"iPad3,3"
3-3682862,"iPad3,6"
3-3683484,"iPhone2,1"
3-3684106,"iPhone4,1"
3-3684728,"iPad3,4"
3-3685350,"iPad2,4"
3-3685972,"iPad2,4"
3-3686914,"iPod4,1"
3-3687537,"iPhone3,2"
3-3688160,"iPhone5,1"
3-3688783,"iPhone3,1"
3-3689406,"iPhone5,2"
3-3690029,"iPad3,1"
3-3690652,"iPad3,6"
3-3691275,"iPad3,1"
3-3691898,"iPod4,1"
3-3692521,"iPhone3,1"
3-3693144,"iPad3,1"
3-3693767,"iPad3,2"
3-3694390,"iPhone3,2"
3-3695013,"iPad1,1"
3-3695636,"iPod4,1"
3-3696259,"iPhone4,1"
3-3696882,"iPad2,4"
3-3697200,"iPhone5,2"
3-3697824,"iPad3,1"
3-3698448,"iPad2,2"
3-3699072,"iPad3,4"
3-3699696,"iPad3,3"
3-3700320,"iPad1,1"
3-3700944,"iPod4,1"
3-3701568,"iPad2,1"
3-3702192,"iPhone3,2"
3-3702816,"iPod4,1"
3-3703440,"iPad1,1"
3-3704064,"iPad2,6"
3-3704688,"iPhone5,1"
3-3705625,"iPad1,1"
3-3706250,"iPhone4,1"
3-3706875,"iPhone4,1"
3-3707500,"iPod3,1"
3-3708125,"iPhone3,2"
3-3708750,"iPad2,1"
3-3709375,"iPad2,5"
3-3710000,"iPhone2,1"
3-3710625,"iPhone4,1"
3-3711250,"iPhone3,1"
3-3711875,"iPhone5,2"
3-3712500,"iPad3,4"
3-3713125,"iPad1,1"
3-3713750,"iPad2,7"
3-3714058,"iPhone3,3"
3-3714684,"iPhone5,2"
3-3715310,"iPod4,1"
3-3715936,"iPad2,1"
3-3716562,"iPhone3,2"
3-3717188,"iPad2,1"
3-3717814,"iPad3,3"
3-3718440,"iPhone4,1"
3-3719066,"iPod4,1"
3-3719692,"iPhone4,1"
3-3720318,"iPhone4,1"
3-3720944,"iPhone5,2"
3-3721570,"iPhone5,2"
3-3722196,"iPhone4,1"
3-3722499,"iPhone3,3"
3-3723126,"iPhone5,1"
3-3723753,"iPhone5,2"
3-3724380,"iPhone3,1"
3-3725007,"iPhone5,2"
3-3725634,"iPhone4,1"
3-3726261,"iPod4,1"
3-3726888,"iPad2,1"
3-3727515,"iPad1,1"
3-3728142,"iPhone5,2"
3-3728769,"iPhone5,2"
3-3729396,"iPhone4,1"
3-3730023,"iPhone4,1"
3-3730650,"iPod5,1"
3-3731277,"iPad2,4"
3-3732204,"iPhone3,1"
3-3732832,"iPad3,4"
3-3733460,"iPhone4,1"
3-3734088,"iPad3,4"
3-3734716,"iPad3,3"
3-3735344,"iPad1,1"
3-3735972,"iPhone4,1"
3-3736600,"iPad2,2"
3-3737228,"iPhone4,1"
3-3737856,"iPad3,4"
3-3738484,"iPad3,5"
3-3739112,"iPad3,1"
3-3739740,"iPad2,1"
3-3740368,"iPod4,1"
3-3740996,"iPod5,1"
3-3741624,"iPod4,1"
3-3742252,"iPhone3,3"
3-3742880,"iPhone4,1"
3-3743508,"iPhone3,1"
3-3743808,"iPhone3,1"
3-3744437,"iPad1,1"
3-3745066,"iPhone3,3"
3-3745695,"iPad3,3"
3-3746324,"iPhone3,2"
3-3746953,"iPhone5,2"
3-3747582,"iPad3,4"
3-3748211,"iPad2,7"
3-3748840,"iPad2,1"
3-3749469,"iPhone5,2"
3-3750098,"iPhone4,1"
3-3750727,"iPhone5,2"
3-3751356,"iPhone5,2"
3-3751985,"iPad3,4"
3-3752614,"iPhone4,1"
3-3753243,"iPad2,5"
3-3753872,"iPad3,4"
3-3754501,"iPhone3,1"
3-3755130,"iPod5,1"
3-3755430,"iPhone5,2"
3-3756060,"iPhone3,1"
3-3756690,"iPhone2,1"
3-3757320,"iPad3,4"
3-3757950,"iPad2,5"
3-3758580,"iPod4,1"
3-3759210,"iPhone3,1"
3-3759840,"iPad2,5"
3-3760470,"iPad2,5"
3-3761100,"iPad3,6"
3-3762022,"iPod4,1"
3-3762653,"iPhone2,1"
3-3763284,"iPad1,1"
3-3763915,"iPad2,5"
3-3764546,"iPhone4,1"
3-3765177,"iPod4,1"
3-3765808,"iPad2,4"
3-3766439,"iPhone2,1"
3-3766720,"iPhone4,1"
3-3767352,"iPad1,1"
3-3767984,"iPad2,2"
3-3768616,"iPad2,1"
3-3769248,"iPad3,3"
3-3769880,"iPhone4,1"
3-3770512,"iPhone3,1"
3-3771144,"iPod4,1"
3-3771414,"iPhone4,1"
3-3772047,"iPhone3,1"
3-3772680,"iPhone3,1"
3-3773313,"iPad1,1"
3-3773946,"iPhone3,1"
3-3774579,"iPad1,1"
3-3775212,"iPhone5,2"
3-3775845,"iPhone4,1"
3-3776104,"iPhone4,1"
3-3776738,"iPad1,1"
3-3777372,"iPad3,1"
3-3778006,"iPhone5,2"
3-3778640,"iPhone3,1"
3-3779274,"iPhone4,1"
3-3779908,"iPad3,3"
3-3780542,"iPod5,1"
3-3781176,"iPod5,1"
3-3781425,"iPad3,4"
3-3782060,"iPhone3,1"
3-3782695,"iPod4,1"
3-3783330,"iPod4,1"
3-3783965,"iPhone4,1"
3-3784600,"iPhone5,2"
3-3785235,"iPad3,3"
3-3785870,"iPhone3,3"
3-3786505,"iPhone5,2"
3-3787140,"iPod5,1"
3-3787775,"iPad3,4"
3-3788652,"iPad2,1"
3-3789288,"iPhone4,1"
3-3789924,"iPhone3,1"
3-3790560,"iPhone5,2"
3-3791196,"iPhone3,1"
3-3791832,"iPod4,1"
3-3792468,"iPhone3,1"
3-3793104,"iPad3,4"
3-3793740,"iPad2,2"
3-3794376,"iPad3,6"
3-3795246,"iPhone5,1"
3-3795883,"iPhone4,1"
3-3796520,"iPhone5,2"
3-3797157,"iPod4,1"
3-3797794,"iPad2,1"
3-3798431,"iPad2,1"
3-3799068,"iPhone3,1"
3-3799705,"iPhone5,2"
3-3800566,"iPhone4,1"
3-3801204,"iPhone5,2"
3-3801842,"iPhone4,1"
3-3802480,"iPad3,3"
3-3803118,"iPod4,1"
3-3803756,"iPhone5,2"
3-3804394,"iPhone3,3"
3-3805032,"iPod4,1"
3-3805884,"iPad3,4"
3-3806523,"iPad1,1"
3-3807162,"iPhone3,1"
3-3807801,"iPhone2,1"
3-3808440,"iPhone4,1"
3-3809079,"iPhone3,1"
3-3809718,"iPhone3,1"
3-3810357,"iPad1,1"
3-3810560,"iPhone3,1"
3-3811200,"iPhone3,1"
3-3811840,"iPad2,7"
3-3812480,"iPhone5,2"
3-3813120,"iPhone5,2"
3-3813760,"iPad2,4"
3-3814400,"iPhone5,2"
3-3815040,"iPhone5,2"
3-3815680,"iPhone5,2"
3-3816514,"iPhone4,1"
3-3817155,"iPod4,1"
3-3817796,"iPod4,1"
3-3818437,"iPhone4,1"
3-3819078,"iPad2,4"
3-3819719,"iPhone4,1"
3-3820360,"iPad2,2"
3-3821001,"iPhone3,2"
3-3821642,"iPhone4,1"
3-3822283,"iPad2,1"
3-3822468,"iPad3,1"
3-3823110,"iPod4,1"
3-3823752,"iPad3,3"
3-3824394,"iPad2,5"
3-3825036,"iPod4,1"
3-3825678,"iPod4,1"
3-3826320,"iPhone3,1"
3-3826962,"iPod5,1"
3-3827604,"iPhone3,2"
3-3828246,"iPad3,1"
3-3829065,"iPod4,1"
3-3829708,"iPhone4,1"
3-3830351,"iPhone3,1"
3-3830994,"iPad2,1"
3-3831637,"iPod4,1"
3-3832280,"iPod4,1"
3-3832923,"iPad2,5"
3-3833566,"iPhone5,2"
3-3834209,"iPhone4,1"
3-3834852,"iPhone3,1"
3-3835495,"iPad2,4"
3-3835664,"iPhone3,1"
3-3836308,"iPad2,6"
3-3836952,"iPhone5,2"
3-3837596,"iPhone5,2"
3-3838240,"iPhone4,1"
3-3838884,"iPad2,5"
3-3839528,"iPod4,1"
3-3840172,"iPad3,3"
3-3840816,"iPhone3,1"
3-3841620,"iPad3,3"
3-3842265,"iPhone3,1"
3-3842910,"iPod3,1"
3-3843555,"iPod4,1"
3-3844200,"iPod5,1"
3-3844845,"iPhone3,1"
3-3845490,"iPad1,1"
3-3846135,"iPhone2,1"
3-3846930,"iPhone3,1"
3-3847576,"iPhone2,1"
3-3848222,"iPad1,1"
3-3848868,"iPod4,1"
3-3849514,"iPhone4,1"
3-3850160,"iPad2,5"
3-3850806,"iPhone5,1"
3-3851452,"iPhone4,1"
3-3852238,"iPhone4,1"
3-3852885,"iPhone4,1"
3-3853532,"iPhone4,1"
3-3854179,"iPhone4,1"
3-3854826,"iPod4,1"
3-3855473,"iPad3,4"
3-3856120,"iPod4,1"
3-3856767,"iPhone2,1"
3-3857544,"iPad2,5"
3-3858192,"iPhone5,2"
3-3858840,"iPhone5,2"
4-1111324,"iPad2,1"
4-1111878,"iPhone5,2"
4-1112432,"iPhone3,1"
4-1112986,"iPad3,4"
4-1113540,"iPod4,1"
4-1114094,"iPad3,1"
4-1114648,"iPhone4,1"
4-1115202,"iPhone2,1"
4-1115756,"iPhone3,1"
4-1116310,"iPhone3,3"
4-1116864,"iPad3,4"
4-1117418,"iPad3,4"
4-1117972,"iPhone5,2"
4-1118526,"iPhone5,2"
4-1119080,"iPhone4,1"
4-1119634,"iPhone3,1"
4-1120188,"iPod4,1"
4-1120742,"iPad2,5"
4-1121296,"iPhone5,2"
4-1121850,"iPhone3,1"
4-1122404,"iPhone4,1"
4-1122958,"iPhone5,2"
4-1123512,"iPhone5,1"
4-1124066,"iPad2,2"
4-1124620,"iPhone3,1"
4-1125174,"iPod4,1"
4-1125728,"iPhone5,2"
4-1126282,"iPhone2,1"
4-1126836,"iPhone4,1"
4-1127390,"iPad2,1"
4-1127944,"iPhone3,3"
4-1128498,"iPod4,1"
4-1129052,"iPhone3,1"
4-1129606,"iPad2,2"
4-1130160,"iPad2,1"
4-1130714,"iPad2,1"
4-1131268,"iPad3,4"
4-1131822,"iPhone4,1"
4-1132376,"iPhone5,2"
4-1132930,"iPhone3,1"
4-1133484,"iPhone5,2"
4-1134038,"iPad2,4"
4-1134592,"iPhone2,1"
4-1135146,"iPad2,5"
4-1135700,"iPhone5,2"
4-1136254,"iPhone3,1"
4-1136808,"iPad3,4"
4-1137362,"iPad1,1"
4-1137916,"iPad2,1"
4-1138470,"iPod4,1"
4-1139024,"iPad3,1"
4-1139578,"iPhone3,1"
4-1140132,"iPad2,1"
4-1140686,"iPhone4,1"
4-1141240,"iPhone2,1"
4-1141794,"iPad3,1"
4-1142348,"iPad3,3"
4-1142902,"iPod4,1"
4-1143456,"iPhone5,2"
4-1144010,"iPad2,1"
4-1144564,"iPhone3,1"
4-1145118,"iPad3,3"
4-1145672,"iPhone4,1"
4-1146226,"iPhone3,1"
4-1146780,"iPhone5,2"
4-1147334,"iPhone5,2"
4-1147888,"iPhone5,2"
4-1148442,"iPhone5,2"
4-1148996,"iPhone4,1"
4-1149550,"iPad3,1"
4-1150104,"iPhone5,2"
4-1150658,"iPad2,2"
4-1151212,"iPhone5,1"
4-1151766,"iPad2,3"
4-1152320,"iPad2,4"
4-1152874,"iPhone5,2"
4-1153428,"iPhone2,1"
4-1153982,"iPad2,1"
4-1154536,"iPad1,1"
4-1155090,"iPhone3,1"
4-1155644,"iPod4,1"
4-1156198,"iPad3,4"
4-1156752,"iPod5,1"
4-1157306,"iPhone4,1"
4-1157860,"iPad2,5"
4-1158414,"iPad2,1"
4-1158968,"iPhone4,1"
4-1159522,"iPad3,2"
4-1160076,"iPhone5,2"
4-1160630,"iPad3,3"
4-1161184,"iPad3,1"
4-1161738,"iPod5,1"
4-1162292,"iPhone5,2"
4-1162846,"iPad2,1"
4-1163400,"iPad2,1"
4-1163954,"iPod5,1"
4-1164508,"iPhone3,1"
4-1165062,"iPhone5,1"
4-1165616,"iPhone5,2"
4-1166170,"iPhone4,1"
4-1166724,"iPhone5,2"
4-1167278,"iPad2,1"
4-1167832,"iPod5,1"
4-1168386,"iPad3,3"
4-1168940,"iPhone5,2"
4-1169494,"iPad2,2"
4-1170048,"iPhone4,1"
4-1170602,"iPhone3,1"
4-1171156,"iPad2,3"
4-1171710,"iPad1,1"
4-1172264,"iPhone3,1"
4-1172818,"iPad3,3"
4-1173372,"iPod4,1"
4-1173926,"iPhone4,1"
4-1174480,"iPod4,1"
4-1175034,"iPhone3,1"
4-1175588,"iPhone5,1"
4-1176142,"iPhone4,1"
4-1176696,"iPhone5,2"
4-1177250,"iPod4,1"
4-1177804,"iPhone5,1"
4-1178358,"iPad2,2"
4-1178912,"iPad3,6"
4-1179466,"iPhone5,1"
4-1180020,"iPhone4,1"
4-1180574,"iPhone3,1"
4-1181128,"iPod4,1"
4-1181682,"iPad3,1"
4-1182236,"iPhone5,1"
4-1182790,"iPhone3,1"
4-1183344,"iPhone4,1"
4-1183898,"iPod4,1"
4-1184452,"iPad2,4"
4-1185006,"iPod4,1"
4-1185560,"iPod4,1"
4-1186114,"iPad2,4"
4-1186668,"iPad2,4"
4-1187222,"iPhone2,1"
4-1187776,"iPhone3,1"
4-1188330,"iPod4,1"
4-1188810,"iPhone3,1"
4-1189365,"iPhone5,1"
4-1189920,"iPad2,1"
4-1190475,"iPhone4,1"
4-1191030,"iPhone3,1"
4-1191585,"iPhone5,2"
4-1192140,"iPad1,1"
4-1192695,"iPad2,2"
4-1193250,"iPad3,1"
4-1193805,"iPad3,3"
4-1194360,"iPod5,1"
4-1194915,"iPhone5,2"
4-1195470,"iPhone3,1"
4-1196025,"iPhone3,1"
4-1196580,"iPhone5,1"
4-1197135,"iPad3,1"
4-1197690,"iPhone3,1"
4-1198245,"iPhone3,1"
4-1198800,"iPhone4,1"
4-1199355,"iPod4,1"
4-1199910,"iPhone4,1"
4-1200465,"iPad3,1"
4-1201020,"iPhone3,1"
4-1201575,"iPod5,1"
4-1202130,"iPod4,1"
4-1202685,"iPod5,1"
4-1203240,"iPod4,1"
4-1203795,"iPhone5,2"
4-1204350,"iPhone5,2"
4-1204905,"iPad3,4"
4-1205460,"iPad2,1"
4-1206015,"iPhone5,2"
4-1206570,"iPhone3,1"
4-1207125,"iPhone3,1"
4-1207680,"iPod4,1"
4-1208235,"iPad3,3"
4-1208790,"iPhone2,1"
4-1209345,"iPad2,1"
4-1209900,"iPhone4,1"
4-1210455,"iPhone3,1"
4-1211010,"iPod4,1"
4-1211565,"iPhone4,1"
4-1212120,"iPhone4,1"
4-1212675,"iPhone4,1"
4-1213230,"iPod4,1"
4-1213785,"iPod4,1"
4-1214340,"iPhone3,1"
4-1214895,"iPhone3,1"
4-1215450,"iPhone4,1"
4-1216005,"iPad1,1"
4-1216560,"iPhone4,1"
4-1217115,"iPhone4,1"
4-1217670,"iPad3,3"
4-1218225,"iPhone4,1"
4-1218780,"iPhone4,1"
4-1219335,"iPad1,1"
4-1219890,"iPhone5,1"
4-1220445,"iPhone5,2"
4-1221000,"iPhone5,2"
4-1221555,"iPhone4,1"
4-1222110,"iPhone4,1"
4-1222665,"iPad2,4"
4-1223220,"iPad3,3"
4-1223775,"iPhone3,1"
4-1224330,"iPad2,4"
4-1224885,"iPhone3,1"
4-1225440,"iPad2,7"
4-1225995,"iPod5,1"
4-1226550,"iPad3,1"
4-1227105,"iPad2,2"
4-1227660,"iPhone4,1"
4-1228215,"iPad2,1"
4-1228770,"iPod4,1"
4-1229325,"iPhone4,1"
4-1229880,"iPad2,2"
4-1230435,"iPhone5,2"
4-1230990,"iPhone5,2"
4-1231545,"iPhone3,1"
4-1232100,"iPhone3,1"
4-1232655,"iPad3,6"
4-1233210,"iPhone5,1"
4-1233765,"iPod4,1"
4-1234320,"iPad3,3"
4-1234875,"iPod4,1"
4-1235430,"iPad3,1"
4-1235985,"iPhone5,1"
4-1236540,"iPhone4,1"
4-1237095,"iPhone3,1"
4-1237650,"iPhone3,1"
4-1238205,"iPad3,1"
4-1238760,"iPad3,4"
4-1239315,"iPod4,1"
4-1239870,"iPad3,3"
4-1240425,"iPhone3,1"
4-1240980,"iPod4,1"
4-1241535,"iPhone2,1"
4-1242090,"iPod4,1"
4-1242645,"iPod5,1"
4-1243200,"iPhone4,1"
4-1243755,"iPad2,1"
4-1244310,"iPad3,3"
4-1244865,"iPad2,5"
4-1245420,"iPhone3,1"
4-1245975,"iPhone5,2"
4-1246530,"iPhone2,1"
4-1247085,"iPhone3,1"
4-1247640,"iPad2,1"
4-1248195,"iPod4,1"
4-1248750,"iPhone4,1"
4-1249305,"iPhone4,1"
4-1249860,"iPhone5,1"
4-1250415,"iPad2,4"
4-1250970,"iPhone4,1"
4-1251525,"iPhone3,1"
4-1252080,"iPod4,1"
4-1252635,"iPad2,4"
4-1253190,"iPad3,4"
4-1253745,"iPad2,1"
4-1254300,"iPad2,1"
4-1254855,"iPhone5,1"
4-1255410,"iPhone2,1"
4-1255965,"iPod4,1"
4-1256520,"iPad3,1"
4-1257075,"iPad2,7"
4-1257630,"iPod4,1"
4-1258185,"iPad2,4"
4-1258740,"iPhone4,1"
4-1259295,"iPad2,5"
4-1259850,"iPod4,1"
4-1260405,"iPad2,3"
4-1260960,"iPod4,1"
4-1261515,"iPod4,1"
4-1262070,"iPad2,4"
4-1262625,"iPhone5,2"
4-1263180,"iPhone3,1"
4-1263788,"iPad2,1"
4-1264344,"iPhone2,1"
4-1264900,"iPhone3,1"
4-1265456,"iPad2,4"
4-1266012,"iPhone4,1"
4-1266568,"iPad3,3"
4-1267124,"iPhone5,2"
4-1267680,"iPhone2,1"
4-1268236,"iPad3,6"
4-1268792,"iPod4,1"
4-1269348,"iPhone4,1"
4-1269904,"iPhone5,1"
4-1270460,"iPhone4,1"
4-1271016,"iPod4,1"
4-1271572,"iPhone4,1"
4-1272128,"iPhone4,1"
4-1272684,"iPad2,4"
4-1273240,"iPhone5,2"
4-1273796,"iPhone5,2"
4-1274352,"iPad2,4"
4-1274908,"iPhone4,1"
4-1275464,"iPhone3,3"
4-1276020,"iPhone4,1"
4-1276576,"iPad2,3"
4-1277132,"iPhone3,1"
4-1277688,"iPhone5,1"
4-1278244,"iPod4,1"
4-1278800,"iPhone3,1"
4-1279356,"iPhone4,1"
4-1279912,"iPad1,1"
4-1280468,"iPhone2,1"
4-1281024,"iPhone3,3"
4-1281580,"iPhone3,1"
4-1282136,"iPod4,1"
4-1282692,"iPhone2,1"
4-1283248,"iPhone5,2"
4-1283804,"iPad3,4"
4-1284360,"iPad2,4"
4-1284916,"iPhone3,1"
4-1285472,"iPad2,1"
4-1286028,"iPhone3,3"
4-1286584,"iPad2,7"
4-1287140,"iPad2,1"
4-1287696,"iPhone4,1"
4-1288252,"iPad2,7"
4-1288808,"iPod4,1"
4-1289364,"iPod4,1"
4-1289920,"iPad3,1"
4-1290476,"iPod4,1"
4-1291032,"iPhone3,1"
4-1291588,"iPhone4,1"
4-1292144,"iPhone5,2"
4-1292700,"iPad2,4"
4-1293256,"iPhone3,1"
4-1293812,"iPhone4,1"
4-1294368,"iPod4,1"
4-1294924,"iPhone3,1"
4-1295480,"iPhone4,1"
4-1296036,"iPad3,6"
4-1296592,"iPad2,2"
4-1297148,"iPod4,1"
4-1297704,"iPad2,5"
4-1298260,"iPod4,1"
4-1298816,"iPhone5,2"
4-1299372,"iPhone4,1"
4-1299928,"iPhone5,1"
4-1300484,"iPod4,1"
4-1301040,"iPhone4,1"
4-1301596,"iPhone4,1"
4-1302152,"iPad3,6"
4-1302708,"iPad3,3"
4-1303264,"iPad2,2"
4-1303820,"iPad2,4"
4-1304376,"iPhone3,1"
4-1304932,"iPad3,3"
4-1305488,"iPad3,1"
4-1306044,"iPad2,5"
4-1306600,"iPhone2,1"
4-1307156,"iPad2,5"
4-1307712,"iPad2,7"
4-1308268,"iPhone2,1"
4-1308824,"iPhone3,1"
4-1309380,"iPhone3,1"
4-1309936,"iPad2,1"
4-1310492,"iPad2,4"
4-1311048,"iPad2,1"
4-1311604,"iPhone3,1"
4-1312160,"iPad2,5"
4-1312716,"iPod4,1"
4-1313272,"iPad3,4"
4-1313828,"iPad3,6"
4-1314384,"iPad2,4"
4-1314940,"iPad3,3"
4-1315496,"iPhone2,1"
4-1316052,"iPod4,1"
4-1316608,"iPhone5,2"
4-1317164,"iPad2,1"
4-1317720,"iPhone3,1"
4-1318276,"iPad3,1"
4-1318832,"iPhone3,1"
4-1319388,"iPad3,4"
4-1319944,"iPhone5,2"
4-1320500,"iPhone3,1"
4-1321056,"iPhone5,2"
4-1321612,"iPad3,3"
4-1322168,"iPhone4,1"
4-1322724,"iPhone3,1"
4-1323280,"iPhone5,2"
4-1323836,"iPhone4,1"
4-1324392,"iPad2,1"
4-1324948,"iPod4,1"
4-1325504,"iPad3,1"
4-1326060,"iPad3,1"
4-1326616,"iPad2,1"
4-1327172,"iPad3,3"
4-1327728,"iPhone4,1"
4-1328284,"iPad3,4"
4-1328840,"iPad3,4"
4-1329396,"iPad3,4"
4-1329952,"iPhone4,1"
4-1330508,"iPad2,1"
4-1331064,"iPhone3,1"
