anonymous_id,received_at,product_id,total,revenue,discount,is_gift
aef0ca16-754f-4308-a628-2e5f9bb21910,11/3/2017 21:16,gordon-ramsay-teaches-cooking,90,90,0,t
cb272ee4-5d4b-4b1f-996c-0e4896e6b2c5,11/3/2017 22:12,gordon-ramsay-teaches-cooking,90,90,0,t
58510118-6461-4f50-bed9-c3921036d0b4,11/3/2017 22:16,serena-williams-teaches-tennis,90,90,0,f
b01f0d82-dd5c-4048-b38b-0529ea2447a3,11/3/2017 22:26,gordon-ramsay-teaches-cooking,90,90,0,f
2346530d-1162-4809-b85f-ef406f1641e2,11/3/2017 22:31,james-patterson-teaches-writing,90,90,0,f
e173c54c-e765-4763-a5dc-49df9f6c9a6a,11/3/2017 22:32,gordon-ramsay-teaches-cooking,90,90,0,f
5e48a1cd-7008-4c89-ad69-a463d207008d,11/3/2017 22:42,gordon-ramsay-teaches-cooking,87,87,0,t
49151b91-feab-4d8c-baa7-44cb2eee0d96,11/3/2017 22:52,steve-martin-teaches-comedy,90,90,0,f
0de34052-7ea0-4b08-8398-fc8ecac2a817,11/3/2017 23:35,gordon-ramsay-teaches-cooking,90,90,0,f
d1e72df2-820f-4e0f-9a98-a06862565d25,11/3/2017 23:41,gordon-ramsay-teaches-cooking,90,90,0,t
397ccd6c-fbd0-48b5-b9d9-b805000702f0,11/3/2017 23:55,gordon-ramsay-teaches-cooking,90,90,0,t
68c1ea4f-c2ca-47bb-9fb3-27ffdc2c4aae,11/3/2017 23:59,gordon-ramsay-teaches-cooking,90,90,0,f
d4ad239a-23af-47eb-b6f8-8e1d2f04e7eb,11/4/2017 0:01,steve-martin-teaches-comedy,0,0,90,f
12632e40-9f52-4f8b-a437-afae540e0934,11/4/2017 0:14,gordon-ramsay-teaches-cooking,90,90,0,f
d4ad239a-23af-47eb-b6f8-8e1d2f04e7eb,11/4/2017 0:21,frank-gehry-teaches-design-and-architecture,0,0,90,f
0a63b7c7-dd10-404c-b943-8f797666ff9e,11/4/2017 0:23,gordon-ramsay-teaches-cooking,90,90,0,f
1fe756dc-9ff7-4918-bd82-d5adb52e6cf7,11/4/2017 1:10,gordon-ramsay-teaches-cooking,90,90,0,f
6b7fa28c-9a62-4ba6-a9d3-4026f81cf54f,11/4/2017 1:28,gordon-ramsay-teaches-cooking,90,90,0,f
d00cff36-acc6-4cd9-b166-bac75f489c0a,11/4/2017 2:27,gordon-ramsay-teaches-cooking,90,90,0,t
368566b2-3b96-4190-bbc8-e20609e14ff4,11/4/2017 2:30,gordon-ramsay-teaches-cooking,90,90,0,f
fa6d64e3-553c-4bb3-be36-9a77ccb8f8fa,11/4/2017 2:54,gordon-ramsay-teaches-cooking,90,90,0,f
d8c55ee3-f903-416d-989b-260a1133ebe8,11/4/2017 3:21,gordon-ramsay-teaches-cooking,90,90,0,f
c374f613-c688-41d5-aa66-b68a12de6806,11/4/2017 4:58,frank-gehry-teaches-design-and-architecture,90,90,0,f
8df0b30a-024c-436f-9f85-53b80dda02c4,11/4/2017 6:02,gordon-ramsay-teaches-cooking,87,87,0,f
45f31986-353c-44c6-a6b9-cb79d853f1b8,11/4/2017 6:51,aaron-sorkin-teaches-screenwriting,90,90,0,f
c734537c-7659-4d9a-8b89-465e0ad9ea1d,11/4/2017 7:51,gordon-ramsay-teaches-cooking,90,90,0,f
3773d62c-35c5-4229-9262-20d38bcc1ba2,11/4/2017 8:46,deadmau5-teaches-electronic-music-production,90,90,0,f
deb8ffc7-42e7-43d9-b94b-0c85c17e1eb9,11/4/2017 9:49,martin-scorsese-teaches-filmmaking,90,90,0,f
