order delivery time,order id,customer order rating,type of issue reported,region
2014-05-30 19:32:58 UTC,233595074,5,,chi
2014-05-30 19:31:28 UTC,233595077,5,,chi
2014-05-30 19:20:32 UTC,233594704,5,,chi
2014-05-30 19:19:13 UTC,233594607,5,,chi
2014-05-30 19:18:10 UTC,233590255,5,,chi
2014-05-30 19:15:57 UTC,233595067,5,,chi
2014-05-30 19:14:04 UTC,233595006,5,,chi
2014-05-30 18:52:50 UTC,233594821,5,,chi
2014-05-30 18:48:32 UTC,233594960,5,,chi
2014-05-30 18:29:21 UTC,233594904,5,,chi
2014-05-30 18:26:13 UTC,233594661,5,,chi
2014-05-30 18:19:06 UTC,233594801,5,,chi
2014-05-30 18:18:17 UTC,233594875,5,,chi
2014-05-30 18:11:26 UTC,233594945,5,,chi
2014-05-30 18:01:35 UTC,233594802,5,,chi
2014-05-30 17:57:05 UTC,233594891,5,,chi
2014-05-30 17:53:04 UTC,233594776,5,,chi
2014-05-30 17:48:10 UTC,233594635,5,,chi
2014-05-30 17:47:57 UTC,233594904,5,,chi
2014-05-30 17:47:27 UTC,233594824,5,,chi
2014-05-30 17:46:35 UTC,233594753,5,,chi
2014-05-30 17:46:15 UTC,233594141,5,,chi
2014-05-30 17:38:14 UTC,233594849,5,,chi
2014-05-30 17:37:32 UTC,233594768,5,,chi
2014-05-30 17:32:56 UTC,233594539,5,,chi
2014-05-30 17:25:07 UTC,233594786,5,,chi
2014-05-30 17:18:36 UTC,233594809,5,Item charged incorrectly,chi
2014-05-30 17:16:15 UTC,233594794,5,,chi
2014-05-30 17:15:58 UTC,233594642,5,,chi
2014-05-30 17:15:41 UTC,233594796,5,,chi
2014-05-30 17:14:49 UTC,233594325,5,,chi
2014-05-30 16:55:35 UTC,233594737,5,,chi
2014-05-30 16:54:22 UTC,233594727,5,,chi
2014-05-30 16:54:20 UTC,233594584,5,,chi
2014-05-30 16:50:42 UTC,233594470,5,,chi
2014-05-30 16:43:46 UTC,233594699,5,,chi
2014-05-30 16:38:07 UTC,233594304,5,,chi
2014-05-30 16:37:46 UTC,233594715,5,,chi
2014-05-30 16:30:17 UTC,233594613,5,,chi
2014-05-30 16:09:06 UTC,233594698,5,,chi
2014-05-30 15:55:08 UTC,233594687,5,,chi
2014-05-30 15:46:56 UTC,233593022,5,,chi
2014-05-30 15:36:50 UTC,233594625,5,,chi
2014-05-30 15:30:02 UTC,233594477,5,,chi
2014-05-30 15:19:30 UTC,233594613,5,,chi
2014-05-30 14:55:01 UTC,233594425,5,,chi
2014-05-30 14:52:55 UTC,233594497,5,,chi
2014-05-30 14:48:02 UTC,233594532,5,,chi
2014-05-30 14:43:33 UTC,233593520,5,,chi
2014-05-30 14:27:38 UTC,233594322,5,,chi
2014-05-30 14:26:11 UTC,233594534,5,,chi
2014-05-30 14:12:27 UTC,233594540,5,,chi
2014-05-30 04:41:58 UTC,233593524,5,,chi
2014-05-30 03:48:06 UTC,233594404,5,,chi
2014-05-30 02:44:25 UTC,233594337,5,,chi
2014-05-30 02:39:58 UTC,233594238,5,,chi
2014-05-30 02:24:49 UTC,233594238,5,,chi
2014-05-30 02:22:59 UTC,233594318,5,,chi
2014-05-30 02:14:09 UTC,233593951,5,,chi
2014-05-30 02:09:53 UTC,233594319,5,,chi
2014-05-30 02:09:11 UTC,233594277,5,,chi
2014-05-30 02:06:15 UTC,233593667,5,,chi
2014-05-30 01:58:41 UTC,233594209,5,,chi
2014-05-30 01:57:59 UTC,233594214,5,,chi
2014-05-30 01:54:10 UTC,233593367,5,,chi
2014-05-30 01:51:36 UTC,233593431,5,,chi
2014-05-30 01:47:24 UTC,233594258,5,,chi
2014-05-30 01:43:21 UTC,233594166,5,,chi
2014-05-30 01:34:35 UTC,233592926,5,,chi
2014-05-30 01:25:02 UTC,233594169,5,,chi
2014-05-30 01:24:58 UTC,233594027,5,,chi
2014-05-30 01:18:37 UTC,233594116,5,Item missing,chi
2014-05-30 01:13:45 UTC,233593180,5,,chi
2014-05-30 01:12:39 UTC,233593362,5,,chi
2014-05-30 01:10:29 UTC,233594148,5,,chi
2014-05-30 01:10:14 UTC,233594106,5,,chi
2014-05-30 00:53:33 UTC,233593080,5,,chi
2014-05-30 00:51:48 UTC,233594130,5,,chi
2014-05-30 00:45:47 UTC,233593906,5,,chi
2014-05-30 00:43:50 UTC,233593866,5,,chi
2014-05-30 00:43:48 UTC,233593180,5,,chi
2014-05-30 00:41:57 UTC,233593080,5,,chi
2014-05-30 00:41:17 UTC,233594087,5,,chi
