"scraping_id","listing","city","lon","lat","mapped_location","name","capacity","bathrooms","bedrooms","has_pool","cleaning_fee","is_superhost","host_name"
"295","https://www.airbnb.com/rooms/17996873","Scottsdale","-111.934315052644","33.503454056502","https://maps.google.com/maps?q=33.50345405650202935,-111.93431505264359771","Modern Townhouse in Old Town","6","1.5","2","1","150","0","Courtney"
"296","https://www.airbnb.com/rooms/20641532","Scottsdale","-111.925689760498","33.5486999976881","https://maps.google.com/maps?q=33.54869999768814637,-111.92568976049766150","McCormick Golf Resort Scottsdale: Golf & Lake View","12","3.5","4","1","200","1","Hans"
"297","https://www.airbnb.com/rooms/14425664","Scottsdale","-111.90731481751","33.479383420809","https://maps.google.com/maps?q=33.47938342080895779,-111.90731481751042509","Scottsdale. Minutes from Old Town/Spring Training.","4","1","1","1","125","0","Tracy"
"299","https://www.airbnb.com/rooms/10303448","Phoenix","-112.055518839437","33.5865718450396","https://maps.google.com/maps?q=33.58657184503961446,-112.05551883943709868","Mountain View House","6","2","3","0","30","0","Shahar"
"300","https://www.airbnb.com/rooms/7259159","Scottsdale","-111.92369","33.509333","https://maps.google.com/maps?q=33.50933300000000000,-111.92369000000000000","Modern&Clean / Downtown Scottsdale","4","2","2","1","125","0","Mckinze"
"301","https://www.airbnb.com/rooms/20501296","Scottsdale","-111.905723046048","33.4879739826674","https://maps.google.com/maps?q=33.48797398266736991,-111.90572304604764042","Old Town Right Next Door + HEATED POOL!","8","2","3","1","170","0","Steve"
"303","https://www.airbnb.com/rooms/9999524","Scottsdale","-111.932555116993","33.4857209156882","https://maps.google.com/maps?q=33.48572091568815523,-111.93255511699331350","Old Town Gem with Private Hot Tub & Chef's Kitchen","8","2","3","0","95","1","Lynda And Scott"
"305","https://www.airbnb.com/rooms/19893804","Phoenix","-112.020933939677","33.450519458976","https://maps.google.com/maps?q=33.45051945897598955,-112.02093393967659551","Value Crashpad near Airport/Lightrail/Downtown","4","1","2","0","100","0","Tanisha"
"306","https://www.airbnb.com/rooms/9878161","Phoenix","-112.086776588058","33.4921973152286","https://maps.google.com/maps?q=33.49219731522858012,-112.08677658805845567","NO CLEANING FEE+1price for 1-11people","11","2","4","0","0","1","Joe & Jyoti"
"310","https://www.airbnb.com/rooms/20305018","Phoenix","-112.045964506428","33.4691158763002","https://maps.google.com/maps?q=33.46911587630019369,-112.04596450642793570","Awesome downtown Phoenix guesthouse","4","1","1","0","60","1","Julia"
"311","https://www.airbnb.com/rooms/16940690","Scottsdale","-111.902706","33.476713","https://maps.google.com/maps?q=33.47671300000000000,-111.90270600000000000","Fun - Old Town Scottsdale Oasis","13","3","4","1","160","0","Nick"
"312","https://www.airbnb.com/rooms/17388499","Tempe","-111.916957013674","33.4129641641013","https://maps.google.com/maps?q=33.41296416410130377,-111.91695701367373772","Cool retro 3 bedroom House by ASU & Downtown Tempe","8","1.5","3","0","100","1","Jakob"
"314","https://www.airbnb.com/rooms/18304452","Phoenix","-112.024260556461","33.4950112320394","https://maps.google.com/maps?q=33.49501123203938135,-112.02426055646054692","Beautifully Decorated Condo in the Biltmore Area","4","1","1","1","80","1","David"
"315","https://www.airbnb.com/rooms/18294822","Scottsdale","-111.966326355198","33.615743987688","https://maps.google.com/maps?q=33.61574398768799199,-111.96632635519787868","Modern, Remodeled w/ Pool 'Turquoise House North'","7","2","3","1","200","1","Jonathan"
"316","https://www.airbnb.com/rooms/15219610","Scottsdale","-111.918120387776","33.5042597685077","https://maps.google.com/maps?q=33.50425976850774390,-111.91812038777565874","Old Town Scottsdale, best location!!","6","2","3","0","80","0","Ryan"
"318","https://www.airbnb.com/rooms/16618998","Scottsdale","-111.906701292935","33.4929108547982","https://maps.google.com/maps?q=33.49291085479819685,-111.90670129293482660","Heart of Old Town,Sleeps 12,Perfect for Big Groups","12","2","5","0","125","0","Jonah"
"319","https://www.airbnb.com/rooms/19487220","Scottsdale","-111.905300652489","33.4916846540784","https://maps.google.com/maps?q=33.49168465407844053,-111.90530065248933056","Gorgeous Old Town Home w/ Pool & Perfect Location","11","2","4","1","75","1","Karl"
"320","https://www.airbnb.com/rooms/18198283","Tempe","-111.921896861737","33.3711827759156","https://maps.google.com/maps?q=33.37118277591562077,-111.92189686173681196","Cute 2 story 2 Master BR townhouse in Tempe, AZ","8","2.5","2","0","75","0","Roberta"
"321","https://www.airbnb.com/rooms/18343464","Scottsdale","-111.933265243478","33.4913115334923","https://maps.google.com/maps?q=33.49131153349232193,-111.93326524347799023","Modern 2BR Condo, Walk to Old Town Scottsdale","5","1","2","1","115","0","Amanda"
"322","https://www.airbnb.com/rooms/8935867","Tempe","-111.952486151138","33.4301016417752","https://maps.google.com/maps?q=33.43010164177520238,-111.95248615113779067","ASU/SKY Harbor/Marquee","16","1","1","1",(NULL),"0","Horacio"
"323","https://www.airbnb.com/rooms/17285232","Paradise Valley","-111.969209196086","33.5817793420781","https://maps.google.com/maps?q=33.58177934207813564,-111.96920919608560041","Immaculate Condo in Paradise Valley","5","2","2","1","60","1","Gustavo"
"325","https://www.airbnb.com/rooms/16666353","Phoenix","-111.989749095458","33.6187862578699","https://maps.google.com/maps?q=33.61878625786988550,-111.98974909545837875","Relaxation Oasis, 4 beds, 2 baths & Heated Pool","9","2","4","1","200","0","Alison"
"326","https://www.airbnb.com/rooms/19889561","Scottsdale","-111.96429368231","33.6149914255901","https://maps.google.com/maps?q=33.61499142559014786,-111.96429368231031276","Modern Scottsdale home with private yard & pool","6","2.5","3","1","150","0","Candy"
"328","https://www.airbnb.com/rooms/18885834","Scottsdale","-111.937183385833","33.6223157877942","https://maps.google.com/maps?q=33.62231578779418584,-111.93718338583299499","Wonderful getaway in Scottsdale","5","2","2","1","25","1","Jay"
"329","https://www.airbnb.com/rooms/4020817","Scottsdale","-111.916399610966","33.5018327564605","https://maps.google.com/maps?q=33.50183275646048031,-111.91639961096622358","Swanky Scottsdale Condo ","4","1","1","1","100","1","Brent & Judy"
"330","https://www.airbnb.com/rooms/20771957","Scottsdale","-111.943505895151","33.4751819607742","https://maps.google.com/maps?q=33.47518196077424335,-111.94350589515090633","Home away from home","5","2","3","1",(NULL),"0","Brittany"
"332","https://www.airbnb.com/rooms/16407718","Phoenix","-112.082175717207","33.5017972634744","https://maps.google.com/maps?q=33.50179726347435860,-112.08217571720693684","Quaint 2 Bedroom Condo in Central Phoenix","4","1","2","0","40","1","Michael"
"333","https://www.airbnb.com/rooms/16174304","Phoenix","-112.042243033579","33.472572182929","https://maps.google.com/maps?q=33.47257218292904213,-112.04224303357874248","Cozy Historic Home in Downtown Phoenix","6","1","2","0","100","1","Lauren"
"334","https://www.airbnb.com/rooms/18499526","Scottsdale","-111.91791189155","33.6022841615751","https://maps.google.com/maps?q=33.60228416157514175,-111.91791189155038921","Santa Barbara-style in the center of Scottsdale!","8","2.5","4","1","220","0","Roseanne"
"335","https://www.airbnb.com/rooms/17069823","Phoenix","-111.996784774834","33.4903012288247","https://maps.google.com/maps?q=33.49030122882474103,-111.99678477483422512","Spacious Modern Guest House in Arcadia","4","1","1","0","49","1","Alexandra"
"338","https://www.airbnb.com/rooms/16584697","Mesa","-111.832702734502","33.3904260660791","https://maps.google.com/maps?q=33.39042606607911523,-111.83270273450229126","Ideal mini break, spacious, resort style home","10","2.5","4","1","200","1","Ian & Joanne"
"339","https://www.airbnb.com/rooms/14430819","Phoenix","-112.104075611205","33.6720561208686","https://maps.google.com/maps?q=33.67205612086860356,-112.10407561120472053","Resort Home Private Pool -  >7days 15%off","11","2","3","1","99","0","Nick"
"340","https://www.airbnb.com/rooms/20197086","Scottsdale","-111.903418402792","33.4755899956149","https://maps.google.com/maps?q=33.47558999561486104,-111.90341840279201335","3 Bedroom Kid Friendly Home by Old Town Scottsdale","4","2","3","0","30","1","Ali"
"341","https://www.airbnb.com/rooms/18096532","Scottsdale","-111.897387129321","33.4877412127809","https://maps.google.com/maps?q=33.48774121278090377,-111.89738712932148701","Beautiful Remodel near Old Town with Pool","12","2","3","1","200","1","Shannon"
"342","https://www.airbnb.com/rooms/12585263","Scottsdale","-111.918624485979","33.5021039850905","https://maps.google.com/maps?q=33.50210398509047849,-111.91862448597888147","WALK to BARS, Restaurants & Shopping! + With POOL!","15","2","3","1","150","1","Tammy"
"343","https://www.airbnb.com/rooms/17893187","Chandler","-111.950548866148","33.3118225033635","https://maps.google.com/maps?q=33.31182250336349426,-111.95054886614796885","Spacious Double-Masters Home next to Intel","4","2","2","1","50","0","Chun & Kang"
"344","https://www.airbnb.com/rooms/19585164","Scottsdale","-111.963528305445","33.5862946284617","https://maps.google.com/maps?q=33.58629462846173652,-111.96352830544532253","Come and Live the Dream in Scottsdale, Arizona","5","1","1","1","60","1","Karla"
"346","https://www.airbnb.com/rooms/7790705","Mesa","-111.885434349522","33.3757949283077","https://maps.google.com/maps?q=33.37579492830772665,-111.88543434952232758","Spacious Home with Private Pool!","6","2","2","1","35","0","Zsolt"
"347","https://www.airbnb.com/rooms/15689238","Tempe","-111.937294297111","33.3824856035834","https://maps.google.com/maps?q=33.38248560358342587,-111.93729429711066814","Gorgeous Tempe Home w/HEATED POOL","8","2","3","1","150","1","Gerry"
"348","https://www.airbnb.com/rooms/956061","Scottsdale","-111.871245231485","33.6211900152705","https://maps.google.com/maps?q=33.62119001527050699,-111.87124523148540334","Beautiful Scottsdale Condominium","4","2","2","1","150","1","Joshua"
"349","https://www.airbnb.com/rooms/10946293","Tempe","-111.945226","33.431789","https://maps.google.com/maps?q=33.43178900000000000,-111.94522600000000000","LAKE VIEW condo in Excellent Tempe Location - ASU","6","2","2","1","100","1","Meredith"
"350","https://www.airbnb.com/rooms/6108412","Scottsdale","-111.90424935228","33.4880448858473","https://maps.google.com/maps?q=33.48804488584728745,-111.90424935227956382","Fantastic Furn 3/2 Pool in Old Town","9","2","3","1","150","1","Sierra"
"352","https://www.airbnb.com/rooms/19390977","Scottsdale","-111.925854","33.495927","https://maps.google.com/maps?q=33.49592700000000000,-111.92585400000000000","Live it up in Old Town, Walk Everywhere!","5","1","1","1","60","0","Ryan"
"353","https://www.airbnb.com/rooms/18397470","Gilbert","-111.733622615318","33.3434583507194","https://maps.google.com/maps?q=33.34345835071940911,-111.73362261531811157","LemonTree Guesthouse","4","1","1","0","25","1","Hillary"
"354","https://www.airbnb.com/rooms/16689353","Phoenix","-112.023892","33.374138","https://maps.google.com/maps?q=33.37413800000000000,-112.02389200000000000","Heated spa, professional putting green, sleeps 10","10","2.5","4","1","250","1","Randy & Hilda"
"355","https://www.airbnb.com/rooms/4716327","Paradise Valley","-111.981078163418","33.5261257432034","https://maps.google.com/maps?q=33.52612574320340144,-111.98107816341840248","Luxury 2 bed estate - Camleback Mtn VIEW + HOT TUB","4","1","2","1","170","1","Rob"
"356","https://www.airbnb.com/rooms/7385894","Scottsdale","-111.910084","33.489361","https://maps.google.com/maps?q=33.48936100000000000,-111.91008400000000000","Stunning Poolside Scottsdale Condo","5","2","2","1","120","0","Evan"
"357","https://www.airbnb.com/rooms/12540755","Scottsdale","-111.936809811566","33.622077802085","https://maps.google.com/maps?q=33.62207780208498775,-111.93680981156575172","3 BED/2 BATH SCOTTSDALE CONDO BY WESTIN KIERLAND","7","2","3","1","50","0","Justin"
"359","https://www.airbnb.com/rooms/16572961","Scottsdale","-111.8957597164","33.4760992813661","https://maps.google.com/maps?q=33.47609928136611757,-111.89575971639992247","SPACIOUS 4 Bedroom Home in Old Town Scottsdale","11","2","4","0","200","1","Michael And Vanessa"
"360","https://www.airbnb.com/rooms/19121257","Chandler","-111.848718165026","33.3357392338534","https://maps.google.com/maps?q=33.33573923385344528,-111.84871816502592878","MARIPOSA,   ONE STORY SUPER CLEAN HOUSE !","4","2","2","1","150","0","Rosario"
"361","https://www.airbnb.com/rooms/20681887","Paradise Valley","-111.932382981686","33.5148045259586","https://maps.google.com/maps?q=33.51480452595858850,-111.93238298168560618","CUSTOM HOME in Paradise Valley: Views of Camelback","12","4.5","5","1","345","0","Brian"
"362","https://www.airbnb.com/rooms/11107803","Tempe","-111.885657149696","33.3950061015918","https://maps.google.com/maps?q=33.39500610159175409,-111.88565714969567466","Beautiful 3BR w/ Pool, Firepit, and Garage!","8","2","3","1","150","1","Aspen"
"363","https://www.airbnb.com/rooms/4511766","Scottsdale","-111.920032698964","33.4770194283149","https://maps.google.com/maps?q=33.47701942831493227,-111.92003269896390805","Old Town Gem Fantastic Casual Style","7","2","3","0","150","1","Wendy"
"364","https://www.airbnb.com/rooms/18900071","Scottsdale","-111.91676153429","33.4996971611668","https://maps.google.com/maps?q=33.49969716116680019,-111.91676153429015983","Old Town Executive Suite*Heated Pool*Spa*Gym","7","2","2","1","120","1","Vanessa"
"365","https://www.airbnb.com/rooms/20056521","Scottsdale","-111.9305842701","33.4709321784838","https://maps.google.com/maps?q=33.47093217848382807,-111.93058427009977152","Large home with 10 beds available in Scottsdale","16","2","3","1","100","1","Karen"
"366","https://www.airbnb.com/rooms/20897470","Phoenix","-111.979869221139","33.6234265858938","https://maps.google.com/maps?q=33.62342658589375333,-111.97986922113902608","Huge Pool, Game Room, Volleyball Court, More!","8","2","4","1","285","0","Barbara"
"367","https://www.airbnb.com/rooms/11488785","Chandler","-111.848786","33.293681","https://maps.google.com/maps?q=33.29368100000000000,-111.84878600000000000","3BR, 1 Story TownHome, Walk to Downtown Chandler","8","2","3","1","80","0","Amanda"
"368","https://www.airbnb.com/rooms/4436980","Phoenix","-112.028859536531","33.477248700629","https://maps.google.com/maps?q=33.47724870062899782,-112.02885953653087370","Comfortable Two Room Cottage for up to Four Guests","4","1","1","0","29","1","Ralph"
"369","https://www.airbnb.com/rooms/5012174","Phoenix","-112.025544671506","33.6670984815322","https://maps.google.com/maps?q=33.66709848153220719,-112.02554467150568485","Private home near Desert Ridge","8","2","3","1","80","0","Bruno"
"370","https://www.airbnb.com/rooms/10194384","Phoenix","-112.030126488309","33.5111098964651","https://maps.google.com/maps?q=33.51110989646508642,-112.03012648830912212","Amazing condo/phoenix top location","6","2","2","1","85","0","Elad"
"371","https://www.airbnb.com/rooms/15313411","Tempe","-111.886467935382","33.4276588137834","https://maps.google.com/maps?q=33.42765881378338833,-111.88646793538242719","Tempe townhome  close to scottsdale","4","2.5","2","1","125","0","David"
"374","https://www.airbnb.com/rooms/14219685","Scottsdale","-111.937493952969","33.6300051115885","https://maps.google.com/maps?q=33.63000511158850969,-111.93749395296944726","Westin Kierland Villas - Pool, Golf, 5 Star!","8","2","2","1",(NULL),"0","Jovan"
"375","https://www.airbnb.com/rooms/11712387","Mesa","-111.868747644539","33.3982997135826","https://maps.google.com/maps?q=33.39829971358263805,-111.86874764453857267","The Best Apartment in Mesa","6","2","2","1","75","0","Inessa"
"376","https://www.airbnb.com/rooms/15380971","Phoenix","-112.099506928651","33.5501454797823","https://maps.google.com/maps?q=33.55014547978233708,-112.09950692865062649","The Phoenix Townhouse","4","2","2","0","30","0","Emma"
"377","https://www.airbnb.com/rooms/14298338","Scottsdale","-111.913690882974","33.4939609827923","https://maps.google.com/maps?q=33.49396098279225242,-111.91369088297375356","Old Town Scottsdale Getaway","6","1.5","2","1","75","1","Anthony"
"378","https://www.airbnb.com/rooms/20763765","Scottsdale","-111.90317494854","33.6115123727917","https://maps.google.com/maps?q=33.61151237279172221,-111.90317494854026847","*Heated Pool*Hot Tub*Sport Court*Acre Lot*5 Br*","12","3","5","1","250","0","Ar"
"379","https://www.airbnb.com/rooms/15857774","Phoenix","-112.000697604494","33.6216095027978","https://maps.google.com/maps?q=33.62160950279783123,-112.00069760449443379","Cozy Modern Home in phoenix close to scottsdale","16","2","4","0","125","0","Ziva"
"380","https://www.airbnb.com/rooms/2864423","Scottsdale","-111.911917756054","33.4952116549403","https://maps.google.com/maps?q=33.49521165494029162,-111.91191775605356895","Renovated Home in Old Scottsdale","6","2","2","1","125","0","John"
"381","https://www.airbnb.com/rooms/19017004","Phoenix","-112.052276428673","33.4736712384101","https://maps.google.com/maps?q=33.47367123841009118,-112.05227642867278348","The Sheridan at Coronado","8","2","3","1","275","1","Alexander"
"382","https://www.airbnb.com/rooms/4196800","Phoenix","-111.983515251825","33.4973465301397","https://maps.google.com/maps?q=33.49734653013966579,-111.98351525182502542","heART of Arcadia - Urban Eclectic","5","1","2","0",(NULL),"1","Darren And Liz"
"383","https://www.airbnb.com/rooms/17528223","Scottsdale","-111.904417850651","33.4893003381592","https://maps.google.com/maps?q=33.48930033815922513,-111.90441785065104341","Old Town Scottsdale Industrial Modern Heated Pool","14","3","4","1","250","1","Josh"
"385","https://www.airbnb.com/rooms/10387483","Scottsdale","-111.929863650443","33.6230920411182","https://maps.google.com/maps?q=33.62309204111821259,-111.92986365044322383","Deluxe Kierland Suite by Shops/Cafés","5","2","2","1","45","1","D"
"386","https://www.airbnb.com/rooms/16755402","Scottsdale","-111.928366390137","33.6417220745096","https://maps.google.com/maps?q=33.64172207450961594,-111.92836639013698630","Renovated 3 BR / 3 BA in North Scottsdale","7","3","3","1","80","0","Meridian CondoResorts"
"387","https://www.airbnb.com/rooms/19508544","Gilbert","-111.787971057467","33.3545223494346","https://maps.google.com/maps?q=33.35452234943462457,-111.78797105746660634","The Palm House: DOWNTOWN GILBERT","8","2","3","0","80","1","Jamie"
"388","https://www.airbnb.com/rooms/20803548","Scottsdale","-111.918199431231","33.4810376035615","https://maps.google.com/maps?q=33.48103760356148939,-111.91819943123090297","Old Town Scottsdale  Updated Condo","5","1","2","1","75","1","Haylee"
"389","https://www.airbnb.com/rooms/19608054","Scottsdale","-111.975207107282","33.6380896489165","https://maps.google.com/maps?q=33.63808964891651954,-111.97520710728164772","Home Away from Home in Scottsdale","7","2.5","2","1","90","0","Karen"
"390","https://www.airbnb.com/rooms/9168394","Scottsdale","-111.92218127283","33.5314570783908","https://maps.google.com/maps?q=33.53145707839079392,-111.92218127283032914","ENJOY SPRING & SUMMER SPECIALS!","12","4.5","7","1","300","1","Patrick"
"391","https://www.airbnb.com/rooms/1382677","Scottsdale","-111.840476893001","33.5873370241926","https://maps.google.com/maps?q=33.58733702419263523,-111.84047689300130912","Beautiful 2 bed Scottsdale Condo, great location","5","2","2","1","175","0","Kim"
"392","https://www.airbnb.com/rooms/18810420","Scottsdale","-111.948464796249","33.6253394475442","https://maps.google.com/maps?q=33.62533944754424198,-111.94846479624872870","AMAZING OPEN CONCEPT DREAM HOME W/POOL & HOT TUB!","16","3","5","1","295","1","Dave"
"393","https://www.airbnb.com/rooms/10118536","Scottsdale","-111.933947841344","33.5034910475694","https://maps.google.com/maps?q=33.50349104756940477,-111.93394784134395081","Heart of Old Town","6","1.5","2","1","125","1","Bo"
"394","https://www.airbnb.com/rooms/16987836","Mesa","-111.821631685244","33.4073750572807","https://maps.google.com/maps?q=33.40737505728068868,-111.82163168524390073","2 bdrm/2 bath Condo, gated complex","10","2","2","1","55","1","Loren"
"396","https://www.airbnb.com/rooms/5152199","Scottsdale","-111.911093801007","33.4629382794923","https://maps.google.com/maps?q=33.46293827949230604,-111.91109380100712656","Nice House","12","2","3","1","0","0","Adam & Serene"
"397","https://www.airbnb.com/rooms/11316591","Scottsdale","-111.916250992746","33.52127182526","https://maps.google.com/maps?q=33.52127182525999416,-111.91625099274604338","Charming 2B/B Downtown Scottsdale - JUST REMODELED","4","2","2","1","150","0","Vineet"
"398","https://www.airbnb.com/rooms/17700675","Scottsdale","-111.965841534236","33.5866422884451","https://maps.google.com/maps?q=33.58664228844509125,-111.96584153423597741","Spanish Villa in Paradise","10","3","5","1","375","0","Michelle"
"399","https://www.airbnb.com/rooms/16325727","Gilbert","-111.77087906615","33.3742319623082","https://maps.google.com/maps?q=33.37423196230824374,-111.77087906615044233","Two Bedroom, newly built guest house in Gilbert","6","1","2","0","40","1","Jeff"
"402","https://www.airbnb.com/rooms/15684356","Scottsdale","-111.935966452327","33.5042154355827","https://maps.google.com/maps?q=33.50421543558274351,-111.93596645232656783","Pawn's Pad","4","2","2","1","85","1","Pawn"
"403","https://www.airbnb.com/rooms/10121500","Phoenix","-112.092972814617","33.5158148956209","https://maps.google.com/maps?q=33.51581489562090610,-112.09297281461661555","3 BR house, Pets OK, Central PHX","8","2","3","0","75","1","Amanda"
"404","https://www.airbnb.com/rooms/19267757","Scottsdale","-111.931985405334","33.4888694121974","https://maps.google.com/maps?q=33.48886941219741686,-111.93198540533425955","New Townhome- 5 Minute Walk to Old Town Scottsdale","8","3.5","3","1","215","0","Premier Vacation Rentals"
"405","https://www.airbnb.com/rooms/7262537","Scottsdale","-111.882405324475","33.6132778405772","https://maps.google.com/maps?q=33.61327784057723989,-111.88240532447542819","Scottsdale Retreat","6","2","2","1","125","0","Jaci"
"406","https://www.airbnb.com/rooms/20099398","Scottsdale","-111.896630238057","33.4936052571298","https://maps.google.com/maps?q=33.49360525712982906,-111.89663023805692887","Pointe Scottsdale-CONTACT 4 DISCOUNTS! Heated pool, free wifi & putting green!","13","3.5","4","1","200","0","Chelsea"
"408","https://www.airbnb.com/rooms/1462076","Tempe","-111.973932843878","33.3816689548193","https://maps.google.com/maps?q=33.38166895481932528,-111.97393284387835877","Reclaimed Wood Styled Retreat w/Pool & Game Room","8","2.5","3","1","150","1","Jeremy"
"411","https://www.airbnb.com/rooms/17537183","Gilbert","-111.760806616003","33.3742418081701","https://maps.google.com/maps?q=33.37424180817009756,-111.76080661600305177","Spacious 3 BR Relaxing Home in Val Vista Lakes","8","2","3","0","75","1","Kevin"
"412","https://www.airbnb.com/rooms/17531540","Phoenix","-112.082213150322","33.4739982622943","https://maps.google.com/maps?q=33.47399826229428044,-112.08221315032197651","Remodeled Historic Studio Central Phoenix","4","1","0","0","5","0","Khalid"
"413","https://www.airbnb.com/rooms/6436025","Scottsdale","-111.883897798431","33.6022980201848","https://maps.google.com/maps?q=33.60229802018481848,-111.88389779843099348","Amazing North Scottsdale Home With Heated Pool","8","2","4","1","170","1","Evan"
"414","https://www.airbnb.com/rooms/5628585","Scottsdale","-111.867099355418","33.6146648869565","https://maps.google.com/maps?q=33.61466488695646149,-111.86709935541772154","BE OUR GUEST! Lovely 4 bedroom in N. Scottsdale.","8","2.5","4","1","100","1","Sharon"
"417","https://www.airbnb.com/rooms/8069921","Scottsdale","-111.876641708236","33.5829930688828","https://maps.google.com/maps?q=33.58299306888282132,-111.87664170823644838","Stunning Scottsdale Ranch 3BD/2 bath Condo","7","2","3","1","165","1","Chris"
"418","https://www.airbnb.com/rooms/10165523","Scottsdale","-111.904778666229","33.603930964555","https://maps.google.com/maps?q=33.60393096455502615,-111.90477866622917702","4 Bedroom Luxury Scottsdale Home on 1 acre","8","2.5","4","1","195","1","Jennifer"
"419","https://www.airbnb.com/rooms/14025962","Scottsdale","-111.939153213838","33.6019735727802","https://maps.google.com/maps?q=33.60197357278024555,-111.93915321383832406","Casual luxury in North Scottsdale.","4","1","2","1","0","1","Rachel"
"420","https://www.airbnb.com/rooms/18295560","Phoenix","-112.018667083383","33.3820256088616","https://maps.google.com/maps?q=33.38202560886156078,-112.01866708338295098","Golfside at the Legacy","4","2","2","1","25","0","Nefretari"
"421","https://www.airbnb.com/rooms/19167921","Phoenix","-112.053165125447","33.5799554571923","https://maps.google.com/maps?q=33.57995545719231245,-112.05316512544746388","2 Bdr 2 Story Relaxing Condo In Sunny Phoenix","6","2","2","1","59","1","Iren"
"422","https://www.airbnb.com/rooms/18719799","Scottsdale","-111.891392429272","33.5743286939254","https://maps.google.com/maps?q=33.57432869392538066,-111.89139242927249995","Private home/condo on McCormick Ranch","4","2","2","1","100","1","Rod"
"424","https://www.airbnb.com/rooms/20282659","Tempe","-111.942953614673","33.4248059132713","https://maps.google.com/maps?q=33.42480591327132800,-111.94295361467312944","MILL AVE HUGE 29 FLOOR PENTHOUSE SPECTACULAR VIEW","8","2.5","2","1","150","0","Ron & Nadia"
"425","https://www.airbnb.com/rooms/16766928","Mesa","-111.664653789982","33.3811582676187","https://maps.google.com/maps?q=33.38115826761872995,-111.66465378998164226","Luxury Condo in fabulous Gated Community","4","2","2","1",(NULL),"1","Steve"
"427","https://www.airbnb.com/rooms/17157596","Tempe","-111.947166393383","33.4275620047416","https://maps.google.com/maps?q=33.42756200474159556,-111.94716639338255959","Perfect Location With Luxurious Accommodations!","4","2.5","2","1","50","1","Leezah"
"428","https://www.airbnb.com/rooms/16765858","Scottsdale","-111.928990331281","33.5951546273075","https://maps.google.com/maps?q=33.59515462730745838,-111.92899033128101394","Great Place in Scottsdale","4","1","2","1","50","0","Reena"
"430","https://www.airbnb.com/rooms/17907532","Tempe","-111.954458300874","33.4204626003323","https://maps.google.com/maps?q=33.42046260033228577,-111.95445830087425065","High Style Modern Luxury","4","1","1","1","65","1","Debbie"
"431","https://www.airbnb.com/rooms/15756833","Scottsdale","-111.911918585873","33.5196459296954","https://maps.google.com/maps?q=33.51964592969544299,-111.91191858587258423","Old Town Scottsdale Patio Home","6","2.5","2","1","65","1","Devin Cortney"
"432","https://www.airbnb.com/rooms/4015118","Phoenix","-112.063618059707","33.5152112388595","https://maps.google.com/maps?q=33.51521123885950004,-112.06361805970728085","Central Phoenix 2 Bedroom w/ Pool","4","2","2","1","150","0","Stella"
"433","https://www.airbnb.com/rooms/17190907","Mesa","-111.879047624103","33.4249615138904","https://maps.google.com/maps?q=33.42496151389040904,-111.87904762410256865","Cozy Arizona State Hidewaway","4","1","1","1","50","0","William"
"434","https://www.airbnb.com/rooms/19406189","Phoenix","-112.054794542326","33.5161732815626","https://maps.google.com/maps?q=33.51617328156260101,-112.05479454232573744","Central Phoenix Townhome","4","2","2","1","89","1","Ryan & Sarah"
"435","https://www.airbnb.com/rooms/70921","Phoenix","-112.102334533999","33.5003480394702","https://maps.google.com/maps?q=33.50034803947018247,-112.10233453399905557","TownHouse  2 bed 2 bath, remodeled","4","2","2","0","75","0","Mike"
"436","https://www.airbnb.com/rooms/18154208","Scottsdale","-111.933430166823","33.4881969514823","https://maps.google.com/maps?q=33.48819695148233677,-111.93343016682348434","Modern Old Town Scottsdale Condo","4","2","2","1","0","1","Kayleigh"
"438","https://www.airbnb.com/rooms/11513754","Scottsdale","-111.921103807945","33.485511742094","https://maps.google.com/maps?q=33.48551174209399051,-111.92110380794478885","Beautiful gated condo w/pool, spa.","4","2","2","1","75","1","Buff"
"439","https://www.airbnb.com/rooms/4075601","Scottsdale","-111.923018545752","33.5037384909071","https://maps.google.com/maps?q=33.50373849090709655,-111.92301854575228504","**THE HUB - OLD TOWN 1 BED- THE CENTER OF IT ALL!!","4","1","1","1","125","0","Scott"
"440","https://www.airbnb.com/rooms/12955038","Mesa","-111.800222413019","33.4458021571153","https://maps.google.com/maps?q=33.44580215711531679,-111.80022241301905694","Fresh Bed, Fresh Bread in Beautiful Studio!","4","1","0","0","40","1","Dave And Kristin"
"441","https://www.airbnb.com/rooms/17976551","Phoenix","-112.05440496353","33.459924147883","https://maps.google.com/maps?q=33.45992414788295832,-112.05440496353017465","Charming Casita in Downtown Phoenix","4","1","1","0","50","1","Christina"
"442","https://www.airbnb.com/rooms/5176172","Scottsdale","-111.900220185373","33.461485898926","https://maps.google.com/maps?q=33.46148589892597869,-111.90022018537325721","Modern, Updated 2 Bedroom Scottsdale Getaway","4","2","2","1","89","1","Brandon"
"445","https://www.airbnb.com/rooms/17298407","Tempe","-111.921077135574","33.4213989779146","https://maps.google.com/maps?q=33.42139897791464165,-111.92107713557440718","Perfectly Located Clean & Cozy Tempe Condo","4","1","1","1","50","1","Roseann (Bob & Rose)"
"446","https://www.airbnb.com/rooms/20481644","Phoenix","-111.99361398991","33.6010611865953","https://maps.google.com/maps?q=33.60106118659533792,-111.99361398991007377","Paradise Valley Townhome: gated community w/pool","5","2.5","3","1","85","0","Carolina"
