"scraping_id","listing","city","lon","lat","mapped_location","name","capacity","bathrooms","bedrooms","has_pool","cleaning_fee","is_superhost","host_name"
"448","https://www.airbnb.com/rooms/17247216","Scottsdale","-111.872893048416","33.6223145232018","https://maps.google.com/maps?q=33.62231452320175151,-111.87289304841634419","N. Scottsdale - Signature resort living","6","1","2","1","100","0","Bobby"
"449","https://www.airbnb.com/rooms/3817829","Scottsdale","-111.916766181884","33.5008521229704","https://maps.google.com/maps?q=33.50085212297035753,-111.91676618188439818","Beautiful 2 Bed/2 Ba Condo In Old Town Scottsdale","4","2","2","1","125","0","Kyle"
"452","https://www.airbnb.com/rooms/14430095","Scottsdale","-111.872243477461","33.619752663397","https://maps.google.com/maps?q=33.61975266339697299,-111.87224347746132480","N Scottsdale Condo. 2 bed 1bath.","4","1","2","1","30","1","Malinee"
"453","https://www.airbnb.com/rooms/19227625","Scottsdale","-111.898673613744","33.4962575807869","https://maps.google.com/maps?q=33.49625758078691717,-111.89867361374403743","2bd/2bth condo great location, Great Value","5","2","2","1","150","0","Brenda"
"454","https://www.airbnb.com/rooms/3333326","Phoenix","-112.063386896586","33.4780463030741","https://maps.google.com/maps?q=33.47804630307405205,-112.06338689658599606","Artsy Dwntwn Private Home w/ Pool","6","1","3","1","80","1","Jamey"
"455","https://www.airbnb.com/rooms/16948194","Phoenix","-112.071637","33.478051","https://maps.google.com/maps?q=33.47805100000000000,-112.07163700000000000","Downtown Phoenix | 4K TV | Fast Wifi | Airport","6","2","3","0","125","1","Michael"
"456","https://www.airbnb.com/rooms/17238829","Scottsdale","-111.913230959536","33.4926313071207","https://maps.google.com/maps?q=33.49263130712066783,-111.91323095953583788","Cozy Old Town Nest","4","2","2","1","125","1","Noelle"
"457","https://www.airbnb.com/rooms/19144490","Phoenix","-112.031980495299","33.4842922187884","https://maps.google.com/maps?q=33.48429221878841133,-112.03198049529875391","Central-PHX 2-Bedroom Modern Eco Desert Villa","5","2","2","0","100","1","Austin"
"458","https://www.airbnb.com/rooms/14634896","Phoenix","-111.98266187825","33.5935548115726","https://maps.google.com/maps?q=33.59355481157258083,-111.98266187824977180","Elegant condo in gated condo complex","6","2","2","1","135","0","Mark"
"459","https://www.airbnb.com/rooms/2448403","Phoenix","-111.963907962057","33.4743323402825","https://maps.google.com/maps?q=33.47433234028249416,-111.96390796205740514","Resort-living in private Studio @ Villa Paradiso","4","1","1","1","59","1","Alessandro"
"460","https://www.airbnb.com/rooms/20090750","Glendale","-112.184592059891","33.5430375689988","https://maps.google.com/maps?q=33.54303756899879119,-112.18459205989130112","Castlebar Condo at the Historic Ireland House","4","1","1","0","53","1","Joel"
"461","https://www.airbnb.com/rooms/20480483","Tempe","-111.948020659348","33.424815339986","https://maps.google.com/maps?q=33.42481533998596177,-111.94802065934804602","Airport | ASU | 40"" 4K TV | Tempe","4","1","1","0","85","1","Michael"
"462","https://www.airbnb.com/rooms/6522990","Phoenix","-111.983507487418","33.3628228170818","https://maps.google.com/maps?q=33.36282281708179909,-111.98350748741759730","Casa Paraíso - Comfy 3BD on South Mountain","5","2.5","3","1","100","1","Dan"
"463","https://www.airbnb.com/rooms/20654938","Scottsdale","-111.909060941178","33.4793351844054","https://maps.google.com/maps?q=33.47933518440542144,-111.90906094117772795","2BDRM 2BATH LUXURY OLD TOWN CONDO","4","2","2","1","300","0","Elizabeth"
"464","https://www.airbnb.com/rooms/17810184","Scottsdale","-111.936041836848","33.5036900803668","https://maps.google.com/maps?q=33.50369008036683738,-111.93604183684787756","Modern 2 BR condo with stunning view in Old town","6","1.5","2","1","125","1","Anthony"
"466","https://www.airbnb.com/rooms/15322213","Paradise Valley","-111.933910180042","33.5314181598573","https://maps.google.com/maps?q=33.53141815985727447,-111.93391018004169268","1B+Sofa Bed Guest House","4","1","1","0","10","1","Jim"
"467","https://www.airbnb.com/rooms/16808534","Scottsdale","-111.881133","33.590436","https://maps.google.com/maps?q=33.59043600000000000,-111.88113300000000000","North Scottsdale, nicely remodeled and decorated","6","2","2","1","70","1","Gene"
"469","https://www.airbnb.com/rooms/9558279","Scottsdale","-111.898521290411","33.6414286395523","https://maps.google.com/maps?q=33.64142863955234475,-111.89852129041099715","2BR AAA 4Star Resort PGA/TPC Golf","6","2","2","1",(NULL),"0","SedonaJim"
"470","https://www.airbnb.com/rooms/16601900","Scottsdale","-111.967440714529","33.5805556017649","https://maps.google.com/maps?q=33.58055560176489251,-111.96744071452944524","Luxury Resort style Condo 2Bdr Prime Scottsdale","5","2","2","1","100","1","Inna"
"471","https://www.airbnb.com/rooms/5059047","Mesa","-111.826186062396","33.4343119717908","https://maps.google.com/maps?q=33.43431197179076975,-111.82618606239554992","Beautiful Condo In Mesa","6","2","2","1","150","1","Lindsay"
"472","https://www.airbnb.com/rooms/16011454","Phoenix","-112.03425796299","33.4664836950543","https://maps.google.com/maps?q=33.46648369505432896,-112.03425796298986938","Entire house: downtown/Airport fenced & private","5","1","2","0","65","0","Shel"
"474","https://www.airbnb.com/rooms/10399475","Scottsdale","-111.915001546883","33.5004081162812","https://maps.google.com/maps?q=33.50040811628122839,-111.91500154688316115","Old-Town Scottsdale 2 bedroom, 2 bath condo","6","2","2","1","125","1","Isaac And Lisa"
"475","https://www.airbnb.com/rooms/12154065","Tempe","-111.924514214356","33.4331400947609","https://maps.google.com/maps?q=33.43314009476092252,-111.92451421435632142","Tempe Town Lake Getaway","4","2","2","1","49","1","Monet"
"476","https://www.airbnb.com/rooms/16396781","Phoenix","-111.97868577202","33.6061749300191","https://maps.google.com/maps?q=33.60617493001914369,-111.97868577201997198","Cozy Condo Centrally Located by Shops/Restaurants","4","1","1","1","65","1","Nichole"
"477","https://www.airbnb.com/rooms/16769058","Phoenix","-112.080800882304","33.4557823312974","https://maps.google.com/maps?q=33.45578233129743495,-112.08080088230400406","Cute Downtown Phoenix apartment","4","1","1","0",(NULL),"1","Anne"
"478","https://www.airbnb.com/rooms/14828757","Chandler","-111.879672842936","33.3326454963422","https://maps.google.com/maps?q=33.33264549634223783,-111.87967284293554826","Lovely 3BR 2BA Home Away From Home","6","2","3","1","50","0","Chun & Kang"
"479","https://www.airbnb.com/rooms/20218719","Phoenix","-111.987428434919","33.5004982807191","https://maps.google.com/maps?q=33.50049828071905011,-111.98742843491932319","4BR Phoenix House w/Pool - 8 Miles to Downtown!","8","3","4","1","225","0","Evolve Vacation Rental"
"480","https://www.airbnb.com/rooms/19877923","Scottsdale","-111.917357189399","33.4610122009288","https://maps.google.com/maps?q=33.46101220092883466,-111.91735718939889921","Cozy Condo in South Scottsdale","6","2","2","1","90","0","Mark"
"481","https://www.airbnb.com/rooms/18249832","Scottsdale","-111.97523533221","33.6263718254068","https://maps.google.com/maps?q=33.62637182540677827,-111.97523533221021808","Best rated, Big 4Bd Rm house, location Scottsdale","10","2","3","1","150","0","Paul"
"483","https://www.airbnb.com/rooms/15205796","Scottsdale","-111.944783478895","33.4892079301813","https://maps.google.com/maps?q=33.48920793018125863,-111.94478347889514680","*Old Town Scottsdale Mid Century w/Pool,Sleeps 13*","13","2","4","1","175","1","Jay"
"484","https://www.airbnb.com/rooms/17642304","Phoenix","-112.032903379768","33.3963474931394","https://maps.google.com/maps?q=33.39634749313942308,-112.03290337976815749","Casita in South mountain village","3","1","0","1",(NULL),"1","Bret"
"485","https://www.airbnb.com/rooms/16688917","Scottsdale","-111.874462830777","33.6185911189691","https://maps.google.com/maps?q=33.61859111896908558,-111.87446283077665043","Arizona Getaway    October 2017 available","6","2","3","1","125","0","Joann"
"486","https://www.airbnb.com/rooms/13175992","Phoenix","-112.071309701197","33.4766145776236","https://maps.google.com/maps?q=33.47661457762363568,-112.07130970119723656","Beautiful Uptown Historic Phoenix Home","8","2","3","0","100","1","Ronald"
"487","https://www.airbnb.com/rooms/17218952","Mesa","-111.859530680206","33.4192853032986","https://maps.google.com/maps?q=33.41928530329855818,-111.85953068020613443","Central location! Clean! Near Airport, ASU & Cubs","4","1","2","0","40","1","Jennifer"
"488","https://www.airbnb.com/rooms/4868307","Scottsdale","-111.933846310689","33.4886634657601","https://maps.google.com/maps?q=33.48866346576007658,-111.93384631068917656","Old Town Scottsdale Private Home","10","2","4","1","150","0","Michael & Rebecca"
"489","https://www.airbnb.com/rooms/6178832","Phoenix","-112.056814135364","33.589398123885","https://maps.google.com/maps?q=33.58939812388501167,-112.05681413536352409","Paradise By The Pool!","4","2","2","1","75","1","David"
"490","https://www.airbnb.com/rooms/16789289","Scottsdale","-111.887454130544","33.5931287029719","https://maps.google.com/maps?q=33.59312870297190301,-111.88745413054419942","NEWLY Remodeled 4 bedroom house in Scottsdale","10","2","4","0","125","0","Brandon"
"491","https://www.airbnb.com/rooms/19576486","Phoenix","-112.033747070655","33.6176090792962","https://maps.google.com/maps?q=33.61760907929615882,-112.03374707065530913","Southwest Haven w/Private Courtyard in N.Phoenix","5","2.5","3","0","70","0","Ezra"
"493","https://www.airbnb.com/rooms/14743148","Scottsdale","-111.922222332211","33.5077636740355","https://maps.google.com/maps?q=33.50776367403549472,-111.92222233221099259","Oasis Near Old Town Scottsdale","6","2","3","1","155","0","Markham"
"494","https://www.airbnb.com/rooms/20666533","Scottsdale","-111.898039","33.514282","https://maps.google.com/maps?q=33.51428200000000000,-111.89803900000000000","Modern Four Bedroom Home Minutes from Old Town","10","2","4","1","150","0","Ardent"
"496","https://www.airbnb.com/rooms/20154099","Phoenix","-112.085593118796","33.534330833726","https://maps.google.com/maps?q=33.53433083372598134,-112.08559311879594134","Modern, clean uptown PHX Home|Pet+Family Friendly","7","1","3","0","60","1","Mark"
"498","https://www.airbnb.com/rooms/13513166","Scottsdale","-111.870310728879","33.5847155121818","https://maps.google.com/maps?q=33.58471551218180196,-111.87031072887889138","RESORT-like BACKYARD HUGE POOL -Custom Bed Set Ups","12","4","5","0","360","0","Addison"
"499","https://www.airbnb.com/rooms/5404055","Phoenix","-111.964955544928","33.4490394966502","https://maps.google.com/maps?q=33.44903949665017961,-111.96495554492773294","Perfectly located Condo for Rent","7","2","2","1","125","1","Daniel"
"500","https://www.airbnb.com/rooms/9188637","Phoenix","-112.02369935417","33.6503775764638","https://maps.google.com/maps?q=33.65037757646376804,-112.02369935416977853","North Phx Home-great location for most anything!","7","2","3","0","99","1","Amina"
"501","https://www.airbnb.com/rooms/15207499","Scottsdale","-111.911667379475","33.5225796663589","https://maps.google.com/maps?q=33.52257966635891506,-111.91166737947520460","Delightful 2br2ba Condo in the Heart of Scottsdale","5","2","2","1","200","0","Eneyda"
"502","https://www.airbnb.com/rooms/19063328","Phoenix","-112.069012702305","33.6096849109562","https://maps.google.com/maps?q=33.60968491095621147,-112.06901270230457612","Wonderful Moon Valley Family Home","12","2","4","1","150","1","Jordan"
"503","https://www.airbnb.com/rooms/4317276","Phoenix","-112.05271397486","33.4644481839699","https://maps.google.com/maps?q=33.46444818396994947,-112.05271397486019680","5 mins from both downtown & airport!","8","1.5","3","0","89","0","Mike"
"504","https://www.airbnb.com/rooms/16406852","Phoenix","-112.075757498696","33.4685667365694","https://maps.google.com/maps?q=33.46856673656938597,-112.07575749869563708","Carriage House at Seven Gables","4","1","2","0","75","1","Eva"
"505","https://www.airbnb.com/rooms/4420285","Tempe","-111.907320991185","33.3644137773504","https://maps.google.com/maps?q=33.36441377735043545,-111.90732099118500287","3/2 House - Pool, Patio, Upgrades","6","2","3","1","69","1","Hunter"
"506","https://www.airbnb.com/rooms/19557372","Scottsdale","-111.961349901502","33.6255502117716","https://maps.google.com/maps?q=33.62555021177155368,-111.96134990150184763","THE OASIS - Sleeps 21","16","3","5","1","180","1","Blaine"
"507","https://www.airbnb.com/rooms/9003597","Scottsdale","-111.914631451309","33.4971526781711","https://maps.google.com/maps?q=33.49715267817106934,-111.91463145130902035","Cozy modern townhome in Old Town","4","1.5","2","1","125","0","Julie"
"508","https://www.airbnb.com/rooms/408407","Scottsdale","-111.915514280251","33.5764241372294","https://maps.google.com/maps?q=33.57642413722943786,-111.91551428025123016","Fabulous Arizona Vacation Home","8","2","3","0","150","0","Elizabeth"
"509","https://www.airbnb.com/rooms/16791483","Phoenix","-111.985814064324","33.6904781881093","https://maps.google.com/maps?q=33.69047818810927453,-111.98581406432396079","Luxury Escape - Over 20 Five Star Reviews!","8","3","4","0","125","1","Charles & Melissa"
"510","https://www.airbnb.com/rooms/20927627","Scottsdale","-111.911602543236","33.6461962443175","https://maps.google.com/maps?q=33.64619624431745137,-111.91160254323597201","Scottsdale Villa Mirage- 2 bedroom condo!","8","2","2","1","0","1","Scott"
"511","https://www.airbnb.com/rooms/17737982","Scottsdale","-111.94428708523","33.6115492082474","https://maps.google.com/maps?q=33.61154920824738923,-111.94428708522981708","Ludlow home","8","2","3","1","135","0","Ryan"
"512","https://www.airbnb.com/rooms/18462042","Scottsdale","-111.923391057479","33.5093494764959","https://maps.google.com/maps?q=33.50934947649586348,-111.92339105747895189","VIP Luxury NEW RENO 2br/2bath Walk to Old Town","6","2","2","1","250","0","Aaron"
"513","https://www.airbnb.com/rooms/15974586","Phoenix","-111.987054428305","33.501273485521","https://maps.google.com/maps?q=33.50127348552096862,-111.98705442830463141","Charming Arcadia modern 8888","11","3","3","0","75","1","Chris"
"514","https://www.airbnb.com/rooms/16133931","Scottsdale","-111.853159","33.630988","https://maps.google.com/maps?q=33.63098800000000000,-111.85315900000000000","Spacious Lux. Villa Co-Hosted by Macon Travel Easy","10","2","4","1","250","0","Brandon"
"515","https://www.airbnb.com/rooms/11812181","Phoenix","-112.047112524124","33.53481055705","https://maps.google.com/maps?q=33.53481055704997971,-112.04711252412367628","Uptown Phoenix Newly Renovated Condo","5","2","2","1","65","1","Kristi"
"516","https://www.airbnb.com/rooms/4271574","Scottsdale","-111.920954532643","33.4965217983194","https://maps.google.com/maps?q=33.49652179831943499,-111.92095453264256832","Scottsdale Magic Platinum **Newly Renovated**","8","2","3","1","85","0","George"
"517","https://www.airbnb.com/rooms/20460504","Scottsdale","-111.917392924292","33.4532514419039","https://maps.google.com/maps?q=33.45325144190388045,-111.91739292429197405","Serene Scottsdale Home with Great Location","7","2","2","1","150","0","Rachel"
"518","https://www.airbnb.com/rooms/16605713","Scottsdale","-111.892201393283","33.5127152090421","https://maps.google.com/maps?q=33.51271520904214185,-111.89220139328288894","Be My Guest - Beautiful Home - Old Town Scottsdale","12","3.5","4","1","200","0","Deanna"
"519","https://www.airbnb.com/rooms/3908413","Scottsdale","-111.952549719761","33.627945261206","https://maps.google.com/maps?q=33.62794526120599414,-111.95254971976109459","Beautiful Home near Kierland ","8","2","3","1","200","0","Michael"
"520","https://www.airbnb.com/rooms/17318846","Scottsdale","-111.917408031076","33.5003312064041","https://maps.google.com/maps?q=33.50033120640409834,-111.91740803107612123","LUXURY CONDO: WALK TO OLD TOWN- SLEEPS 8!","8","2","2","1","80","0","Leslie"
"521","https://www.airbnb.com/rooms/18700438","Scottsdale","-111.887937","33.60987","https://maps.google.com/maps?q=33.60987000000000000,-111.88793700000000000","Newly remodeled 4 br 2 ba family friendly home","11","2","4","1","325","0","Tony"
"522","https://www.airbnb.com/rooms/19835561","Phoenix","-112.052570754924","33.4685369782901","https://maps.google.com/maps?q=33.46853697829006791,-112.05257075492440322","Charming 2 Bedroom/1 Bath Phoenix Historical Home","4","1","2","0",(NULL),"0","Megan"
"523","https://www.airbnb.com/rooms/11479987","Chandler","-111.862183086552","33.3269687345412","https://maps.google.com/maps?q=33.32696873454118247,-111.86218308655244869","Fantastic Family House In Chandler","14","2.5","3","0","100","0","Inessa"
"524","https://www.airbnb.com/rooms/7861081","Phoenix","-112.083312513071","33.4671713895122","https://maps.google.com/maps?q=33.46717138951224513,-112.08331251307083676","Elegant Downtown Historic District","10","3.5","4","1","200","0","Marvin"
"525","https://www.airbnb.com/rooms/16750919","Scottsdale","-111.948623357961","33.6083154169431","https://maps.google.com/maps?q=33.60831541694307845,-111.94862335796095465","A Beautiful Sanctuary in kierland - Best location","10","2","4","1","199","0","Rachel"
"526","https://www.airbnb.com/rooms/14011396","Fountain Hills","-111.724850730817","33.5853738745017","https://maps.google.com/maps?q=33.58537387450174094,-111.72485073081664098","Comfortable, spacious home with idyllic views","6","2.5","3","1","150","0","Jon"
"527","https://www.airbnb.com/rooms/17511870","Scottsdale","-111.898625981361","33.4953781537579","https://maps.google.com/maps?q=33.49537815375791894,-111.89862598136072336","Remodeled Retreat, Walk to Old Town Scottsdale","4","1","1","1","65","0","Matt"
"528","https://www.airbnb.com/rooms/11774289","Phoenix","-112.008388713627","33.665019011391","https://maps.google.com/maps?q=33.66501901139101705,-112.00838871362702776","FullHome, 3Bedroom, NEWLY RENOVATED privatepool!","6","2","3","1","120","1","David"
"529","https://www.airbnb.com/rooms/1417441","Phoenix","-112.04606092006","33.6006359691417","https://maps.google.com/maps?q=33.60063596914169182,-112.04606092006007145","Cozy 2BD with Mountain Views","4","2","2","1","100","0","Tatum"
"530","https://www.airbnb.com/rooms/3730685","Scottsdale","-111.917831484492","33.4923105101463","https://maps.google.com/maps?q=33.49231051014632499,-111.91783148449245289","Gorgeous 2BD Minutes From Old Town!","6","2","2","1","175","1","Danielle"
"531","https://www.airbnb.com/rooms/17109368","Scottsdale","-111.922541491569","33.503177217435","https://maps.google.com/maps?q=33.50317721743500243,-111.92254149156863718","Old Town Townhomes","12","4.5","4","0",(NULL),"0","Megan"
"532","https://www.airbnb.com/rooms/19870779","Phoenix","-112.101136379166","33.4868278707807","https://maps.google.com/maps?q=33.48682787078066525,-112.10113637916552420","Charming Redbrick Property with Guest Cottage","8","3","4","0","50","1","Kevin & Dan"
"533","https://www.airbnb.com/rooms/19332063","Scottsdale","-111.901220029481","33.5391266528217","https://maps.google.com/maps?q=33.53912665282174999,-111.90122002948103841","Farmhouse MANSION in Central Scottsdale","10","3","4","1","50","1","David"
"534","https://www.airbnb.com/rooms/13317493","Phoenix","-112.132106265782","33.5554433255304","https://maps.google.com/maps?q=33.55544332553041187,-112.13210626578224094","Cottage from the Heart","6","1","2","1",(NULL),"0","Robert"
"536","https://www.airbnb.com/rooms/16860505","Scottsdale","-111.917087710677","33.5851072143737","https://maps.google.com/maps?q=33.58510721437372126,-111.91708771067692396","Scottsdale Mediterranean Getaway *****","10","4","5","1","200","0","Budi"
"537","https://www.airbnb.com/rooms/13246000","Phoenix","-112.031730821454","33.4773745453866","https://maps.google.com/maps?q=33.47737454538660273,-112.03173082145373485","Green Gables Guest House","4","1","1","0",(NULL),"1","Kevin & Dan"
"538","https://www.airbnb.com/rooms/19334483","Phoenix","-112.007526996265","33.3121879314651","https://maps.google.com/maps?q=33.31218793146513235,-112.00752699626501396","A little Paradise in Ahwatukee","6","2","3","1","70","0","Pedro"
"539","https://www.airbnb.com/rooms/4917576","Scottsdale","-111.921495298525","33.478292555596","https://maps.google.com/maps?q=33.47829255559603467,-111.92149529852545697","OLD TOWN SCOTTSDALE - GEM!","14","2","3","0","100","0","Reed & Crystal"
"541","https://www.airbnb.com/rooms/19490151","Paradise Valley","-111.931287","33.53993","https://maps.google.com/maps?q=33.53993000000000000,-111.93128700000000000","SCOTTSDALE / PARADISE VALLEY - Full Guest House","4","1","1","1","80","0","Denise"
"542","https://www.airbnb.com/rooms/17461108","Scottsdale","-111.975361071319","33.6302114866639","https://maps.google.com/maps?q=33.63021148666389593,-111.97536107131942629","Vacationers' Paradise- Heated pool!","13","2.5","4","1",(NULL),"1","Jess"
"543","https://www.airbnb.com/rooms/16861493","Scottsdale","-111.915861","33.50035","https://maps.google.com/maps?q=33.50035000000000000,-111.91586100000000000","The Penthouse At Maya - Top Floor, Pool View","6","2","2","1","165","1","Michelle"
"544","https://www.airbnb.com/rooms/16337360","Phoenix","-112.063765139135","33.5065926028737","https://maps.google.com/maps?q=33.50659260287373797,-112.06376513913471626","Newly Renovated Sexy Modern Midtown Condo","4","1","1","1","35","1","Robert"
"545","https://www.airbnb.com/rooms/10940050","Phoenix","-111.998242827054","33.4888294877811","https://maps.google.com/maps?q=33.48882948778105373,-111.99824282705391454","Mid-Century Arcadia Ranch House","6","2","3","0","79","1","Alexandra"
"546","https://www.airbnb.com/rooms/17826441","Phoenix","-112.011077739904","33.5078393085638","https://maps.google.com/maps?q=33.50783930856380266,-112.01107773990361238","Gated Modern Biltmore Condo with Pool. 32nd/Camelb","4","1","1","1","70","0","Alex"
"548","https://www.airbnb.com/rooms/17255870","Scottsdale","-111.936141521949","33.4626392528785","https://maps.google.com/maps?q=33.46263925287845353,-111.93614152194922440","4 BR 5 Bed Near Old Town Airport ASU Scottsdale","10","2","4","1","200","0","Chad"
"549","https://www.airbnb.com/rooms/16975100","Fountain Hills","-111.706617","33.611948","https://maps.google.com/maps?q=33.61194800000000000,-111.70661700000000000","Beautiful Fountian Hills Home seconds from it all!","6","2","3","0","125","1","Philip"
"550","https://www.airbnb.com/rooms/18736764","Tempe","-111.958622682754","33.4119572072016","https://maps.google.com/maps?q=33.41195720720158135,-111.95862268275395479","? of Downtown Tempe | 5min to ASU | Backyard | W/D","9","2","3","0","40","1","Laura"
"552","https://www.airbnb.com/rooms/11228070","Scottsdale","-111.905964922406","33.4674190646099","https://maps.google.com/maps?q=33.46741906460987082,-111.90596492240624116","Oldtown Desert Oasis ~ 3 BR ~ 2 Bath ~ Gourmet Ktn","7","2","3","0","150","1","Trevor & Lesa"
"554","https://www.airbnb.com/rooms/15967154","Mesa","-111.873044181919","33.3769074878494","https://maps.google.com/maps?q=33.37690748784936545,-111.87304418191936861","Comfy, Eclectic 3br/2.5ba Townhome with charm","8","2.5","3","1","85","1","David"
"555","https://www.airbnb.com/rooms/16795257","Scottsdale","-111.905937481706","33.4934253338025","https://maps.google.com/maps?q=33.49342533380253428,-111.90593748170633148","Spacious 4BR Modern Escape Scottsdale POOL 12 pers","12","2","4","1","130","1","Skye"
"556","https://www.airbnb.com/rooms/4793971","Scottsdale","-111.93345379393","33.4899512304978","https://maps.google.com/maps?q=33.48995123049775913,-111.93345379392951600","Southwestern Modern in Old Town","8","2","3","0","100","1","Ben"
"557","https://www.airbnb.com/rooms/8989569","Phoenix","-112.051356954406","33.5172207633839","https://maps.google.com/maps?q=33.51722076338385392,-112.05135695440593224","Central Phx Mini-Retreat! 5 Bd 3.5 Ba Pool 3,500sf","12","3.5","5","1","195","1","Daniel And Michelle"
"558","https://www.airbnb.com/rooms/9579215","Scottsdale","-111.91381799739","33.4991887439212","https://maps.google.com/maps?q=33.49918874392121637,-111.91381799738996961","Condo - Baseball, Golf, Fine Dining","6","2.5","2","1","75","0","Ramona"
"559","https://www.airbnb.com/rooms/3615105","Mesa","-111.657321543069","33.4769133173257","https://maps.google.com/maps?q=33.47691331732574582,-111.65732154306867585","Oasis in the Desert","12","4","5","1","160","0","Ron"
"560","https://www.airbnb.com/rooms/17315571","Mesa","-111.87499507248","33.4037694676046","https://maps.google.com/maps?q=33.40376946760463994,-111.87499507248021757","Updated two story Villa, Mesa/Tempe area sleeps 6.","6","1","2","1","150","1","Kellie"
"561","https://www.airbnb.com/rooms/19161309","Fountain Hills","-111.760524842749","33.632777143873","https://maps.google.com/maps?q=33.63277714387299966,-111.76052484274885046","Fountain HIlls Home with Breathtaking Views!","9","3","4","1","150","0","Bart"
"563","https://www.airbnb.com/rooms/20065988","Phoenix","-111.981295632954","33.6321021178692","https://maps.google.com/maps?q=33.63210211786917370,-111.98129563295384514","4 Bdrm in N. PHX, Heated Pool, Great Location","8","2","4","1","225","0","Kelly"
"564","https://www.airbnb.com/rooms/16831670","Phoenix","-111.981111646312","33.4611287115916","https://maps.google.com/maps?q=33.46112871159157720,-111.98111164631167469","Spacious Town Home — 2 mi from airport","7","2.5","3","1","125","1","Mahesh Gustav"
"565","https://www.airbnb.com/rooms/17566139","Chandler","-111.870558131059","33.3256199709984","https://maps.google.com/maps?q=33.32561997099842444,-111.87055813105898494","Summer's Back!  It's pool time! Chandler 4 BR/3 Ba","11","3","4","1","180","1","Kevin"
"566","https://www.airbnb.com/rooms/16517943","Scottsdale","-111.881312849037","33.6981551350418","https://maps.google.com/maps?q=33.69815513504178739,-111.88131284903680296","Desert Retreat w/ Pool and Entertainment","10","2","3","1","150","1","Kevin And Jennifer"
"567","https://www.airbnb.com/rooms/14073686","Scottsdale","-111.910706394827","33.4912749296064","https://maps.google.com/maps?q=33.49127492960636232,-111.91070639482683191","Updated 2BR floor unit in the heart of Old Town","6","2","2","1","100","0","Natalie"
"568","https://www.airbnb.com/rooms/10596524","Scottsdale","-111.878176520162","33.5969062377353","https://maps.google.com/maps?q=33.59690623773530405,-111.87817652016209991","Luxury Retreat in the Heart of Scottsdale","10","4.5","5","1","250","0","Alexis"
"570","https://www.airbnb.com/rooms/12189647","Phoenix","-111.971151295884","33.3658992056609","https://maps.google.com/maps?q=33.36589920566085965,-111.97115129588395632","Desert Golf Retreat","4","2.5","2","1","99","0","Alan"
