element_id,is mobile ( 1),CVR estimation 1 ,CVR estimation 2 
54520,1,0.01505345,0.0124
54549,,0.02983747,0.057
54549,1,0.01505345,0.0124
54709,,0.02983747,0.057
54709,1,0.01505345,0.0124
54713,,0.02983747,0.057
54713,1,0.01505345,0.0124
54719,,0.02983747,0.057
54719,1,0.01505345,0.0124
54727,,0.02983747,0.057
54727,1,0.01505345,0.0124
54835,,0.02983747,0.057
54835,1,0.01505345,0.0124
54850,,0.02983747,0.057
54850,1,0.01505345,0.0124
54914,,0.02983747,0.057
54914,1,0.01505345,0.0124
54968,,0.02983747,0.057
54968,1,0.01505345,0.0124
54999,,0.02983747,0.057
54999,1,0.01505345,0.0124
55001,,0.02983747,0.057
55001,1,0.01505345,0.0124
55025,,0.02826108,0.057
55025,1,0.01505345,0.0124
55059,,0.02983747,0.057
55059,1,0.01505345,0.0124
55113,,0.02983747,0.057
55113,1,0.01505345,0.0124
55120,,0.02902789,0.057
55120,1,0.01505345,0.0124
55126,,0.02983747,0.057
55126,1,0.01505345,0.0124
55159,,0.07441225,0.057
55159,1,0.01505345,0.0124
55161,,0.07692141,0.057
55161,1,0.01505345,0.0124
55170,,0.02983747,0.057
55170,1,0.01505345,0.0124
55285,,0.02983747,0.057
55285,1,0.01505345,0.0124
55286,,0.02983747,0.057
55286,1,0.01505345,0.0124
55303,,0.02983747,0.057
55303,1,0.01505345,0.0124
55328,,0.02902789,0.057
55328,1,0.01505345,0.0124
55335,,0.02983747,0.057
55335,1,0.01505345,0.0124
55344,,0.02983747,0.057
55344,1,0.01505345,0.0124
55446,,0.02983747,0.057
55446,1,0.01505345,0.0124
55502,,0.02983747,0.057
55502,1,0.01505345,0.0124
55534,,0.02983747,0.057
55534,1,0.01505345,0.0124
55539,,0.02983747,0.057
55539,1,0.01505345,0.0124
55547,,0.02983747,0.057
55547,1,0.01505345,0.0124
55551,,0.02983747,0.057
55551,1,0.01505345,0.0124
55563,,0.02983747,0.057
55563,1,0.01505345,0.0124
55748,,0.02983747,0.057
55748,1,0.01505345,0.0124
55768,,0.02983747,0.057
55768,1,0.01505345,0.0124
55790,,0.02826108,0.057
55790,1,0.01505345,0.0124
55800,,0.02983747,0.057
55800,1,0.01505345,0.0124
55803,,0.02983747,0.057
55803,1,0.01505345,0.0124
55804,,0.02983747,0.057
55804,1,0.01505345,0.0124
55849,,0.02983747,0.057
55849,1,0.01505345,0.0124
55862,,0.05616095,0.057
55862,1,0.01364813,0.0124
55891,,0.02983747,0.057
55891,1,0.01505345,0.0124
55897,,0.02983747,0.057
55897,1,0.01505345,0.0124
55936,,0.02902789,0.057
55936,1,0.01505345,0.0124
55947,,0.02983747,0.057
55947,1,0.01505345,0.0124
55957,,0.02826108,0.057
55957,1,0.01505345,0.0124
56025,,0.02983747,0.057
56025,1,0.01455392,0.0124
56065,,0.02983747,0.057
56065,1,0.01505345,0.0124
56097,,0.02983747,0.057
56097,1,0.01505345,0.0124
56190,,0.02983747,0.057
56190,1,0.01505345,0.0124
56259,,0.07692141,0.057
56259,1,0.01505345,0.0124
56266,,0.02902789,0.057
56266,1,0.01505345,0.0124
56341,,0.02983747,0.057
56341,1,0.01505345,0.0124
56393,,0.02983747,0.057
56393,1,0.01505345,0.0124
56408,,0.02983747,0.057
56408,1,0.01505345,0.0124
56419,,0.02983747,0.057
56419,1,0.01505345,0.0124
56420,,0.07692141,0.057
56420,1,0.01455392,0.0124
56474,,0.02983747,0.057
56474,1,0.01505345,0.0124
56481,,0.02983747,0.057
56481,1,0.01505345,0.0124
56570,,0.02983747,0.057
56570,1,0.01505345,0.0124
56572,,0.02983747,0.057
56572,1,0.01455392,0.0124
56612,,0.02983747,0.057
56612,1,0.01505345,0.0124
56625,,0.02556025,0.057
56625,1,0.01505345,0.0124
56680,,0.02902789,0.057
56680,1,0.01505345,0.0124
56696,,0.02983747,0.057
56696,1,0.01505345,0.0124
56699,,0.02983747,0.057
56699,1,0.01505345,0.0124
56725,,0.02983747,0.057
56725,1,0.01505345,0.0124
56767,,0.02983747,0.057
56767,1,0.01505345,0.0124
56786,,0.02283268,0.057
56786,1,0.01505345,0.0124
56837,,0.02983747,0.057
56837,1,0.01505345,0.0124
56863,,0.02983747,0.057
56863,1,0.01505345,0.0124
56964,,0.02983747,0.057
56964,1,0.01505345,0.0124
56983,,0.02902789,0.057
56983,1,0.01505345,0.0124
56992,,0.02983747,0.057
56992,1,0.01505345,0.0124
57110,,0.02983747,0.057
57110,1,0.01505345,0.0124
57155,,0.02983747,0.057
57155,1,0.01505345,0.0124
57172,,0.02983747,0.057
57172,1,0.01505345,0.0124
57178,,0.05467738,0.057
57178,1,0.01505345,0.0124
57252,,0.02983747,0.057
57252,1,0.01505345,0.0124
57263,,0.02983747,0.057
57263,1,0.01505345,0.0124
57306,,0.02902789,0.057
57306,1,0.01505345,0.0124
57425,,0.02983747,0.057
57425,1,0.01505345,0.0124
57439,,0.02983747,0.057
57439,1,0.01505345,0.0124
57445,,0.02983747,0.057
57445,1,0.01505345,0.0124
57479,,0.02983747,0.057
57479,1,0.01408648,0.0124
57520,,0.02983747,0.057
57520,1,0.01505345,0.0124
57552,,0.02983747,0.057
57552,1,0.01505345,0.0124
57615,,0.0268429,0.057
57615,1,0.01505345,0.0124
57663,,0.02983747,0.057
57663,1,0.01505345,0.0124
57675,,0.02983747,0.057
57675,1,0.01505345,0.0124
57683,,0.02983747,0.057
57683,1,0.01505345,0.0124
57739,,0.02983747,0.057
57739,1,0.01505345,0.0124
57750,,0.02983747,0.057
57750,1,0.01505345,0.0124
57780,,0.07627839,0.057
57780,1,0.01505345,0.0124
57785,,0.02902789,0.057
57785,1,0.01505345,0.0124
57860,,0.02902789,0.057
57860,1,0.01505345,0.0124
57906,,0.02983747,0.057
57906,1,0.01505345,0.0124
57912,,0.02983747,0.057
57912,1,0.01505345,0.0124
57913,,0.02983747,0.057
57913,1,0.01505345,0.0124
57943,,0.02983747,0.057
57943,1,0.01505345,0.0124
58003,,0.02983747,0.057
58003,1,0.01505345,0.0124
58036,,0.02902789,0.057
58036,1,0.01505345,0.0124
58082,,0.02983747,0.057
58082,1,0.01505345,0.0124
58110,,0.02983747,0.057
58110,1,0.01505345,0.0124
58148,,0.02983747,0.057
58148,1,0.01505345,0.0124
58149,,0.02983747,0.057
58149,1,0.01505345,0.0124
58254,,0.02983747,0.057
58254,1,0.01505345,0.0124
58286,,0.02983747,0.057
58286,1,0.01505345,0.0124
58310,,0.02983747,0.057
58310,1,0.01505345,0.0124
58366,,0.02983747,0.057
58366,1,0.01505345,0.0124
58393,,0.02983747,0.057
58393,1,0.01505345,0.0124
58433,,0.02902789,0.057
58433,1,0.01505345,0.0124
58488,,0.02983747,0.057
58488,1,0.01505345,0.0124
58543,,0.02983747,0.057
58543,1,0.01505345,0.0124
58611,,0.02983747,0.057
58611,1,0.01505345,0.0124
58690,,0.02983747,0.057
58690,1,0.01505345,0.0124
58708,,0.02983747,0.057
58708,1,0.01505345,0.0124
58720,,0.02983747,0.057
58720,1,0.01505345,0.0124
58737,,0.02983747,0.057
58737,1,0.01505345,0.0124
58798,,0.02983747,0.057
58798,1,0.01505345,0.0124
58840,,0.02983747,0.057
58840,1,0.01505345,0.0124
58855,,0.02983747,0.057
58855,1,0.01505345,0.0124
58871,,0.02983747,0.057
58871,1,0.01505345,0.0124
58874,,0.02983747,0.057
58874,1,0.01505345,0.0124
58917,,0.02902789,0.057
58917,1,0.01505345,0.0124
58999,,0.02983747,0.057
58999,1,0.01505345,0.0124
59061,,0.02902789,0.057
59061,1,0.01505345,0.0124
59130,,0.02983747,0.057
59130,1,0.01505345,0.0124
59135,,0.07692141,0.057
59135,1,0.01505345,0.0124
59162,,0.02983747,0.057
59162,1,0.01505345,0.0124
59253,,0.02983747,0.057
59253,1,0.01505345,0.0124
59398,,0.02983747,0.057
59398,1,0.01505345,0.0124
59471,,0.02983747,0.057
59471,1,0.01505345,0.0124
59496,,0.07627839,0.057
59496,1,0.01505345,0.0124
59497,,0.07692141,0.057
59497,1,0.01505345,0.0124
59581,,0.02983747,0.057
59581,1,0.01505345,0.0124
59676,,0.02983747,0.057
59676,1,0.01505345,0.0124
59761,,0.02983747,0.057
59761,1,0.01505345,0.0124
59784,,0.02983747,0.057
59784,1,0.01505345,0.0124
59887,,0.02983747,0.057
59887,1,0.01505345,0.0124
59941,,0.02983747,0.057
59941,1,0.01505345,0.0124
59949,,0.02983747,0.057
59949,1,0.01505345,0.0124
60001,,0.02826108,0.057
60001,1,0.01505345,0.0124
60008,,0.02983747,0.057
60008,1,0.01505345,0.0124
60044,,0.02983747,0.057
60044,1,0.01505345,0.0124
60058,,0.02983747,0.057
60058,1,0.01505345,0.0124
60094,,0.02983747,0.057
60094,1,0.01505345,0.0124
60109,,0.02983747,0.057
60109,1,0.01505345,0.0124
60121,,0.02983747,0.057
60121,1,0.01505345,0.0124
60122,,0.02983747,0.057
60122,1,0.01505345,0.0124
60156,,0.02983747,0.057
60156,1,0.01505345,0.0124
60163,,0.07692141,0.057
60163,1,0.01505345,0.0124
60183,,0.02983747,0.057
60183,1,0.01505345,0.0124
60213,,0.02983747,0.057
60213,1,0.01505345,0.0124
60324,,0.02983747,0.057
60324,1,0.01505345,0.0124
60351,,0.02983747,0.057
60351,1,0.01505345,0.0124
60393,,0.02983747,0.057
60393,1,0.01505345,0.0124
60405,,0.02983747,0.057
60405,1,0.01505345,0.0124
60415,,0.02983747,0.057
60415,1,0.01505345,0.0124
60416,,0.02983747,0.057
60416,1,0.01505345,0.0124
60417,,0.02983747,0.057
60417,1,0.01505345,0.0124
60424,,0.02983747,0.057
60424,1,0.01505345,0.0124
60425,,0.02902789,0.057
60425,1,0.01505345,0.0124
60445,,0.02983747,0.057
60445,1,0.01505345,0.0124
60480,,0.02983747,0.057
60480,1,0.01505345,0.0124
60582,,0.02983747,0.057
60582,1,0.01505345,0.0124
60631,,0.02902789,0.057
60631,1,0.01505345,0.0124
60690,,0.02983747,0.057
60690,1,0.01505345,0.0124
60698,,0.02983747,0.057
60698,1,0.01505345,0.0124
60699,,0.02983747,0.057
60699,1,0.01505345,0.0124
60769,,0.02385074,0.057
60769,1,0.01505345,0.0124
60838,,0.02983747,0.057
60838,1,0.01505345,0.0124
60897,,0.02983747,0.057
60897,1,0.01505345,0.0124
60946,,0.02983747,0.057
60946,1,0.01505345,0.0124
61014,,0.02983747,0.057
61014,1,0.01505345,0.0124
61067,,0.02902789,0.057
61067,1,0.01505345,0.0124
61094,,0.02983747,0.057
61094,1,0.01505345,0.0124
61113,,0.02983747,0.057
61113,1,0.01505345,0.0124
61176,,0.02983747,0.057
61176,1,0.01505345,0.0124
61192,,0.02983747,0.057
61192,1,0.01505345,0.0124
61195,,0.02983747,0.057
61195,1,0.01505345,0.0124
61221,,0.02983747,0.057
61221,1,0.01505345,0.0124
61259,,0.07692141,0.057
61259,1,0.01408648,0.0124
61265,,0.02983747,0.057
61265,1,0.01505345,0.0124
61267,,0.02983747,0.057
61267,1,0.01505345,0.0124
61273,,0.02983747,0.057
61273,1,0.01505345,0.0124
61399,,0.02983747,0.057
61399,1,0.01505345,0.0124
61453,,0.02983747,0.057
61453,1,0.01505345,0.0124
61455,,0.02983747,0.057
61455,1,0.01505345,0.0124
61537,,0.02983747,0.057
61537,1,0.01505345,0.0124
61565,,0.02902789,0.057
61565,1,0.01505345,0.0124
61566,,0.02983747,0.057
61566,1,0.01505345,0.0124
61688,,0.02753374,0.057
61688,1,0.01505345,0.0124
61712,,0.02983747,0.057
61712,1,0.01505345,0.0124
61740,,0.02983747,0.057
61740,1,0.01505345,0.0124
61804,,0.02983747,0.057
61804,1,0.01505345,0.0124
61831,,0.02826108,0.057
61831,1,0.01505345,0.0124
61873,,0.02983747,0.057
61873,1,0.01505345,0.0124
61958,,0.02983747,0.057
61958,1,0.01505345,0.0124
61968,,0.07502407,0.057
61968,1,0.01323624,0.0124
61969,,0.02983747,0.057
61969,1,0.01505345,0.0124
61974,,0.02983747,0.057
61974,1,0.01505345,0.0124
62076,,0.02983747,0.057
62076,1,0.01505345,0.0124
62141,,0.02983747,0.057
62141,1,0.01505345,0.0124
62144,,0.02983747,0.057
62144,1,0.01505345,0.0124
62168,,0.02983747,0.057
62168,1,0.01505345,0.0124
62249,,0.02983747,0.057
62249,1,0.01505345,0.0124
62368,,0.02983747,0.057
62368,1,0.01505345,0.0124
62411,,0.02902789,0.057
62411,1,0.01505345,0.0124
62444,,0.02983747,0.057
62444,1,0.01505345,0.0124
62450,,0.02983747,0.057
62450,1,0.01505345,0.0124
62584,,0.02983747,0.057
62584,1,0.01505345,0.0124
62633,,0.02983747,0.057
62633,1,0.01505345,0.0124
62634,,0.02902789,0.057
62634,1,0.01505345,0.0124
62652,,0.02983747,0.057
62652,1,0.01505345,0.0124
62662,,0.02983747,0.057
62662,1,0.01505345,0.0124
62676,,0.02983747,0.057
62676,1,0.01505345,0.0124
62694,,0.02983747,0.057
62694,1,0.01505345,0.0124
62708,,0.02983747,0.057
62708,1,0.01505345,0.0124
62710,,0.02983747,0.057
62710,1,0.01505345,0.0124
62822,,0.02983747,0.057
62822,1,0.01505345,0.0124
62931,,0.02983747,0.057
62931,1,0.01505345,0.0124
62958,,0.02983747,0.057
62958,1,0.01505345,0.0124
62978,,0.02753374,0.057
62978,1,0.01505345,0.0124
62992,,0.02983747,0.057
62992,1,0.01505345,0.0124
63090,,0.02983747,0.057
63090,1,0.01505345,0.0124
63092,,0.02902789,0.057
63092,1,0.01505345,0.0124
63094,,0.02983747,0.057
63094,1,0.01505345,0.0124
63101,,0.02983747,0.057
63101,1,0.01505345,0.0124
63109,,0.02983747,0.057
63109,1,0.01505345,0.0124
63153,,0.02983747,0.057
63153,1,0.01505345,0.0124
63219,,0.02983747,0.057
63219,1,0.01505345,0.0124
63294,,0.02983747,0.057
63294,1,0.01505345,0.0124
63357,,0.02496382,0.057
63357,1,0.0118105,0.0124
63371,,0.02983747,0.057
63371,1,0.01505345,0.0124
63415,,0.02983747,0.057
63415,1,0.01505345,0.0124
63448,,0.02983747,0.057
63448,1,0.01505345,0.0124
63480,,0.02983747,0.057
63480,1,0.01505345,0.0124
63491,,0.02902789,0.057
63491,1,0.01505345,0.0124
63497,,0.02983747,0.057
63497,1,0.01505345,0.0124
63509,,0.02983747,0.057
63509,1,0.01505345,0.0124
63586,,0.02983747,0.057
63586,1,0.01505345,0.0124
63600,,0.02983747,0.057
63600,1,0.01505345,0.0124
63606,,0.02983747,0.057
63606,1,0.01505345,0.0124
63611,,0.02983747,0.057
63611,1,0.01505345,0.0124
63644,,0.02983747,0.057
63644,1,0.01505345,0.0124
63653,,0.02983747,0.057
63653,1,0.01505345,0.0124
63691,,0.02983747,0.057
63691,1,0.01505345,0.0124
63723,,0.02983747,0.057
63723,1,0.01505345,0.0124
63863,,0.02983747,0.057
63863,1,0.01248279,0.0124
63864,,0.02983747,0.057
63864,1,0.01505345,0.0124
63865,,0.02902789,0.057
63865,1,0.01505345,0.0124
63912,,0.02983747,0.057
63912,1,0.01505345,0.0124
63960,,0.02983747,0.057
63960,1,0.01505345,0.0124
63975,,0.02983747,0.057
63975,1,0.01505345,0.0124
64050,,0.02902789,0.057
64050,1,0.01505345,0.0124
64058,,0.02983747,0.057
64058,1,0.01505345,0.0124
64100,,0.05327018,0.057
64100,1,0.01505345,0.0124
64122,,0.02983747,0.057
64122,1,0.01505345,0.0124
64133,,0.02983747,0.057
64133,1,0.01505345,0.0124
64337,,0.02983747,0.057
64337,1,0.01505345,0.0124
64368,,0.02902789,0.057
64368,1,0.01505345,0.0124
64388,,0.07692141,0.057
64388,1,0.01505345,0.0124
64440,,0.07692141,0.057
64440,1,0.00993732,0.0124
64505,,0.02983747,0.057
64505,1,0.01505345,0.0124
64506,,0.02983747,0.057
64506,1,0.01505345,0.0124
64549,,0.02983747,0.057
64549,1,0.01505345,0.0124
64579,,0.02556025,0.057
64579,1,0.01505345,0.0124
64710,,0.02983747,0.057
64710,1,0.01505345,0.0124
64717,,0.02983747,0.057
64717,1,0.01505345,0.0124
64718,,0.02983747,0.057
64718,1,0.01505345,0.0124
64762,,0.02983747,0.057
64762,1,0.01505345,0.0124
64799,,0.02983747,0.057
64799,1,0.01505345,0.0124
64842,,0.02983747,0.057
64842,1,0.01505345,0.0124
64860,,0.02983747,0.057
64860,1,0.01505345,0.0124
64876,,0.02983747,0.057
64876,1,0.01505345,0.0124
64887,,0.02983747,0.057
64887,1,0.01505345,0.0124
64956,,0.07692141,0.057
64956,1,0.01505345,0.0124
64961,,0.02983747,0.057
64961,1,0.01505345,0.0124
65126,,0.02983747,0.057
65126,1,0.01505345,0.0124
65153,,0.02983747,0.057
65153,1,0.01505345,0.0124
65172,,0.02983747,0.057
65172,1,0.01505345,0.0124
65173,,0.02983747,0.057
65173,1,0.01505345,0.0124
65226,,0.07692141,0.057
65226,1,0.01505345,0.0124
65227,,0.02983747,0.057
65227,1,0.01505345,0.0124
65245,,0.02983747,0.057
65245,1,0.01505345,0.0124
65259,,0.02983747,0.057
65259,1,0.01505345,0.0124
65268,,0.02902789,0.057
65268,1,0.01505345,0.0124
65269,,0.02983747,0.057
65269,1,0.01505345,0.0124
65310,,0.02902789,0.057
65310,1,0.01505345,0.0124
65407,,0.02983747,0.057
65407,1,0.01505345,0.0124
65415,,0.02983747,0.057
65415,1,0.01505345,0.0124
65428,,0.02902789,0.057
65428,1,0.01364813,0.0124
65429,,0.02983747,0.057
65429,1,0.01505345,0.0124
65434,,0.02983747,0.057
65434,1,0.01505345,0.0124
65452,,0.02983747,0.057
65452,1,0.01505345,0.0124
65504,,0.02983747,0.057
65504,1,0.01505345,0.0124
65560,,0.02983747,0.057
65560,1,0.01505345,0.0124
65651,,0.02983747,0.057
65651,1,0.01505345,0.0124
65670,,0.02983747,0.057
65670,1,0.01505345,0.0124
65749,,0.02983747,0.057
65749,1,0.01505345,0.0124
65784,,0.02983747,0.057
65784,1,0.01505345,0.0124
65861,,0.02983747,0.057
65861,1,0.01505345,0.0124
65981,,0.02983747,0.057
65981,1,0.01505345,0.0124
66061,,0.02826108,0.057
66061,1,0.01408648,0.0124
66062,,0.02983747,0.057
66062,1,0.01505345,0.0124
66124,,0.02983747,0.057
66124,1,0.01505345,0.0124
66144,,0.02983747,0.057
66144,1,0.01505345,0.0124
66165,,0.02983747,0.057
66165,1,0.01505345,0.0124
66245,,0.02983747,0.057
66245,1,0.01505345,0.0124
66272,,0.02983747,0.057
66272,1,0.01505345,0.0124
66278,,0.02983747,0.057
66278,1,0.01505345,0.0124
66301,,0.02983747,0.057
66301,1,0.01505345,0.0124
66384,,0.02983747,0.057
66384,1,0.01505345,0.0124
66402,,0.02983747,0.057
66402,1,0.01505345,0.0124
66505,,0.02826108,0.057
66505,1,0.01505345,0.0124
66527,,0.02983747,0.057
66527,1,0.01505345,0.0124
66543,,0.02983747,0.057
66543,1,0.01505345,0.0124
66565,,0.02983747,0.057
66565,1,0.01505345,0.0124
66573,,0.02983747,0.057
66573,1,0.01505345,0.0124
66621,,0.02983747,0.057
66621,1,0.01505345,0.0124
66622,,0.02983747,0.057
66622,1,0.01505345,0.0124
66733,,0.02983747,0.057
66733,1,0.01505345,0.0124
66856,,0.02983747,0.057
66856,1,0.01505345,0.0124
66907,,0.02983747,0.057
66907,1,0.01505345,0.0124
66922,,0.02983747,0.057
66922,1,0.01505345,0.0124
66923,,0.02983747,0.057
66923,1,0.01505345,0.0124
66928,,0.02902789,0.057
66928,1,0.01455392,0.0124
66931,,0.02983747,0.057
66931,1,0.01505345,0.0124
66932,,0.02826108,0.057
66932,1,0.01505345,0.0124
66938,,0.02983747,0.057
66938,1,0.01505345,0.0124
66987,,0.02983747,0.057
66987,1,0.01505345,0.0124
67002,,0.02983747,0.057
67002,1,0.01505345,0.0124
67004,,0.02983747,0.057
67004,1,0.01505345,0.0124
67016,,0.02983747,0.057
67016,1,0.01505345,0.0124
67026,,0.02983747,0.057
67026,1,0.01505345,0.0124
67119,,0.02983747,0.057
67119,1,0.01505345,0.0124
67212,,0.02983747,0.057
67212,1,0.01284848,0.0124
67215,,0.02983747,0.057
67215,1,0.01505345,0.0124
67231,,0.02983747,0.057
67231,1,0.01505345,0.0124
67344,,0.07692141,0.057
67344,1,0.01505345,0.0124
67350,,0.02983747,0.057
67350,1,0.01505345,0.0124
67383,,0.02983747,0.057
67383,1,0.01505345,0.0124
67418,,0.02983747,0.057
67418,1,0.01505345,0.0124
67441,,0.02983747,0.057
67441,1,0.01505345,0.0124
67450,,0.02983747,0.057
67450,1,0.01505345,0.0124
67541,,0.02983747,0.057
67541,1,0.01505345,0.0124
67617,,0.02983747,0.057
67617,1,0.01505345,0.0124
67645,,0.02983747,0.057
67645,1,0.01505345,0.0124
67715,,0.02902789,0.057
67715,1,0.01505345,0.0124
67717,,0.02983747,0.057
67717,1,0.01505345,0.0124
67755,,0.02983747,0.057
67755,1,0.01505345,0.0124
67829,,0.02983747,0.057
67829,1,0.01505345,0.0124
67844,,0.02983747,0.057
67844,1,0.01505345,0.0124
67873,,0.02983747,0.057
67873,1,0.01505345,0.0124
67876,,0.02983747,0.057
67876,1,0.01505345,0.0124
67899,,0.02983747,0.057
67899,1,0.01505345,0.0124
67901,,0.02983747,0.057
67901,1,0.01505345,0.0124
67912,,0.02983747,0.057
67912,1,0.01505345,0.0124
67926,,0.02983747,0.057
67926,1,0.01505345,0.0124
67985,,0.02983747,0.057
67985,1,0.01505345,0.0124
68008,,0.02983747,0.057
68008,1,0.01505345,0.0124
68014,,0.02983747,0.057
68014,1,0.01505345,0.0124
68020,,0.02983747,0.057
68020,1,0.01505345,0.0124
68093,,0.02983747,0.057
68093,1,0.01505345,0.0124
68127,,0.02983747,0.057
68127,1,0.01505345,0.0124
68128,,0.02983747,0.057
68128,1,0.01505345,0.0124
68139,,0.02983747,0.057
68139,1,0.01505345,0.0124
68144,,0.02983747,0.057
68144,1,0.01505345,0.0124
68204,,0.02902789,0.057
68204,1,0.01364813,0.0124
68281,,0.02983747,0.057
68281,1,0.01505345,0.0124
68325,,0.02983747,0.057
68325,1,0.01505345,0.0124
68401,,0.02983747,0.057
68401,1,0.01505345,0.0124
68441,,0.02983747,0.057
68441,1,0.01505345,0.0124
68444,,0.02983747,0.057
68444,1,0.01505345,0.0124
68482,,0.02983747,0.057
68482,1,0.01505345,0.0124
68492,,0.02983747,0.057
68492,1,0.01505345,0.0124
68493,,0.02983747,0.057
68493,1,0.01505345,0.0124
68529,,0.02983747,0.057
68529,1,0.01505345,0.0124
68567,,0.02983747,0.057
68567,1,0.01505345,0.0124
68652,,0.02983747,0.057
68652,1,0.01505345,0.0124
68659,,0.02902789,0.057
68659,1,0.01505345,0.0124
68784,,0.02983747,0.057
68784,1,0.01505345,0.0124
68828,,0.02983747,0.057
68828,1,0.01505345,0.0124
68939,,0.02983747,0.057
68939,1,0.01505345,0.0124
68986,,0.02983747,0.057
68986,1,0.01505345,0.0124
69051,,0.02983747,0.057
69051,1,0.01505345,0.0124
69056,,0.02983747,0.057
69056,1,0.01505345,0.0124
69060,,0.02983747,0.057
69060,1,0.01505345,0.0124
69067,,0.02983747,0.057
69067,1,0.01505345,0.0124
69068,,0.02983747,0.057
69068,1,0.01505345,0.0124
69127,,0.07692141,0.057
69127,1,0.01505345,0.0124
69128,,0.02983747,0.057
69128,1,0.01505345,0.0124
69191,,0.02902789,0.057
69191,1,0.01505345,0.0124
69216,,0.02983747,0.057
69216,1,0.01505345,0.0124
69230,,0.02983747,0.057
69230,1,0.01505345,0.0124
69308,,0.02983747,0.057
69308,1,0.01505345,0.0124
69318,,0.02902789,0.057
69318,1,0.01505345,0.0124
69352,,0.02983747,0.057
69352,1,0.01505345,0.0124
69407,,0.02983747,0.057
69407,1,0.01505345,0.0124
69455,,0.07441225,0.057
69455,1,0.01284848,0.0124
69456,,0.02983747,0.057
69456,1,0.01505345,0.0124
69477,,0.02983747,0.057
69477,1,0.01505345,0.0124
69483,,0.02983747,0.057
69483,1,0.01505345,0.0124
69487,,0.02983747,0.057
69487,1,0.01505345,0.0124
69509,,0.02983747,0.057
69509,1,0.01505345,0.0124
69510,,0.02902789,0.057
69510,1,0.01505345,0.0124
69585,,0.02983747,0.057
69585,1,0.01505345,0.0124
69589,,0.02983747,0.057
69589,1,0.01505345,0.0124
69767,,0.02983747,0.057
69767,1,0.01505345,0.0124
69819,,0.02983747,0.057
69819,1,0.01505345,0.0124
69858,,0.02983747,0.057
69858,1,0.01505345,0.0124
69905,,0.02983747,0.057
69905,1,0.01505345,0.0124
69948,,0.02983747,0.057
69948,1,0.01505345,0.0124
70077,,0.02902789,0.057
70077,1,0.01505345,0.0124
70140,,0.02983747,0.057
70140,1,0.01505345,0.0124
70158,,0.02983747,0.057
70158,1,0.01505345,0.0124
70170,,0.02902789,0.057
70170,1,0.01505345,0.0124
70191,,0.02983747,0.057
70191,1,0.01408648,0.0124
70193,,0.07692141,0.057
70193,1,0.01505345,0.0124
70232,,0.02983747,0.057
70232,1,0.01505345,0.0124
70234,,0.02983747,0.057
70234,1,0.01505345,0.0124
70272,,0.02983747,0.057
70272,1,0.01505345,0.0124
70278,,0.02902789,0.057
70278,1,0.01505345,0.0124
70337,,0.02983747,0.057
70337,1,0.01505345,0.0124
70339,,0.02983747,0.057
70339,1,0.01505345,0.0124
70351,,0.02983747,0.057
70351,1,0.01505345,0.0124
70352,,0.02983747,0.057
70352,1,0.01505345,0.0124
70392,,0.02983747,0.057
70392,1,0.01505345,0.0124
70401,,0.02983747,0.057
70401,1,0.01505345,0.0124
70409,,0.02983747,0.057
70409,1,0.01505345,0.0124
70470,,0.02983747,0.057
70470,1,0.01505345,0.0124
70501,,0.02983747,0.057
70501,1,0.01505345,0.0124
70602,,0.02983747,0.057
70602,1,0.01505345,0.0124
70610,,0.02983747,0.057
70610,1,0.01505345,0.0124
70636,,0.02983747,0.057
70636,1,0.01505345,0.0124
70637,,0.02983747,0.057
70637,1,0.01505345,0.0124
70651,,0.02983747,0.057
70651,1,0.01505345,0.0124
70712,,0.02983747,0.057
70712,1,0.01505345,0.0124
70766,,0.02983747,0.057
70766,1,0.01505345,0.0124
70767,,0.02983747,0.057
70767,1,0.01505345,0.0124
70835,,0.02902789,0.057
70835,1,0.01505345,0.0124
70837,,0.02983747,0.057
70837,1,0.01505345,0.0124
70854,,0.02983747,0.057
70854,1,0.01505345,0.0124
70871,,0.02983747,0.057
70871,1,0.01505345,0.0124
70898,,0.02902789,0.057
70898,1,0.01505345,0.0124
70912,,0.02826108,0.057
70912,1,0.01408648,0.0124
70953,,0.02983747,0.057
70953,1,0.01505345,0.0124
71015,,0.02983747,0.057
71015,1,0.01505345,0.0124
71091,,0.02983747,0.057
71091,1,0.01505345,0.0124
71107,,0.02983747,0.057
71107,1,0.01505345,0.0124
71192,,0.02902789,0.057
71192,1,0.01505345,0.0124
71268,,0.02983747,0.057
71268,1,0.01505345,0.0124
71348,,0.02983747,0.057
71348,1,0.01505345,0.0124
71350,,0.02983747,0.057
71350,1,0.01505345,0.0124
71446,,0.02983747,0.057
71446,1,0.01505345,0.0124
71456,,0.02983747,0.057
71456,1,0.01505345,0.0124
71485,,0.02983747,0.057
71485,1,0.01505345,0.0124
71536,,0.02983747,0.057
71536,1,0.01505345,0.0124
71727,,0.02983747,0.057
71727,1,0.01505345,0.0124
71783,,0.02983747,0.057
71783,1,0.01505345,0.0124
71872,,0.02983747,0.057
71872,1,0.01505345,0.0124
71873,,0.02983747,0.057
71873,1,0.01505345,0.0124
71883,,0.02983747,0.057
71883,1,0.01505345,0.0124
71934,,0.02826108,0.057
71934,1,0.01505345,0.0124
72003,,0.02983747,0.057
72003,1,0.01505345,0.0124
