element_id,is mobile ( 1),CVR estimation 1 ,CVR estimation 2 
91079,1,0.01505345,0.0124
91113,,0.02983747,0.057
91113,1,0.01505345,0.0124
91147,,0.02983747,0.057
91147,1,0.01505345,0.0124
91184,,0.02983747,0.057
91184,1,0.01505345,0.0124
91226,,0.02983747,0.057
91226,1,0.01505345,0.0124
91240,,0.02983747,0.057
91240,1,0.01505345,0.0124
91262,,0.02983747,0.057
91262,1,0.01505345,0.0124
91268,,0.02983747,0.057
91268,1,0.01505345,0.0124
91306,,0.02902789,0.057
91306,1,0.01505345,0.0124
91339,,0.02983747,0.057
91339,1,0.01505345,0.0124
91359,,0.02753374,0.057
91359,1,0.01505345,0.0124
91363,,0.02983747,0.057
91363,1,0.01505345,0.0124
91368,,0.02983747,0.057
91368,1,0.01505345,0.0124
91371,,0.02983747,0.057
91371,1,0.01505345,0.0124
91385,,0.02983747,0.057
91385,1,0.01505345,0.0124
91402,,0.02983747,0.057
91402,1,0.01505345,0.0124
91409,,0.02902789,0.057
91409,1,0.01505345,0.0124
91497,,0.02902789,0.057
91497,1,0.01505345,0.0124
91528,,0.02983747,0.057
91528,1,0.01505345,0.0124
91531,,0.02983747,0.057
91531,1,0.01505345,0.0124
91619,,0.02983747,0.057
91619,1,0.01505345,0.0124
91730,,0.02902789,0.057
91730,1,0.01505345,0.0124
91757,,0.02983747,0.057
91757,1,0.01505345,0.0124
91773,,0.02902789,0.057
91773,1,0.01505345,0.0124
91785,,0.02826108,0.057
91785,1,0.01505345,0.0124
91791,,0.02983747,0.057
91791,1,0.01505345,0.0124
91831,,0.02983747,0.057
91831,1,0.01505345,0.0124
91953,,0.02902789,0.057
91953,1,0.01505345,0.0124
92033,,0.02983747,0.057
92033,1,0.01505345,0.0124
92040,,0.02983747,0.057
92040,1,0.01505345,0.0124
92061,,0.02983747,0.057
92061,1,0.01505345,0.0124
92080,,0.02983747,0.057
92080,1,0.01505345,0.0124
92092,,0.02983747,0.057
92092,1,0.01505345,0.0124
92239,,0.02983747,0.057
92239,1,0.01505345,0.0124
92253,,0.02983747,0.057
92253,1,0.01505345,0.0124
92298,,0.02983747,0.057
92298,1,0.01505345,0.0124
92414,,0.02983747,0.057
92414,1,0.01505345,0.0124
92415,,0.02983747,0.057
92415,1,0.01505345,0.0124
92423,,0.07692141,0.057
92423,1,0.01505345,0.0124
92472,,0.02983747,0.057
92472,1,0.01505345,0.0124
92510,,0.02983747,0.057
92510,1,0.01505345,0.0124
92536,,0.02983747,0.057
92536,1,0.01505345,0.0124
92549,,0.02983747,0.057
92549,1,0.01505345,0.0124
92648,,0.02983747,0.057
92648,1,0.01505345,0.0124
92652,,0.02983747,0.057
92652,1,0.01505345,0.0124
92654,,0.02983747,0.057
92654,1,0.01505345,0.0124
92681,,0.02902789,0.057
92681,1,0.01505345,0.0124
92727,,0.02983747,0.057
92727,1,0.01505345,0.0124
92735,,0.02983747,0.057
92735,1,0.01505345,0.0124
92800,,0.02983747,0.057
92800,1,0.01505345,0.0124
92820,,0.02983747,0.057
92820,1,0.01505345,0.0124
92838,,0.02753374,0.057
92838,1,0.01505345,0.0124
92869,,0.0268429,0.057
92869,1,0.01505345,0.0124
92907,,0.02983747,0.057
92907,1,0.01505345,0.0124
92915,,0.02983747,0.057
92915,1,0.01505345,0.0124
92932,,0.02983747,0.057
92932,1,0.01505345,0.0124
92942,,0.02983747,0.057
92942,1,0.01505345,0.0124
92956,,0.02983747,0.057
92956,1,0.01505345,0.0124
93032,,0.02983747,0.057
93032,1,0.01505345,0.0124
93038,,0.02983747,0.057
93038,1,0.01505345,0.0124
93310,,0.02983747,0.057
93310,1,0.01505345,0.0124
93439,,0.02983747,0.057
93439,1,0.01505345,0.0124
93456,,0.02983747,0.057
93456,1,0.01505345,0.0124
93471,,0.02983747,0.057
93471,1,0.01505345,0.0124
93473,,0.02753374,0.057
93473,1,0.01505345,0.0124
93511,,0.02983747,0.057
93511,1,0.01505345,0.0124
93521,,0.02983747,0.057
93521,1,0.01505345,0.0124
93535,,0.02983747,0.057
93535,1,0.01505345,0.0124
93617,,0.02983747,0.057
93617,1,0.01505345,0.0124
93663,,0.02983747,0.057
93663,1,0.01505345,0.0124
93678,,0.02983747,0.057
93678,1,0.01505345,0.0124
93736,,0.02983747,0.057
93736,1,0.01505345,0.0124
93780,,0.02983747,0.057
93780,1,0.01505345,0.0124
93879,,0.02826108,0.057
93879,1,0.01505345,0.0124
93924,,0.02983747,0.057
93924,1,0.01505345,0.0124
93940,,0.02983747,0.057
93940,1,0.01505345,0.0124
93966,,0.02983747,0.057
93966,1,0.01505345,0.0124
94020,,0.02983747,0.057
94020,1,0.01505345,0.0124
94179,,0.02983747,0.057
94179,1,0.01505345,0.0124
94225,,0.02983747,0.057
94225,1,0.01505345,0.0124
94232,,0.02902789,0.057
94232,1,0.01505345,0.0124
94235,,0.02983747,0.057
94235,1,0.01505345,0.0124
94238,,0.02983747,0.057
94238,1,0.01505345,0.0124
94239,,0.02983747,0.057
94239,1,0.01505345,0.0124
94331,,0.02983747,0.057
94331,1,0.01505345,0.0124
94459,,0.02983747,0.057
94459,1,0.01505345,0.0124
94472,,0.02902789,0.057
94472,1,0.01505345,0.0124
94473,,0.02983747,0.057
94473,1,0.01505345,0.0124
94476,,0.02983747,0.057
94476,1,0.01505345,0.0124
94557,,0.02983747,0.057
94557,1,0.01323624,0.0124
94560,,0.02983747,0.057
94560,1,0.01505345,0.0124
94562,,0.02983747,0.057
94562,1,0.01505345,0.0124
94602,,0.02983747,0.057
94602,1,0.01505345,0.0124
94609,,0.02983747,0.057
94609,1,0.01505345,0.0124
94610,,0.02983747,0.057
94610,1,0.01505345,0.0124
94680,,0.02983747,0.057
94680,1,0.01505345,0.0124
94689,,0.02983747,0.057
94689,1,0.01505345,0.0124
94690,,0.02983747,0.057
94690,1,0.01505345,0.0124
94749,,0.02983747,0.057
94749,1,0.01505345,0.0124
94762,,0.02983747,0.057
94762,1,0.01505345,0.0124
94767,,0.02983747,0.057
94767,1,0.01505345,0.0124
94773,,0.02983747,0.057
94773,1,0.01505345,0.0124
94874,,0.02983747,0.057
94874,1,0.01505345,0.0124
94964,,0.02983747,0.057
94964,1,0.01505345,0.0124
94979,,0.02983747,0.057
94979,1,0.01505345,0.0124
95046,,0.02983747,0.057
95046,1,0.01505345,0.0124
95132,,0.02983747,0.057
95132,1,0.01505345,0.0124
95183,,0.02826108,0.057
95183,1,0.01505345,0.0124
95250,,0.02983747,0.057
95250,1,0.01505345,0.0124
95255,,0.02983747,0.057
95255,1,0.01505345,0.0124
95304,,0.02902789,0.057
95304,1,0.01505345,0.0124
95330,,0.02983747,0.057
95330,1,0.01505345,0.0124
95367,,0.02983747,0.057
95367,1,0.01505345,0.0124
95433,,0.02983747,0.057
95433,1,0.01505345,0.0124
95519,,0.02902789,0.057
95519,1,0.01505345,0.0124
95664,,0.02902789,0.057
95664,1,0.01505345,0.0124
95680,,0.02983747,0.057
95680,1,0.01505345,0.0124
95703,,0.02983747,0.057
95703,1,0.01505345,0.0124
95740,,0.02983747,0.057
95740,1,0.01505345,0.0124
95889,,0.02983747,0.057
95889,1,0.01505345,0.0124
95892,,0.02983747,0.057
95892,1,0.01505345,0.0124
95905,,0.02983747,0.057
95905,1,0.01505345,0.0124
95949,,0.02983747,0.057
95949,1,0.01505345,0.0124
95968,,0.02983747,0.057
95968,1,0.01505345,0.0124
95972,,0.02983747,0.057
95972,1,0.01505345,0.0124
96039,,0.02983747,0.057
96039,1,0.01505345,0.0124
96041,,0.02983747,0.057
96041,1,0.01505345,0.0124
96139,,0.02983747,0.057
96139,1,0.01505345,0.0124
96141,,0.02983747,0.057
96141,1,0.01505345,0.0124
96164,,0.02983747,0.057
96164,1,0.01505345,0.0124
96166,,0.02983747,0.057
96166,1,0.01505345,0.0124
96287,,0.02983747,0.057
96287,1,0.01505345,0.0124
96332,,0.02983747,0.057
96332,1,0.01505345,0.0124
96421,,0.02983747,0.057
96421,1,0.01505345,0.0124
96425,,0.02983747,0.057
96425,1,0.01505345,0.0124
96467,,0.02983747,0.057
96467,1,0.01505345,0.0124
96482,,0.02983747,0.057
96482,1,0.01505345,0.0124
96491,,0.02983747,0.057
96491,1,0.01505345,0.0124
96509,,0.02983747,0.057
96509,1,0.01505345,0.0124
96537,,0.02983747,0.057
96537,1,0.01505345,0.0124
96634,,0.02983747,0.057
96634,1,0.01505345,0.0124
96681,,0.02983747,0.057
96681,1,0.01505345,0.0124
96731,,0.02983747,0.057
96731,1,0.01505345,0.0124
96763,,0.07692141,0.057
96763,1,0.01505345,0.0124
96856,,0.02983747,0.057
96856,1,0.01505345,0.0124
96873,,0.02983747,0.057
96873,1,0.01505345,0.0124
96922,,0.02983747,0.057
96922,1,0.01505345,0.0124
96945,,0.02983747,0.057
96945,1,0.01505345,0.0124
96951,,0.02983747,0.057
96951,1,0.01505345,0.0124
97170,,0.02983747,0.057
97170,1,0.01505345,0.0124
97205,,0.02983747,0.057
97205,1,0.01505345,0.0124
97243,,0.02983747,0.057
97243,1,0.01505345,0.0124
97280,,0.02902789,0.057
97280,1,0.01505345,0.0124
97282,,0.02983747,0.057
97282,1,0.01505345,0.0124
97310,,0.02983747,0.057
97310,1,0.01505345,0.0124
97381,,0.02983747,0.057
97381,1,0.01505345,0.0124
97463,,0.02983747,0.057
97463,1,0.01505345,0.0124
97569,,0.02983747,0.057
97569,1,0.01505345,0.0124
97646,,0.02983747,0.057
97646,1,0.01505345,0.0124
97679,,0.02983747,0.057
97679,1,0.01505345,0.0124
97702,,0.02983747,0.057
97702,1,0.01505345,0.0124
97703,,0.02983747,0.057
97703,1,0.01455392,0.0124
97786,,0.02983747,0.057
97786,1,0.01505345,0.0124
97816,,0.02983747,0.057
97816,1,0.01505345,0.0124
97835,,0.02983747,0.057
97835,1,0.01505345,0.0124
97946,,0.02983747,0.057
97946,1,0.01505345,0.0124
97950,,0.02983747,0.057
97950,1,0.01505345,0.0124
97978,,0.02902789,0.057
97978,1,0.01505345,0.0124
97986,,0.02983747,0.057
97986,1,0.01505345,0.0124
98021,,0.02983747,0.057
98021,1,0.01505345,0.0124
98031,,0.02983747,0.057
98031,1,0.01505345,0.0124
98080,,0.02983747,0.057
98080,1,0.01505345,0.0124
98114,,0.02983747,0.057
98114,1,0.01505345,0.0124
98168,,0.02983747,0.057
98168,1,0.01505345,0.0124
98193,,0.02983747,0.057
98193,1,0.01505345,0.0124
98227,,0.02983747,0.057
98227,1,0.01505345,0.0124
98294,,0.02983747,0.057
98294,1,0.01505345,0.0124
98304,,0.02983747,0.057
98304,1,0.01505345,0.0124
98364,,0.02983747,0.057
98364,1,0.01505345,0.0124
98366,,0.02983747,0.057
98366,1,0.01505345,0.0124
98403,,0.02983747,0.057
98403,1,0.01505345,0.0124
98405,,0.02983747,0.057
98405,1,0.01505345,0.0124
98415,,0.02983747,0.057
98415,1,0.01505345,0.0124
98416,,0.02983747,0.057
98416,1,0.01505345,0.0124
98501,,0.02902789,0.057
98501,1,0.01505345,0.0124
98510,,0.02983747,0.057
98510,1,0.01505345,0.0124
98554,,0.02983747,0.057
98554,1,0.01505345,0.0124
98625,,0.02983747,0.057
98625,1,0.01505345,0.0124
98647,,0.02556025,0.057
98647,1,0.01505345,0.0124
98656,,0.02983747,0.057
98656,1,0.01505345,0.0124
98764,,0.02983747,0.057
98764,1,0.01505345,0.0124
98772,,0.02983747,0.057
98772,1,0.01505345,0.0124
98780,,0.02983747,0.057
98780,1,0.01505345,0.0124
98801,,0.02983747,0.057
98801,1,0.01505345,0.0124
98809,,0.02983747,0.057
98809,1,0.01505345,0.0124
98861,,0.02983747,0.057
98861,1,0.01505345,0.0124
98889,,0.02983747,0.057
98889,1,0.01505345,0.0124
98943,,0.02983747,0.057
98943,1,0.01505345,0.0124
98953,,0.02983747,0.057
98953,1,0.01505345,0.0124
98981,,0.02983747,0.057
98981,1,0.01505345,0.0124
99011,,0.02983747,0.057
99011,1,0.01408648,0.0124
99012,,0.02983747,0.057
99012,1,0.01505345,0.0124
99078,,0.02983747,0.057
99078,1,0.01505345,0.0124
99130,,0.02753374,0.057
99130,1,0.01505345,0.0124
99221,,0.02983747,0.057
99221,1,0.01505345,0.0124
99256,,0.02902789,0.057
99256,1,0.01505345,0.0124
99271,,0.02983747,0.057
99271,1,0.01505345,0.0124
99288,,0.02983747,0.057
99288,1,0.01505345,0.0124
99290,,0.02983747,0.057
99290,1,0.01505345,0.0124
99351,,0.02826108,0.057
99351,1,0.01505345,0.0124
99365,,0.02983747,0.057
99365,1,0.01505345,0.0124
99379,,0.02983747,0.057
99379,1,0.01505345,0.0124
99447,,0.02983747,0.057
99447,1,0.01505345,0.0124
99474,,0.02983747,0.057
99474,1,0.01505345,0.0124
99512,,0.02983747,0.057
99512,1,0.01505345,0.0124
99544,,0.02983747,0.057
99544,1,0.01505345,0.0124
99592,,0.02983747,0.057
99592,1,0.01505345,0.0124
99618,,0.02902789,0.057
99618,1,0.01505345,0.0124
99696,,0.02983747,0.057
99696,1,0.01505345,0.0124
99766,,0.02753374,0.057
99766,1,0.01505345,0.0124
99799,,0.02983747,0.057
99799,1,0.01505345,0.0124
99808,,0.02983747,0.057
99808,1,0.01505345,0.0124
99838,,0.02983747,0.057
99838,1,0.01505345,0.0124
99852,,0.02983747,0.057
99852,1,0.01505345,0.0124
99854,,0.02983747,0.057
99854,1,0.01505345,0.0124
99873,,0.02983747,0.057
99873,1,0.01505345,0.0124
100066,,0.02983747,0.057
100066,1,0.01505345,0.0124
100106,,0.02983747,0.057
100106,1,0.01505345,0.0124
100118,,0.02983747,0.057
100118,1,0.01455392,0.0124
100161,,0.02983747,0.057
100161,1,0.01505345,0.0124
100182,,0.02983747,0.057
100182,1,0.01505345,0.0124
100236,,0.02983747,0.057
100236,1,0.01505345,0.0124
100346,,0.02983747,0.057
100346,1,0.01505345,0.0124
100348,,0.02983747,0.057
100348,1,0.01505345,0.0124
100352,,0.02983747,0.057
100352,1,0.01505345,0.0124
100360,,0.02983747,0.057
100360,1,0.01505345,0.0124
100386,,0.02826108,0.057
100386,1,0.01505345,0.0124
100423,,0.02983747,0.057
100423,1,0.01505345,0.0124
100429,,0.02983747,0.057
100429,1,0.01505345,0.0124
100448,,0.02983747,0.057
100448,1,0.01505345,0.0124
100577,,0.02983747,0.057
100577,1,0.01505345,0.0124
100581,,0.02983747,0.057
100581,1,0.01505345,0.0124
100707,,0.02983747,0.057
100707,1,0.01505345,0.0124
100811,,0.02983747,0.057
100811,1,0.01505345,0.0124
100861,,0.02983747,0.057
100861,1,0.01505345,0.0124
100862,,0.02983747,0.057
100862,1,0.01505345,0.0124
100879,,0.02983747,0.057
100879,1,0.01505345,0.0124
100947,,0.02983747,0.057
100947,1,0.01505345,0.0124
101001,,0.02983747,0.057
101001,1,0.01505345,0.0124
101106,,0.02983747,0.057
101106,1,0.01505345,0.0124
101137,,0.02983747,0.057
101137,1,0.01505345,0.0124
101154,,0.02902789,0.057
101154,1,0.01505345,0.0124
101299,,0.02983747,0.057
101299,1,0.01505345,0.0124
101368,,0.02983747,0.057
101368,1,0.01505345,0.0124
101570,,0.02983747,0.057
101570,1,0.01505345,0.0124
101581,,0.02983747,0.057
101581,1,0.01505345,0.0124
101603,,0.02983747,0.057
101603,1,0.01505345,0.0124
101621,,0.02983747,0.057
101621,1,0.01505345,0.0124
101680,,0.02983747,0.057
101680,1,0.01505345,0.0124
101736,,0.02983747,0.057
101736,1,0.01505345,0.0124
101753,,0.02983747,0.057
101753,1,0.01505345,0.0124
101786,,0.02983747,0.057
101786,1,0.01505345,0.0124
101813,,0.02983747,0.057
101813,1,0.01505345,0.0124
101826,,0.02983747,0.057
101826,1,0.01505345,0.0124
101831,,0.02983747,0.057
101831,1,0.01505345,0.0124
101846,,0.02983747,0.057
101846,1,0.01505345,0.0124
101885,,0.02983747,0.057
101885,1,0.01505345,0.0124
101934,,0.02983747,0.057
101934,1,0.01505345,0.0124
102066,,0.02983747,0.057
102066,1,0.01505345,0.0124
102073,,0.02983747,0.057
102073,1,0.01505345,0.0124
102100,,0.02983747,0.057
102100,1,0.01505345,0.0124
102103,,0.02983747,0.057
102103,1,0.01505345,0.0124
102115,,0.02983747,0.057
102115,1,0.01505345,0.0124
102146,,0.02983747,0.057
102146,1,0.01505345,0.0124
102158,,0.02983747,0.057
102158,1,0.01505345,0.0124
102229,,0.02983747,0.057
102229,1,0.01505345,0.0124
102233,,0.02983747,0.057
102233,1,0.01505345,0.0124
102280,,0.02983747,0.057
102280,1,0.01505345,0.0124
102387,,0.02983747,0.057
102387,1,0.01505345,0.0124
102409,,0.02983747,0.057
102409,1,0.01505345,0.0124
102431,,0.07627839,0.057
102431,1,0.01505345,0.0124
102476,,0.02983747,0.057
102476,1,0.01505345,0.0124
102543,,0.02902789,0.057
102543,1,0.01505345,0.0124
102560,,0.02983747,0.057
102560,1,0.01505345,0.0124
102585,,0.02826108,0.057
102585,1,0.01505345,0.0124
102587,,0.02983747,0.057
102587,1,0.01505345,0.0124
102656,,0.02983747,0.057
102656,1,0.01505345,0.0124
102686,,0.02983747,0.057
102686,1,0.01505345,0.0124
102688,,0.02983747,0.057
102688,1,0.01505345,0.0124
102768,,0.02983747,0.057
102768,1,0.01505345,0.0124
102787,,0.02983747,0.057
102787,1,0.01505345,0.0124
102806,,0.02983747,0.057
102806,1,0.01505345,0.0124
102887,,0.02983747,0.057
102887,1,0.01505345,0.0124
102912,,0.02983747,0.057
102912,1,0.01505345,0.0124
102922,,0.02983747,0.057
102922,1,0.01505345,0.0124
102994,,0.02902789,0.057
102994,1,0.01505345,0.0124
103014,,0.02983747,0.057
103014,1,0.01505345,0.0124
103043,,0.02983747,0.057
103043,1,0.01505345,0.0124
103137,,0.02983747,0.057
103137,1,0.01505345,0.0124
103158,,0.02902789,0.057
103158,1,0.01505345,0.0124
103232,,0.02983747,0.057
103232,1,0.01505345,0.0124
103233,,0.02983747,0.057
103233,1,0.01505345,0.0124
103260,,0.02983747,0.057
103260,1,0.01505345,0.0124
103344,,0.02983747,0.057
103344,1,0.01505345,0.0124
103432,,0.02983747,0.057
103432,1,0.01505345,0.0124
103443,,0.02983747,0.057
103443,1,0.01505345,0.0124
103476,,0.02983747,0.057
103476,1,0.01505345,0.0124
103511,,0.02902789,0.057
103511,1,0.01505345,0.0124
103538,,0.02753374,0.057
103538,1,0.01505345,0.0124
103551,,0.02983747,0.057
103551,1,0.01505345,0.0124
103583,,0.02902789,0.057
103583,1,0.01505345,0.0124
103621,,0.02983747,0.057
103621,1,0.01505345,0.0124
103706,,0.02753374,0.057
103706,1,0.01505345,0.0124
103710,,0.02983747,0.057
103710,1,0.01505345,0.0124
103766,,0.02983747,0.057
103766,1,0.01505345,0.0124
103845,,0.02983747,0.057
103845,1,0.01505345,0.0124
103859,,0.02983747,0.057
103859,1,0.01505345,0.0124
103909,,0.02983747,0.057
103909,1,0.01505345,0.0124
103928,,0.02983747,0.057
103928,1,0.01505345,0.0124
103966,,0.02983747,0.057
103966,1,0.01505345,0.0124
104074,,0.02983747,0.057
104074,1,0.01505345,0.0124
104105,,0.02983747,0.057
104105,1,0.01505345,0.0124
104124,,0.02983747,0.057
104124,1,0.01505345,0.0124
104131,,0.02983747,0.057
104131,1,0.01505345,0.0124
104135,,0.02983747,0.057
104135,1,0.01505345,0.0124
104136,,0.02983747,0.057
104136,1,0.01505345,0.0124
104193,,0.02983747,0.057
104193,1,0.01505345,0.0124
104211,,0.02983747,0.057
104211,1,0.01505345,0.0124
104358,,0.07692141,0.057
104358,1,0.01505345,0.0124
104362,,0.02983747,0.057
104362,1,0.01505345,0.0124
104388,,0.02983747,0.057
104388,1,0.01505345,0.0124
104407,,0.02902789,0.057
104407,1,0.01505345,0.0124
104447,,0.02983747,0.057
104447,1,0.01505345,0.0124
104448,,0.02826108,0.057
104448,1,0.01505345,0.0124
104473,,0.02983747,0.057
104473,1,0.01505345,0.0124
104475,,0.02983747,0.057
104475,1,0.01505345,0.0124
104483,,0.02983747,0.057
104483,1,0.01505345,0.0124
104488,,0.02983747,0.057
104488,1,0.01505345,0.0124
104545,,0.02983747,0.057
104545,1,0.01505345,0.0124
104566,,0.02983747,0.057
104566,1,0.01505345,0.0124
104644,,0.02983747,0.057
104644,1,0.01505345,0.0124
104692,,0.02983747,0.057
104692,1,0.01505345,0.0124
104697,,0.02983747,0.057
104697,1,0.01505345,0.0124
104706,,0.02902789,0.057
104706,1,0.01505345,0.0124
104727,,0.02983747,0.057
104727,1,0.01505345,0.0124
104756,,0.02983747,0.057
104756,1,0.01505345,0.0124
104771,,0.02983747,0.057
104771,1,0.01505345,0.0124
104899,,0.02983747,0.057
104899,1,0.01505345,0.0124
104931,,0.02983747,0.057
104931,1,0.01505345,0.0124
104959,,0.02983747,0.057
104959,1,0.01505345,0.0124
105208,,0.02983747,0.057
105208,1,0.01505345,0.0124
105232,,0.02983747,0.057
105232,1,0.01505345,0.0124
105347,,0.02983747,0.057
105347,1,0.01505345,0.0124
105366,,0.02983747,0.057
105366,1,0.01505345,0.0124
105393,,0.02983747,0.057
105393,1,0.01505345,0.0124
105403,,0.02983747,0.057
105403,1,0.01505345,0.0124
105455,,0.02983747,0.057
105455,1,0.01505345,0.0124
105474,,0.02983747,0.057
105474,1,0.01505345,0.0124
105525,,0.02983747,0.057
105525,1,0.01505345,0.0124
105532,,0.02983747,0.057
105532,1,0.01505345,0.0124
105555,,0.02983747,0.057
105555,1,0.01505345,0.0124
105576,,0.02983747,0.057
105576,1,0.01505345,0.0124
105651,,0.02983747,0.057
105651,1,0.01505345,0.0124
105655,,0.02983747,0.057
105655,1,0.01505345,0.0124
105684,,0.02983747,0.057
105684,1,0.01505345,0.0124
105784,,0.02983747,0.057
105784,1,0.01505345,0.0124
105785,,0.02983747,0.057
105785,1,0.01505345,0.0124
105817,,0.02753374,0.057
105817,1,0.01505345,0.0124
105839,,0.02983747,0.057
105839,1,0.01505345,0.0124
105840,,0.02983747,0.057
105840,1,0.01505345,0.0124
105841,,0.02983747,0.057
105841,1,0.01505345,0.0124
105844,,0.02983747,0.057
105844,1,0.01505345,0.0124
105853,,0.02983747,0.057
105853,1,0.01505345,0.0124
105893,,0.02983747,0.057
105893,1,0.01505345,0.0124
105930,,0.02983747,0.057
105930,1,0.01505345,0.0124
105946,,0.02983747,0.057
105946,1,0.01505345,0.0124
106094,,0.02983747,0.057
106094,1,0.01505345,0.0124
106126,,0.02983747,0.057
106126,1,0.01505345,0.0124
106142,,0.02983747,0.057
106142,1,0.01505345,0.0124
106145,,0.02902789,0.057
106145,1,0.01505345,0.0124
131380,,0.07692141,0.057
131380,1,0.01505345,0.0124
131385,,0.02556025,0.057
131385,1,0.01505345,0.0124
131386,,0.07564603,0.057
131386,1,0.01505345,0.0124
131387,,0.0825672,0.057
131387,1,0.01505345,0.0124
131389,,0.02983747,0.057
131389,1,0.01505345,0.0124
131432,,0.07692141,0.057
131432,1,0.01505345,0.0124
131470,,0.01915364,0.057
131470,1,0.01505345,0.0124
131471,,0.01756249,0.057
131471,1,0.01505345,0.0124
131472,,0.07692141,0.057
131472,1,0.01505345,0.0124
131477,,0.07692141,0.057
131477,1,0.01505345,0.0124
131482,,0.07502407,0.057
131482,1,0.01505345,0.0124
131483,,0.07564603,0.057
131483,1,0.01505345,0.0124
131523,,0.06423348,0.057
131523,1,0.01505345,0.0124
131544,,0.08189931,0.057
131544,1,0.01505345,0.0124
131545,,0.07692141,0.057
131545,1,0.01505345,0.0124
131547,,0.07564603,0.057
131547,1,0.01505345,0.0124
131548,,0.06397759,0.057
131548,1,0.01505345,0.0124
131549,,0.08463785,0.057
131549,1,0.01505345,0.0124
131554,,0.07692141,0.057
131554,1,0.01505345,0.0124
131559,,0.07692141,0.057
131559,1,0.01505345,0.0124
131560,,0.02983747,0.057
131560,1,0.01505345,0.0124
131562,,0.01881676,0.057
131562,1,0.01505345,0.0124
131565,,0.07627839,0.057
131565,1,0.01505345,0.0124
131567,,0.07564603,0.057
131567,1,0.01505345,0.0124
131568,,0.07692141,0.057
131568,1,0.01505345,0.0124
131569,,0.07692141,0.057
131569,1,0.01505345,0.0124
131595,,0.07502407,0.057
131595,1,0.01505345,0.0124
131615,,0.07830589,0.057
131615,1,0.01505345,0.0124
131617,,0.02559921,0.057
131617,1,0.01505345,0.0124
131639,,0.07692141,0.057
131639,1,0.01505345,0.0124
131642,,0.02983747,0.057
131642,1,0.01505345,0.0124
131643,,0.01649569,0.057
131643,1,0.01505345,0.0124
131680,,0.07692141,0.057
131680,1,0.01505345,0.0124
131686,,0.07692141,0.057
131686,1,0.01505345,0.0124
131698,,0.02902789,0.057
131698,1,0.01505345,0.0124
131702,,0.07692141,0.057
131702,1,0.01505345,0.0124
131732,,0.07692141,0.057
131732,1,0.01505345,0.0124
131746,,0.07692141,0.057
131746,1,0.01505345,0.0124
131748,,0.07692141,0.057
131748,1,0.01505345,0.0124
131755,,0.07692141,0.057
131755,1,0.01505345,0.0124
131756,,0.07692141,0.057
131756,1,0.01505345,0.0124
131757,,0.07564603,0.057
131757,1,0.01505345,0.0124
131760,,0.07627839,0.057
131760,1,0.01505345,0.0124
131775,,0.08561202,0.057
131775,1,0.01505345,0.0124
131779,,0.07627839,0.057
131779,1,0.01505345,0.0124
131780,,0.07692141,0.057
131780,1,0.01505345,0.0124
131782,,0.07627839,0.057
131782,1,0.01505345,0.0124
131797,,0.07692141,0.057
131797,1,0.01505345,0.0124
131834,,0.07692141,0.057
131834,1,0.01505345,0.0124
131838,,0.09222634,0.057
131838,1,0.01505345,0.0124
131841,,0.05705552,0.057
131841,1,0.01505345,0.0124
131920,,0.07692141,0.057
131920,1,0.01505345,0.0124
131921,,0.07692141,0.057
131921,1,0.01505345,0.0124
131922,,0.07692141,0.057
131922,1,0.01505345,0.0124
131932,,0.07692141,0.057
131932,1,0.01505345,0.0124
131944,,0.02983747,0.057
131944,1,0.01505345,0.0124
131945,,0.07627839,0.057
131945,1,0.01505345,0.0124
131963,,0.07692141,0.057
131963,1,0.01505345,0.0124
131964,,0.07692141,0.057
131964,1,0.01505345,0.0124
131982,,0.02072832,0.057
131982,1,0.01505345,0.0124
131991,,0.07692141,0.057
131991,1,0.01505345,0.0124
131993,,0.07692141,0.057
131993,1,0.01505345,0.0124
131994,,0.07564603,0.057
131994,1,0.01505345,0.0124
131995,,0.07627839,0.057
131995,1,0.01505345,0.0124
131997,,0.07502407,0.057
131997,1,0.01505345,0.0124
131998,,0.07627839,0.057
131998,1,0.01505345,0.0124
131999,,0.07502407,0.057
131999,1,0.01505345,0.0124
132000,,0.0825672,0.057
132000,1,0.01505345,0.0124
132001,,0.07692141,0.057
132001,1,0.01505345,0.0124
132002,,0.06777941,0.057
132002,1,0.01505345,0.0124
132013,,0.09353753,0.057
132013,1,0.01505345,0.0124
132014,,0.07692141,0.057
132014,1,0.01505345,0.0124
132017,,0.07692141,0.057
132017,1,0.01505345,0.0124
132453,,0.07692141,0.057
132453,1,0.01505345,0.0124
132456,,0.07692141,0.057
132456,1,0.01505345,0.0124
132458,,0.02902789,0.057
132458,1,0.01505345,0.0124
132459,,0.02983747,0.057
132459,1,0.01505345,0.0124
132460,,0.07564603,0.057
132460,1,0.01455392,0.0124
132463,,0.07441225,0.057
132463,1,0.01505345,0.0124
132466,,0.08746476,0.057
132466,1,0.01364813,0.0124
132469,,0.07692141,0.057
132469,1,0.01505345,0.0124
132470,,0.07692141,0.057
132470,1,0.01505345,0.0124
132472,,0.07692141,0.057
132472,1,0.01505345,0.0124
132475,,0.07692141,0.057
132475,1,0.01505345,0.0124
132476,,0.02983747,0.057
132476,1,0.01505345,0.0124
132477,,0.07692141,0.057
132477,1,0.01505345,0.0124
